search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Peso,Conectores de entrada,Tipos de filtros del parlante
1655,Pack 10 Parlante Bluetooth Portatil Agua Piscina Ducha Gocy,27.99,NA,41,97985,6,4.665,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/GOCYEXPRESS,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=Yc3MCQrDBkl0gX9VtiK8MbOxZtPAYD5wYQzBdsbP9m%2Bz9lKyvCri09vIBLhSMR%2Bm7xdTrTdshE49s%2BZ0i0K%2FYfPJbPU%2BFHEJ%2FuaXTWFug2pN91kIa1YFbKkO4lv2FSx27RlUwGyP0UMTnOb380H%2BvxqKQ9yXm59Xzc4x36rXbvEn%2F5%2FvzA4Tw4cxPowfCUQFoFjSPDJDeccaT7K%2FJhLGmkG94dCATT7TVyAbjgaZY5TebuW06cQm0JRDlWFUUchfQJtipvd1SaEo5yvhRvjkgQeKL08vR9qdZ7epHTlUB9OZUNWHhtMBRJx7rmQm6Iz72Iu0S9q4tNWmblQ5%2BU%2F6l8mzl%2BoUDRiJKUPVOdAE0aDqBje%2Fvj0WiEfKflvBGoFe5JYRc%2Bpm4%2BSjTxOOjPDrn3VHbLKl%2BG%2BeQUE4tLyhY3lkLpBRdYts9BgoDCuy%2FkjoMw5SvJ8xTCXUzvxjAwvWYQsNzBV0dEvOjFOBvsYpqWRD8xDQa3jZ%2FirInPkWA6Ao17eYBSD2nQJGH4epFUvcl1LW14ZwM8gkLlCeBHh94zeqRHSAWa5NAe753lL1k8XZ6sT3Co3nECAcFkTFEsnaX%2Fd6k3GqxBzLxbrIqLkfNfl%2BFzO6ltj6RWyLTmqFufWrZDZF0jgW2nAyvYJZTUAZTH0gA%2F3XJr8CQ1AlT0zNRYC%2BRse6S12V8NmrDud79xwVcOg5ne8ijx4IpY6BZcrTWjTeGx%2BVu0Lv4c4oqKOW2HcmMHbnIjqx4SzbdkfB4njIgBJsg%2FOxVP0DsDD%2FmQwOQ99RtDdMJNbJ0%2FjlDuUBdNpafAd58hUBjlHxK56OLtZGCzqcyBDf%2BZVZUEpx9FPdjwnBomFnOoKuTOQfTK2KAQYfk2niVHaaIc3o5HEr2CeccjgShCPeH1YundM2lJYEKh4Typ25rMEK0aWqsiQstzpIIxGvtlcVs2ZbGmmUSk8o3Zuy4X1kIRzrZOuHr1wY0pjagwWEkGF12olhjvrSQk0KIE5heLi09rmvk9XpxuElAhiv5lIkg%2BM%2BP8IZM%2FAx6Z1ZdW%2BHBdBPQ9UET92reu4vJJZWg%2Bw3RHtXssE6oLc8mp3NzJk%2FUhFkFwAXUM%2B9qPZtKgMlpPC2OAv30L%2B9CTNxPBeBlpnZSGa%2BAx0n%2BdVNvaJ9F1E5%2FsYMV5MJ0CBRWu8GOZ64ws5WDasvjgAfXzMvgG0ckzzprZkZ%2F2wIYRl1WS8j55PUV%2BHTIkv%2FS1rh8fYeZNH64CUV83jAYb7mZy6KmokqWjxGTEewYw7YMDducZFCmpgRDs5n1D3noK9Z7lmUKURrH2CALGDIyFhZ%2BcgEXmf3KeWGE2J2KXW2myuJSPoPbZ1tLEItWO9gMR6v3fUNMEmsyDhQXz3%2BORArQhhr0TvuRLoYSQ2z6RKvAwcuq48lfnM%2FDMiu0HZDSaH9qvoSU34wKmdpOR39bLcEorjKcbIrQB2X1TuVJwXPLVLDjZpdj5HQAzDFWhpW4qa3KbQb55SpTY5H3MJzmDMWuqEjLBz%2BiBX%2F0zxf25GX9QcCqb2qS8YzJw9VAIFF2I7IX2PjBqFBcUM5X0EQkjHnqOKBRYlI0YkL7q2KmuciATHwGN81Ml0zSH3ifk98g0S5tndCug%3D%3D,1,1,0,0,0,#439442904,NA,NA,NA,NA,NA,NA
1656,Parlante Jbl Go 2 Orange .,25.99,29.99,0,NA,6,4.332,NA,Envío gratis a todo el país,NA,NA,4.8,45,https://perfil.mercadolibre.cl/PROUTDOOR,https://articulo.mercadolibre.cl/MLC-491880880-parlante-jbl-go-2-orange--_JM,38,6,0,1,0,#491880880,JBL,GO 2,3 W,NA,NA,Activo
1657,Befree Bfs-440 de Sonido Surround De 5.1 canales Sistema De,119.99,NA,0,3,12,9.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470954799-befree-bfs-440de-sonido-surround-de-51canales-sistema-de-_JM,NA,NA,NA,NA,NA,#470954799,NA,NA,NA,NA,NA,NA
1658,Parlante Bluetooth Inalambrico Impermeable Ducha Agua,4.99,NA,0,3,12,416,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MS-TECNO,https://articulo.mercadolibre.cl/MLC-470802441-parlante-bluetooth-inalambrico-impermeable-ducha-agua-_JM,NA,NA,NA,NA,NA,#470802441,NA,NA,NA,NA,NA,NA
1659,Parlante Bluetooth Tf Usb Radio Fm Aux Calavera Roja,12.99,NA,1,99,6,2.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CUPOCLICKCHILE,https://articulo.mercadolibre.cl/MLC-471186217-parlante-bluetooth-tf-usb-radio-fm-aux-calavera-roja-_JM,NA,NA,NA,NA,NA,#471186217,NA,NA,NA,NA,NA,NA
1660,Adaptador De Audio Bluetooth Para El Sistema De Sonido De Tr,50.994,NA,0,100,12,4.250,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-475003734-adaptador-de-audio-bluetooth-para-el-sistema-de-sonido-de-tr-_JM,NA,NA,NA,NA,NA,#475003734,NA,NA,NA,NA,NA,NA
1661,Parlante Bluetooth Protective Case For Bose Soundlink Color,25.028,NA,0,99,6,4.171,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-480682859-parlante-bluetooth-protective-case-for-bose-soundlink-color-_JM,1,1,0,0,0,#480682859,Bose,Color,NA,NA,NA,Activo
1662,Parlante Bluetooth Monster Camuflaje,14.99,NA,NA,3,12,1.249,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDA+MTEK?brandId=34,https://articulo.mercadolibre.cl/MLC-487060269-parlante-bluetooth-monster-camuflaje-_JM,NA,NA,NA,NA,NA,#487060269,Monster,NA,NA,NA,NA,NA
1663,Parlante Jbl Flip4 Black,79.99,89.99,0,NA,6,13.332,NA,Envío gratis a todo el país,NA,NA,4.7,85,https://perfil.mercadolibre.cl/PROUTDOOR,https://articulo.mercadolibre.cl/MLC-491882716-parlante-jbl-flip4-black-_JM,70,11,2,1,1,#491882716,JBL,Flip 4,16 W,NA,NA,Activo
1664,Radio Parlante Vintage Am/fm Bluetooth Sd - Electronika,32.99,NA,0,10,12,2.749,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONIKASPA,https://articulo.mercadolibre.cl/MLC-484942649-radio-parlante-vintage-amfm-bluetooth-sd-electronika-_JM,NA,NA,NA,NA,NA,#484942649,NA,NA,NA,NA,NA,NA
1665,"Parlante Portatil Kolke Bomb Bluetooth, Usb, Sd, Fm",19.99,25.99,0,10,6,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/LOI+CHILE,https://articulo.mercadolibre.cl/MLC-496547500-parlante-portatil-kolke-bomb-bluetooth-usb-sd-fm-_JM,NA,NA,NA,NA,NA,#496547500,Kolke,Bomb,40 W,NA,Entrada para Micrófono,Activo
1666,Parlante Bluetooth Anker Soundcore 2 Envio Gratis,48.99,NA,6,2,6,8.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPORTACIONES_DEL_VALLE,https://articulo.mercadolibre.cl/MLC-461691619-parlante-bluetooth-anker-soundcore-2-envio-gratis-_JM,NA,NA,NA,NA,NA,#461691619,Anker,NA,NA,NA,NA,NA
1667,Lp-089 Altavoces Bluetooth Inalmbricos Barra De Sonido,14.127,NA,0,4,12,1.177,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPRATECHCL,https://articulo.mercadolibre.cl/MLC-482172919-lp-089-altavoces-bluetooth-inalmbricos-barra-de-sonido-_JM,NA,NA,NA,NA,NA,#482172919,NA,NA,NA,NA,NA,NA
1668,Parlante Karaoke Bluetooth Philco 540bk C/ Microfono /sotecs,35.99,NA,5,2,6,5.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SOTECSO+STORE,https://articulo.mercadolibre.cl/MLC-467375619-parlante-karaoke-bluetooth-philco-540bk-c-microfono-sotecs-_JM,NA,NA,NA,NA,NA,#467375619,Philco,NA,NA,NA,NA,NA
1669,Pack X2 Parlante Bluetooth P400 Con Luz Led Radio Fm Sd Usb,21.99,NA,1,2,6,3.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTR%C3%93NICANISHAONLINE,https://articulo.mercadolibre.cl/MLC-478298321-pack-x2-parlante-bluetooth-p400-con-luz-led-radio-fm-sd-usb-_JM,NA,NA,NA,NA,NA,#478298321,NA,NA,3 W,NA,USB,NA
1670,Harman Kardon Esquire Mini Negro Esquire Mini Altavoz,141.221,NA,0,10,12,11.768,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OCTOPUSSALESFORCECL,https://articulo.mercadolibre.cl/MLC-480905778-harman-kardon-esquire-mini-negro-esquire-mini-altavoz-_JM,NA,NA,NA,NA,NA,#480905778,Harman Kardon,Esquire Mini Black,NA,NA,NA,NA
1671,Parlante Bluetooth Jbl Flip 4 - Negro,87.99,NA,0,NA,6,14.665,NA,Envío gratis a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/MCI_ELECTRONICS,https://articulo.mercadolibre.cl/MLC-493509972-parlante-bluetooth-jbl-flip-4-negro-_JM,3,0,0,0,0,#493509972,JBL,Parlante Bluetooth JBL Flip 4 - Negro,NA,-1 kg,NA,NA
1672,Transmisor De Señal Bluetooth Para Tv-audifonos/parlantes,7.49,NA,22,NA,12,624,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MARCOSBIZAMA,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=FS6blAKj7s6wQQZa6iU5FTSHn%2F6EP1RR8If83HOkc4C97LFMl8eV4cDwocMUNv6ojrmtAIIoXFinqUIbcB7DxUlcCZpES8hW4t7y6NpV0gclsl89s%2Fq0VjBVSRBzAZi0XnLe1bwsS3vpxUsrtwIVp4Qvaxjj2M0kYZ5%2FfwGrar3a2LAwjEdkMdyaSN%2FY90KnbVXaQjxMiTgyotsHlUqgjQgT5VSJpRsucZbDfx4BkxtGiysRVu30Vj7ZIbWn1dm3cD7z5pbXiVFdwSJiWsXlJMY60zVBSz9vmhYluxl%2BEY5W9mbmTn6Q4FBZZM4o8l%2FXd8fmn6yY3OcXS%2Fb8JtFiGehSpIvXeCOrm84QvPJ4Hru84p8Q910PB4ELhz%2FpOVQFaRJ7sOyMg%2Bp92hLD3%2BxWRx5P80sRzpLQ9e2gCT7F%2F%2FTWeK8ARTJfqRqmj4ckRwDZZ9yr5mKz76RFf0sp0qs09nFCNvXdpc2J3zValz6%2FxPQiHdbpsUUAAlVTFqm6L%2BL8VLp9LRvExcu27Ar7%2B8KhzE9p7oAwq%2BsNhKG07Blk3b8X45I67LbljGhueGoRMei5HvEVXarITuUfOI5eMnPG88jjR58IphBCxuAo0n9p1KnCFGC6britIp6%2BJyUJQg%2BqcCKNxKuYW%2BIntmaP3lKyetJ5OvRFBaPf%2FqCp6TNGU07gm6IxCzZWTdIWiRutwsbo5me8NotrMbPydjRiBWoBbgcSimP9CYoPpiUxjC6j%2B%2BIB%2FMVVzA9WZM9NnmnOvH7HWFCfqQrK4Y1sbl4ZTLQ7gWlcd%2BrZfmS0sjzmtytLuEyMOmaG%2BLsfTvmGglQsJhbIx6jgIl%2FBsf9dVBB3A%2BHlbVHoXA%2B8x%2Bzb3fI5CZYu54SL5M6Mntwk97GfgWkG5V%2BRUibsqAek0BLwUPCaCZwaWlYltb0GlRtamjIGNMv%2FMP6SrKUC0NQWniODko9UEWgQG8Yp8%2Fp7HYFhl7j4MsR8DNh8kIqtueQoP6anQ%2BGgkPbTK%2BtJtvM1z5FSAHYav%2Fv7EZc%2BqPRkLtCU4JZl4rjmMyk2DqiUwrz3v1Vid8lOd3wCVGjvCmD6ZkgIIr8CIG0OEmDQ55aWVrOwBGP6d1dn3jtXdt70oD1D7NnkObWjrHfJ0%2BTZ0PI2HZsGqEd70LZ2JkcpyxyQi4Dl7o8Ij1pvvVL4VKYzKnvgXuE0WvDaYvxdTBQZwVAFALyVy8plg3B1GA1XuiVmdb6wyOBFtzrPBfP7MHdWZnopJOBFbaKYrS86aU08CdLdrvKanp5GZACGmmvirhUee4GCp5j%2BWW3opbyA4UGgJO1KVC7Rkq%2BuQPJYrkMNJ4jJBtUhkczMRtkO4FdBc7mvFCpRX%2FH7pb6LTq%2BJF15gfjoIzLButnWgcvAnc4L1FN%2Bu1FwJNEJ5pW7izYleXlxUlFPvw%2FSzjtcLwIKTZsJLBsFvPt1p036dLmlYSVRal966dfkavtBv2sm2vH%2FJJVt%2FaZFiYJqkGIP7hq%2BjbrH2mwuITmn03ULC123g5pAF93wkBmp74n24Nt8Y4b%2BSuAYc9%2Ba4hQaO2rfXWw34pX078D4RSfOACt%2Fk%2Br3ZXdVr6oTfGDthTxXNPfwhkxm97B2wqVh2rr6Cjb5qxQ%3D%3D,1,0,0,0,0,#476450217,NA,NA,NA,NA,NA,NA
1673,Parlante Bt Sumergible Altec Mini H2o 3 Gris Proglobal,22.99,NA,6,4,6,3.832,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-442480885-parlante-bt-sumergible-altec-mini-h2o-3-gris-proglobal-_JM,1,0,0,0,0,#442480885,Altec,NA,NA,NA,Auxiliar,NA
1674,Ampolleta Led Parlante Bluetooth Musica Ml2522,6.99,NA,9,91,6,1.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPORTADORATECNOPRO,https://articulo.mercadolibre.cl/MLC-460013224-ampolleta-led-parlante-bluetooth-musica-ml2522-_JM,NA,NA,NA,NA,NA,#460013224,NA,NA,NA,NA,NA,NA
1675,Logitech Ue Parlante Bt Boom 2 Negro Original Proglobal,99.99,NA,1,1,6,16.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-454986572-logitech-ue-parlante-bt-boom-2-negro-original-proglobal-_JM,NA,NA,NA,NA,NA,#454986572,Logitech,NA,NA,0.538 kg,USB,NA
1676,Parlante Multifuncional Bluetooth Fm Micro Sd Usb Mp3,7.99,9.99,0,100,12,666,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESHOPANGIE,https://articulo.mercadolibre.cl/MLC-462854360-parlante-multifuncional-bluetooth-fm-micro-sd-usb-mp3-_JM,NA,NA,NA,NA,NA,#462854360,NA,NA,NA,360 g,NA,NA
1677,Parlante Karaoke 10 Bluetooth Audiolab,79.99,NA,0,100,6,13.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ME+TINCA.CL,https://articulo.mercadolibre.cl/MLC-464977339-parlante-karaoke-10-bluetooth-audiolab-_JM,NA,NA,NA,NA,NA,#464977339,Fujitel,NA,NA,NA,NA,NA
1678,Jensen - 37 -inch Pared Barra De Sonido Bluetooth ( R ),95.079,NA,0,43,12,7.923,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OCTOPUSSALESFORCECL,https://articulo.mercadolibre.cl/MLC-481473321-jensen-37-inch-pared-barra-de-sonido-bluetooth-r--_JM,NA,NA,NA,NA,NA,#481473321,JENSEN(R),JSBW-210,NA,NA,NA,NA
1679,Jbl Parlante Portatil Boombox Bluetooth - Phone Store,347.99,NA,0,900,6,57.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-498980089-jbl-parlante-portatil-boombox-bluetooth-phone-store-_JM,NA,NA,NA,NA,NA,#498980089,JBL,Boombox,NA,5.25 kg,NA,NA
1680,Parlante Portátil Bluetooth Logitech X50 | Blue,12.99,NA,2,20,6,2.165,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/COMERCIALIZADORABOTECH,https://articulo.mercadolibre.cl/MLC-467359615-parlante-portatil-bluetooth-logitech-x50-blue-_JM,1,0,0,0,0,#467359615,Logitech,X50,3 W,142 g,Auxiliar,Activo
1681,Jbl Clip 3 Porttil Bluetooth 4.2 Streaming Mini Altavoz,58.886,NA,0,200,12,4.907,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SUNMUSICCL,https://articulo.mercadolibre.cl/MLC-487166333-jbl-clip-3-porttil-bluetooth-42-streaming-mini-altavoz-_JM,NA,NA,NA,NA,NA,#487166333,JBL,Clip 3,NA,NA,NA,NA
1682,Parlante Bluetooth Mlab 20w Doble Parlante De 4 - Usb Sd Fm,9.99,NA,0,10,6,1.665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MMSMIKE1,https://articulo.mercadolibre.cl/MLC-471240678-parlante-bluetooth-mlab-20w-doble-parlante-de-4-usb-sd-fm-_JM,NA,NA,NA,NA,NA,#471240678,NA,NA,NA,NA,NA,NA
1683,Parlante Portatil Bluetooth Hercules Mini Music Box Fm,5,NA,0,12,12,417,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PEGI545499,https://articulo.mercadolibre.cl/MLC-474720158-parlante-portatil-bluetooth-hercules-mini-music-box-fm-_JM,NA,NA,NA,NA,NA,#474720158,NA,NA,NA,NA,NA,NA
1684,Foco Par Led 6 Rgb Luz Disco Fiesta Con Parlante Bluetooth,9.99,NA,0,100,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESHOPANGIE,https://articulo.mercadolibre.cl/MLC-468585696-foco-par-led-6-rgb-luz-disco-fiesta-con-parlante-bluetooth-_JM,NA,NA,NA,NA,NA,#468585696,NA,NA,NA,NA,NA,NA
1685,Parlante Jbl Xtreme Rojo Nuevo,169.99,NA,0,1,6,28.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ANTONIO_DMJ,https://articulo.mercadolibre.cl/MLC-497532150-parlante-jbl-xtreme-rojo-nuevo-_JM,NA,NA,NA,NA,NA,#497532150,JBL,Xtreme,40 W,NA,NA,Pasivo
1686,Parlante Inalámbrico Bluetooth Modelo Jhw-908 / Ekipofertas,8.99,NA,0,NA,12,749,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EKIPOFERTAS,https://articulo.mercadolibre.cl/MLC-482955529-parlante-inalambrico-bluetooth-modelo-jhw-908-ekipofertas-_JM,NA,NA,NA,NA,NA,#482955529,NA,NA,NA,NA,NA,NA
1687,Mochila De Altavoz Bluetooth Con Altavoces De 15 Vatios Y Su,115.605,NA,0,100,6,19.268,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-473542593-mochila-de-altavoz-bluetooth-con-altavoces-de-15-vatios-y-su-_JM,NA,NA,NA,NA,NA,#473542593,NA,NA,NA,NA,NA,NA
1688,Parlante Bazooka Philco 20w Usb Sd Aux Recargab / Superstore,10.69,NA,1,71,6,1.782,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SUPERSTORECHILE,https://articulo.mercadolibre.cl/MLC-452659771-parlante-bazooka-philco-20w-usb-sd-aux-recargab-superstore-_JM,NA,NA,NA,NA,NA,#452659771,Philco,NA,NA,NA,NA,NA
1689,Parlante Activo Elevate Lp Mic Y Pedestal Probass,109,NA,0,NA,6,18.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SUCO1444135,https://articulo.mercadolibre.cl/MLC-467216542-parlante-activo-elevate-lp-mic-y-pedestal-probass-_JM,NA,NA,NA,NA,NA,#467216542,Pro Bass,Elevate LP,NA,NA,RCA,NA
1690,Audifonos Bluetooth Sodo Mh3 Funcion Parlantes Envio Gratis,21.99,NA,0,5,6,3.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PCPRIME+CHILE,https://articulo.mercadolibre.cl/MLC-477245857-audifonos-bluetooth-sodo-mh3-funcion-parlantes-envio-gratis-_JM,NA,NA,NA,NA,NA,#477245857,sodo,mh3,NA,NA,NA,NA
1691,Parlante Bluetooth Portatil Aiwa Awp-70bt 21320 / Fernapet,12.99,NA,3,97,6,2.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FERNAPET,https://articulo.mercadolibre.cl/MLC-470810306-parlante-bluetooth-portatil-aiwa-awp-70bt-21320-fernapet-_JM,NA,NA,NA,NA,NA,#470810306,Aiwa,NA,NA,NA,NA,NA
1692,Jbl Flip 4 Paquete De Parlantes Inalámbricos Con Bluetooth P,150.446,NA,0,100,12,12.537,NA,Envío gratis a todo el país,NA,NA,4.7,85,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-480503827-jbl-flip-4-paquete-de-parlantes-inalambricos-con-bluetooth-p-_JM,70,11,2,1,1,#480503827,JBL,Flip 4,16 W,1.11 kg,NA,Activo
1693,Outdoor Tech - Parlante Bluetooth Turtle Shell 2.0,49.99,NA,0,NA,12,4.166,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BUSINESS+WALK,https://articulo.mercadolibre.cl/MLC-474375167-outdoor-tech-parlante-bluetooth-turtle-shell-20-_JM,NA,NA,NA,NA,NA,#474375167,NA,NA,NA,NA,NA,NA
1694,"Bluetooth Altavoz Bar , ( Negro Sonar Bar Tv Barra De Sonido",24.776,NA,0,41,12,2.065,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AGENTWALKERSCL,https://articulo.mercadolibre.cl/MLC-481125363-bluetooth-altavoz-bar-negro-sonar-bar-tv-barra-de-sonido-_JM,NA,NA,NA,NA,NA,#481125363,AGENTW,AGENTW,NA,NA,NA,NA
1695,Parlante Bluetooth Mutone Lector Micro Sd Gris Rock Space,39.99,NA,0,5,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BERRIAKLTDA,https://articulo.mercadolibre.cl/MLC-480552735-parlante-bluetooth-mutone-lector-micro-sd-gris-rock-space-_JM,NA,NA,NA,NA,NA,#480552735,Rock Space,NA,10 W,NA,NA,NA
1696,Radio Parlante Fm Bluetooth Sd Usb Mp3 Pc Bass,19.99,29.99,0,100,12,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEVENTAS+LTDA,https://articulo.mercadolibre.cl/MLC-460566454-radio-parlante-fm-bluetooth-sd-usb-mp3-pc-bass-_JM,NA,NA,NA,NA,NA,#460566454,NA,NA,NA,1.3 kg,NA,NA
1697,Lp -09 Bar Sonar Subwoof Altavoz Bluetooth Casa Tv Eco Pared,67.823,NA,0,200,12,5.652,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SHOPPINGMALLCL,https://articulo.mercadolibre.cl/MLC-490288573-lp-09-bar-sonar-subwoof-altavoz-bluetooth-casa-tv-eco-pared-_JM,NA,NA,NA,NA,NA,#490288573,No Brand,no model,NA,NA,NA,NA
1698,Parlante Vintage,29.99,NA,0,NA,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/LUISBRITO221,https://articulo.mercadolibre.cl/MLC-468906115-parlante-vintage-_JM,NA,NA,NA,NA,NA,#468906115,NA,NA,NA,NA,Auxiliar,NA
1699,Jbl Charge 4 Portable Waterproof Parlante Bluetooth,185,NA,0,10,12,15.417,NA,Entrega a acordar con el vendedor,NA,NA,5,2,https://perfil.mercadolibre.cl/AMAZCHILE,https://articulo.mercadolibre.cl/MLC-493961930-jbl-charge-4-portable-waterproof-parlante-bluetooth-_JM,2,0,0,0,0,#493961930,JBL,Charge 4,NA,NA,NA,NA
1700,Pack 10 Ampolleta Led Con Parlante Bluetooth,55,NA,1,9,12,4.583,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEVENTAS+LTDA,https://articulo.mercadolibre.cl/MLC-458347228-pack-10-ampolleta-led-con-parlante-bluetooth-_JM,NA,NA,NA,NA,NA,#458347228,NA,NA,NA,NA,NA,NA
1701,"Parlante Bluetooth Harman Kardon Omni50+ Streaming, Weatherp",662.747,NA,0,99,6,110.458,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-469218161-parlante-bluetooth-harman-kardon-omni50-streaming-weatherp-_JM,NA,NA,NA,NA,NA,#469218161,NA,NA,NA,NA,NA,NA
1702,Parlante Karaoke Microfono Inalambrico 100w Puntostore 01019,235,NA,0,70,6,39.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PUNTOSTORECHILE,https://articulo.mercadolibre.cl/MLC-469237898-parlante-karaoke-microfono-inalambrico-100w-puntostore-01019-_JM,NA,NA,NA,NA,NA,#469237898,NA,NA,100 W,NA,NA,NA
1703,Adaptador De Receptor De Música Bluetooth Inalámbrico P...,67,NA,0,999,6,11.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-491578927-adaptador-de-receptor-de-musica-bluetooth-inalambrico-p-_JM,NA,NA,NA,NA,NA,#491578927,Bose,NA,NA,NA,NA,NA
