search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Modelo alfanumérico,Voltagem,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Sensibilidade de entrada,Resposta máxima em frequência,Resposta mínima em frequência,Conectores de entrada,Peso,Largura,Altura,Profundidade,Cor
2032, Conector Placa Usb Caixa Som Jbl Charge 3 (gg) Vermelho Orig ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1000
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2360,https://perfil.mercadolivre.com.br/BSTECNLOGIA,https://produto.mercadolivre.com.br/MLB-1190258425-conector-placa-usb-caixa-som-jbl-charge-3-gg-vermelho-orig-_JM,1752,335,136,53,84,#1190258425,JBL,NA,Charge 3,NA,NA,20 W,NA,Passivo,NA,NA,NA,2,80 dB,20 kHz,65 Hz,USB,NA,NA,NA,NA,NA
2033, Caixa Amplificada Lenoxx Sound Wave Ca 305 Bivolt ,299,NA,"
			
			
				
				148
				vendidos
			
		",(46 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2492
		
		 sem juros
		
	

	
		",92,NA,Envio para todo o país,NA,NA,4.7,14,NA,https://produto.mercadolivre.com.br/MLB-1013913871-caixa-amplificada-lenoxx-sound-wave-ca-305-bivolt-_JM,10,4,0,0,0,#1013913871,Lenoxx,NA,CA-305,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA
2034, Kit 50 Caixa Som Banheiro Prova Dágua Bluetooth ,750,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(980 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7168
		
		 sem juros
		
	

	
		",68,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DIGITALBAISEC,https://produto.mercadolivre.com.br/MLB-1174010337-kit-50-caixa-som-banheiro-prova-dagua-bluetooth-_JM,NA,NA,NA,NA,NA,#1174010337,Baisec,NA,caixinha de som,NA,NA,10 W,NA,NA,De parede,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2035, Caixa De Som Bluetooth Ws5239 Celular Android Aux Ios Usb Sd ,89,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 851
		
		 sem juros
		
	

	
		",51,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/COMPRAR.MAISBARATO,https://produto.mercadolivre.com.br/MLB-1140743906-caixa-de-som-bluetooth-ws5239-celular-android-aux-ios-usb-sd-_JM,NA,NA,NA,NA,NA,#1140743906,XTrad,Portátil,WS5329,WS5329,(Bivolt),NA,Woofer,Ativo/Passivo,Mesa,Caixa,2.1,2,NA,18000 Hz,150 Hz,USB,1100 g,28 cm,16 cm,10 cm,NA
2036, Caixa De Som Jbl Xtreme 2 Preto 40w Original Nfe Garantia ,1158,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 9650
		
		 sem juros
		
	

	
		",50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,105,https://perfil.mercadolivre.com.br/KINGSOMDISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1231268712-caixa-de-som-jbl-xtreme-2-preto-40w-original-nfe-garantia-_JM,84,15,3,1,2,#1231268712,JBL,NA,Xtreme 2,NA,NA,40 W,NA,Passivo,NA,NA,NA,1,80 dB,20 kHz,70 Hz,NA,2.4 kg,13.6 cm,29 cm,13 cm,Água
2037, Cx Som Xtreme Mini Bluetooth Potente 40w Ganhe Charge 3 Mini ,193,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1611
		
		 sem juros
		
	

	
		",11,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TOPCELL+II,https://produto.mercadolivre.com.br/MLB-1240559527-cx-som-xtreme-mini-bluetooth-potente-40w-ganhe-charge-3-mini-_JM,NA,NA,NA,NA,NA,#1240559527,JBL,NA,Xtreme Mini,NA,NA,40 W,Woofer,Ativo/Passivo,De piso,Caixa,2.1,NA,80 dB,20 kHz,20 Hz,USB,780 g,NA,NA,NA,NA
2038, Mini System Panasonic Akx100 250w - Com Bluetooth Usb Aux ,579,NA,"
			
			
				
				2
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5534
		
		 sem juros
		
	

	
		",34,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/LOJAS+MULTISOM?brandId=972,https://produto.mercadolivre.com.br/MLB-1172569409-mini-system-panasonic-akx100-250w-com-bluetooth-usb-aux-_JM,NA,NA,NA,NA,NA,#1172569409,Panasonic,NA,AKX100,NA,240V,250 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auxiliar,1.7 kg,NA,NA,NA,NA
2039, Mini Caixa De Som Bluetooth Mini Speaker 3w Feitun Fn-0006 ,59,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(97 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 670
		
		 sem juros
		
	

	
		",70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LIDERELETRONICOSLIN,https://produto.mercadolivre.com.br/MLB-1210283338-mini-caixa-de-som-bluetooth-mini-speaker-3w-feitun-fn-0006-_JM,NA,NA,NA,NA,NA,#1210283338,Feitun,NA,FN0006,NA,NA,3 W,NA,Mini tweeter,NA,NA,NA,NA,NA,NA,NA,NA,74 g,NA,NA,NA,Cinza
2040, Caixa Som Banheiro Prova Dágua Bluetooth Samsung iPhone Asus ,20,NA,"
			
				Novo
			
			
				
					 - 
				
				84
				vendidos
			
		",(962 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 540
		
		 sem juros
		
	

	
		",40,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/R25ONLINECOMERCE,https://produto.mercadolivre.com.br/MLB-1107618086-caixa-som-banheiro-prova-dagua-bluetooth-samsung-iphone-asus-_JM,NA,NA,NA,NA,NA,#1107618086,Importado,NA,BTS-06,NA,NA,3 W,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2041, Caixa De Som Portátil Com Ventosa -bluetooth À Prova D´água ,59,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 590
		
		 sem juros
		
	

	
		",90,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FELIPESANTOS+9999,https://produto.mercadolivre.com.br/MLB-1256679647-caixa-de-som-portatil-com-ventosa-bluetooth-prova-dagua-_JM,NA,NA,NA,NA,NA,#1256679647,Importada,NA,Portátil e à Prova D´água,NA,NA,5 W,Subwoofer,NA,De parede,Redondo,NA,NA,80 dB,NA,NA,USB,NA,NA,NA,NA,NA
2042, Caixa De Som Mini Xtreme 40w Rms Bluetooth Cores C/ Brinde ,122,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1025
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJAOLHOUCOMPROUMODAEELETRONIC,https://produto.mercadolivre.com.br/MLB-1251449210-caixa-de-som-mini-xtreme-40w-rms-bluetooth-cores-c-brinde-_JM,NA,NA,NA,NA,NA,#1251449210,importada,NA,J,NA,NA,40 W,Subwoofer,sub compacto,portatil,super 40 w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2043, Caixa De Som Jbl Boombox Original Com Garantia E Nota Fiscal ,1849,NA,"
			
				Novo
			
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 15417
		
		 sem juros
		
	

	
		",17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,533,https://perfil.mercadolivre.com.br/RON_LANARAMALHO,https://produto.mercadolivre.com.br/MLB-1201280083-caixa-de-som-jbl-boombox-original-com-garantia-e-nota-fiscal-_JM,419,46,19,20,29,#1201280083,JBL,NA,Boombox,NA,NA,60 W,NA,Tweeter,Som portátil,Caixa,NA,2,80 dB,NA,NA,NA,NA,NA,NA,NA,NA
2044," Carregador Caixa Som Jbl Xtreme (19v X 3,0 Amp) ",289,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2762
		
		 sem juros
		
	

	
		",62,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PRODUTOS+PREMIUM,https://produto.mercadolivre.com.br/MLB-1225141838-carregador-caixa-som-jbl-xtreme-19v-x-30-amp-_JM,NA,NA,NA,NA,NA,#1225141838,JBL,NA,Xtreme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2045, Caixa Som Rádio Retrô Vintage S/bluetooth Mp3 Fm Am Portátil ,88,NA,"
			
				Novo
			
			
				
					 - 
				
				30
				vendidos
			
		",(103 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 733
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SUSUMAGAZINE,https://produto.mercadolivre.com.br/MLB-1176816817-caixa-som-radio-retr-vintage-sbluetooth-mp3-fm-am-portatil-_JM,NA,NA,NA,NA,NA,#1176816817,XTrad,NA,XDG-16 RADIO AM/FM,NA,NA,10 W,Tweeter,Passivo,De piso,Caixa,5.1,NA,36 dB,NA,NA,Entrada para Microfone,885 kg,NA,NA,NA,NA
2046, Caixa De Som Acústica Frahm Ps12 200w Passiva ,823,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(799 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6866
		
		 sem juros
		
	

	
		",66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAGAZINE+PANCAD%C3%83O,https://produto.mercadolivre.com.br/MLB-1099229444-caixa-de-som-acustica-frahm-ps12-200w-passiva-_JM,NA,NA,NA,NA,NA,#1099229444,Frahm,NA,Caixa Acústica Passiva Frahm Ps12 + Frete Gratis,NA,NA,200 W,NA,Passivo,NA,Caixa,NA,NA,NA,NA,NA,NA,11 kg,NA,NA,NA,NA
2047, Aparelho De Som Portatil Bluetooth Pequeno Usb Radio Fm Aux ,87,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 836
		
		 sem juros
		
	

	
		",36,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/I.GO+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1215023356-aparelho-de-som-portatil-bluetooth-pequeno-usb-radio-fm-aux-_JM,NA,NA,NA,NA,NA,#1215023356,Altomex,Portátil,A-6039,A-6039,110V/220V (Bivolt),8 W,Woofer,Ativo/Passivo,Mesa,Caixa,2.1,1,NA,NA,NA,USB,440 g,13 cm,15 cm,11 cm,NA
2048, Caixinha Som Bluetooth Boombox - 40w Potente Azul ,289,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(89 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2762
		
		 sem juros
		
	

	
		",62,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,533,https://perfil.mercadolivre.com.br/RUIZCAIO25,https://produto.mercadolivre.com.br/MLB-1248790258-caixinha-som-bluetooth-boombox-40w-potente-azul-_JM,419,46,19,20,29,#1248790258,JBL,NA,Boombox,NA,NA,40 W,Tweeter,Subwoofer,portatil,Redondo,2.1,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA
2049, Alto Falante Jbl Charge 3 (tl) Original C/ Nfe E Garantia ,145,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1208
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2360,https://perfil.mercadolivre.com.br/BSTECNLOGIA,https://produto.mercadolivre.com.br/MLB-1255786842-alto-falante-jbl-charge-3-tl-original-c-nfe-e-garantia-_JM,1752,335,136,53,84,#1255786842,JBL,NA,Charge 3,NA,NA,20 W,NA,NA,NA,NA,NA,2,80 dB,20 kHz,65 Hz,NA,NA,NA,NA,NA,NA
2050, Caixa Som Amplificada Profissional 600w Rms Titan Sm-cap15t ,1239,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(100 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 11851
		
		 sem juros
		
	

	
		",51,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,9,https://perfil.mercadolivre.com.br/LOJAVALENCIO,https://produto.mercadolivre.com.br/MLB-1070226974-caixa-som-amplificada-profissional-600w-rms-titan-sm-cap15t-_JM,6,3,0,0,0,#1070226974,Sumay,NA,Titan 600W,SM-CAP15T,NA,600 W,Subwoofer,Ativo,De piso,Caixa,NA,NA,NA,NA,NA,"USB, cartão de memória TF, Rádio FM, AUX, Microfone/guitarra P10, Áudio 1xRCA",14.5 kg,NA,NA,NA,NA
2051, Caixa Som Bluetooth Jbl Potência 16w Ios Android Preto Flip4 ,156,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1305
		
		 sem juros
		
	

	
		",05,NA,Entrega a combinar com o vendedor,NA,NA,4.9,435,https://perfil.mercadolivre.com.br/PEDROFRANCISCOAZEVEDORODRIGU,https://produto.mercadolivre.com.br/MLB-1218310602-caixa-som-bluetooth-jbl-potncia-16w-ios-android-preto-flip4-_JM,397,27,4,3,4,#1218310602,JBL,Flip Series,Flip 4,NA,NA,16 W,NA,Ativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2052, Mini Caixa Som Bluetooth Wireless Mp3 Fm Sd Usb iPhone Spea ,35,NA,"
			
				Novo
			
			
				
					 - 
				
				20
				vendidos
			
		",(90 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 583
		
		 sem juros
		
	

	
		",83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2,https://perfil.mercadolivre.com.br/PANDA+LIGHT,https://produto.mercadolivre.com.br/MLB-875616136-mini-caixa-som-bluetooth-wireless-mp3-fm-sd-usb-iphone-spea-_JM,NA,NA,NA,NA,NA,#875616136,WS,NA,887,NA,5V,1 W,x,x,x,Caixa,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2053, Caixa De Som Logitech Ue Wonderboom Bluetooth A Prova D'agua ,499,NA,"
			
				Novo
			
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4161
		
		 sem juros
		
	

	
		",61,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DCOMPUTER+INFORM%C3%81TICA,https://produto.mercadolivre.com.br/MLB-1132846699-caixa-de-som-logitech-ue-wonderboom-bluetooth-a-prova-dagua-_JM,NA,NA,NA,NA,NA,#1132846699,Logitech,NA,984-000845,NA,NA,3 W,NA,Ativo,NA,NA,NA,1,80 dB,NA,NA,NA,425 g,NA,102 mm,1 m,NA
2054, Caixa Som Multiuso Mf800 Bluetooth Ios Controle Remoto Frahm ,1249,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 10416
		
		 sem juros
		
	

	
		",16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SUPER+SONORA,https://produto.mercadolivre.com.br/MLB-761916305-caixa-som-multiuso-mf800-bluetooth-ios-controle-remoto-frahm-_JM,NA,NA,NA,NA,NA,#761916305,Frahm,MF Frahm,MF800 app,NA,NA,200 W,NA,NA,NA,Caixa,NA,NA,NA,20 kHz,20 Hz,USB,12.66 kg,NA,NA,NA,NA
2055, Mini Caixa Caixinha Som Portatil 147bt Mp3 Fm Sd Usb ,65,NA,"
			
				Novo
			
			
				
					 - 
				
				10
				vendidos
			
		",(300 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 547
		
		 sem juros
		
	

	
		",47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-935461723-mini-caixa-caixinha-som-portatil-147bt-mp3-fm-sd-usb-_JM,NA,NA,NA,NA,NA,#935461723,Yes,Mobile Multimedia Speaker,MS-147BT,Caixa De Som Portátil Bluetooth Amplificada,NA,NA,NA,Ativo,NA,Caixa,NA,2,NA,NA,NA,USB,NA,NA,NA,NA,NA
2056, Radio Relógio Jbl Tune Preto Portátil Original+nf Caixa Jbl ,323,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3096
		
		 sem juros
		
	

	
		",96,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CITRON+INSTRUMENTOSMUSICAIS,https://produto.mercadolivre.com.br/MLB-1232936042-radio-relogio-jbl-tune-preto-portatil-originalnf-caixa-jbl-_JM,NA,NA,NA,NA,NA,#1232936042,JBL,NA,JBL Tune,NA,NA,5 W,NA,Passivo,NA,Caixa,2.1,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA
2057, Caixa Som Fusca Táxi Rádio Portátil Carro Mp3 Usb Controle ,59,NA,"
			
				Novo
			
			
				
					 - 
				
				13
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 676
		
		 sem juros
		
	

	
		",76,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.0,1,https://perfil.mercadolivre.com.br/FUX+MAGAZINE,https://produto.mercadolivre.com.br/MLB-1231888957-caixa-som-fusca-taxi-radio-portatil-carro-mp3-usb-controle-_JM,NA,NA,NA,NA,NA,#1231888957,XTrad,NA,WS-1939,NA,NA,3 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA
2058, Caixa Som Ambiente Jbl Selenium C621 100w C621b Par Branco ,799,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(24 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6658
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHOP+PRATICO,https://produto.mercadolivre.com.br/MLB-1089151148-caixa-som-ambiente-jbl-selenium-c621-100w-c621b-par-branco-_JM,NA,NA,NA,NA,NA,#1089151148,JBL,Ambientare,C-621,NA,NA,50 W,NA,NA,NA,Caixa,NA,1,90 dB,20 kHz,85 Hz,NA,NA,NA,NA,NA,Branco
2059, Caixa De Som C/ Bateria Recarregável E Bluetooth Primus ,537,NA,"
			
				Novo
			
			
				
					 - 
				
				34
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4475
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/ABRIUKEY,https://produto.mercadolivre.com.br/MLB-748233553-caixa-de-som-c-bateria-recarregavel-e-bluetooth-primus-_JM,2,1,0,0,0,#748233553,Sumay,Caixa ativa,Primus 500BT,NA,Bivolt,250 W,NA,NA,NA,Caixa,NA,NA,NA,100 Hz,20 Hz,USB,7.5 kg,NA,NA,NA,NA
2060, Caixa Som Portátil Amplificada 20w Bluetooth Mic Usb Fm A708 ,119,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(19 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1146
		
		 sem juros
		
	

	
		",46,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,103,https://perfil.mercadolivre.com.br/B3+BRINQUEDOS,https://produto.mercadolivre.com.br/MLB-1060246772-caixa-som-portatil-amplificada-20w-bluetooth-mic-usb-fm-a708-_JM,55,31,13,0,4,#1060246772,Altomex,NA,A-7088,NA,NA,20 W,NA,Woofer,De piso,Caixa,NA,NA,NA,NA,NA,Entrada para Microfone,NA,NA,NA,NA,NA
2061, Caixa De Som Bluetooth Com Controle Remoto Etiger 250et 12w ,125,NA,"
			
				Novo
			
			
		",(123 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1045
		
		 sem juros
		
	

	
		",45,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TELSOM_SP,https://produto.mercadolivre.com.br/MLB-1084270713-caixa-de-som-bluetooth-com-controle-remoto-etiger-250et-12w-_JM,NA,NA,NA,NA,NA,#1084270713,E-Tiger,NA,250et,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA
2062, Atacado Kit 4 Caixa Som Bluetooth Caixinha Pendrive Usb ,119,NA,"
			
				Novo
			
			
				
					 - 
				
				96
				vendidos
			
		",(11015 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1137
		
		 sem juros
		
	

	
		",37,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.7,3,https://perfil.mercadolivre.com.br/BELACARANGA,https://produto.mercadolivre.com.br/MLB-1151641526-atacado-kit-4-caixa-som-bluetooth-caixinha-pendrive-usb-_JM,2,0,0,0,1,#1151641526,Grasep,NA,variado,NA,DC5V,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2063, Caixinha De Som Led Sem Fio Recarregável A12 Celular Usb P2 ,30,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 570
		
		 sem juros
		
	

	
		",70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CLICK+LIVRE,https://produto.mercadolivre.com.br/MLB-1176505076-caixinha-de-som-led-sem-fio-recarregavel-a12-celular-usb-p2-_JM,NA,NA,NA,NA,NA,#1176505076,exbom,NA,CS-A12BT,NA,NA,5 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 cm,NA,NA
2064, Caixa De Som Portátil Jbl Xtreme 2 Camuflada Original C/ Nf ,1098,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 10494
		
		 sem juros
		
	

	
		",94,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1831,https://perfil.mercadolivre.com.br/PEGMIX,https://produto.mercadolivre.com.br/MLB-1236125983-caixa-de-som-portatil-jbl-xtreme-2-camuflada-original-c-nf-_JM,1186,311,170,67,96,#1236125983,JBL,NA,Xtreme 2,NA,NA,40 W,NA,Passivo,NA,Caixa,NA,1,80 dB,20 kHz,70 Hz,NA,3300 kg,NA,NA,NA,NA
2065, Caixa Som Amplificada Portatil Bluetooth Mp3 Usb Sd Fm 20w ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(16 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1008
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-941255229-caixa-som-amplificada-portatil-bluetooth-mp3-usb-sd-fm-20w-_JM,NA,NA,NA,NA,NA,#941255229,Yes,Reader Speaker,RD-39,Caixa De Som Portátil Bluetooth Amplificada,NA,16 W,NA,Ativo,NA,Caixa,NA,2,NA,150 kHz,18 kHz,Entrada para Microfone,NA,NA,NA,NA,NA
2066, Kit Som Ambiente Amplificado100w C/bluetooth+02cxs Jbl C321b ,967,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 8058
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MRSOM+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1026508527-kit-som-ambiente-amplificado100w-cbluetooth02cxs-jbl-c321b-_JM,NA,NA,NA,NA,NA,#1026508527,JBL,Ambientare,NCA AB100BT/JBL321B,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,19 mm,19 mm,12 mm,NA
2067, Caixa Som Amplificada Bluetooth Potente 1000wpmpo 3202 ,358,NA,"
			
			
				
				2
				vendidos
			
		",(149 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3431
		
		 sem juros
		
	

	
		",31,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1242235498-caixa-som-amplificada-bluetooth-potente-1000wpmpo-3202-_JM,NA,NA,NA,NA,NA,#1242235498,Grasep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entrada para Microfone,NA,NA,NA,NA,Vermelha
2068, Caixa De Som Home Theater 2.1 Pc Tv Bluetooth Mp3 Fm Usb ,198,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(20 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1897
		
		 sem juros
		
	

	
		",97,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RB+COM%C3%89RCIOS,https://produto.mercadolivre.com.br/MLB-1250189005-caixa-de-som-home-theater-21-pc-tv-bluetooth-mp3-fm-usb-_JM,NA,NA,NA,NA,NA,#1250189005,Knup,NA,KP-BH6004,NA,NA,22 W,Woofer,Subwoofer,"Sala, Quarto, Portatil",Caixa,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
