search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Formato,Modelo alfanumérico
2104, Audifonos Handsfree Bluetooth Cuello Deportivos Isc ,49,NA,1,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVASYSTEMCORP,https://articulo.mercadolibre.com.pe/MPE-423166711-audifonos-handsfree-bluetooth-cuello-deportivos-isc-_JM#position=41&type=item&tracking_id=00e74b59-1a55-4bc0-95f0-dce8f5674ef7,NA,NA,NA,NA,NA,#423166711,GN,NA,ISC,NA,NA
2105, Mpow Dual-mic Active Noise Cancelling Auriculares Bluetoo ,417,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-437077671-mpow-dual-mic-active-noise-cancelling-auriculares-bluetoo-_JM#position=42&type=item&tracking_id=00e74b59-1a55-4bc0-95f0-dce8f5674ef7,NA,NA,NA,NA,NA,#437077671,NA,NA,NA,NA,NA
2106, Audifono Jbl Reflect Mini Bt Bluetooth ,355,NA,4,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-427515126-audifono-jbl-reflect-mini-bt-bluetooth-_JM#position=43&type=item&tracking_id=00e74b59-1a55-4bc0-95f0-dce8f5674ef7,NA,NA,NA,NA,NA,#427515126,JBL,NA,Mini BT,NA,NA
2107, Mini Audifono Bluetooth Musica Y Llamadas Handsfree Colores ,39,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERUOUTLETCENTER,https://articulo.mercadolibre.com.pe/MPE-432601358-mini-audifono-bluetooth-musica-y-llamadas-handsfree-colores-_JM#position=44&type=item&tracking_id=00e74b59-1a55-4bc0-95f0-dce8f5674ef7,NA,NA,NA,NA,NA,#432601358,NA,NA,NA,NA,NA
2108, Taotronics - Auriculares Bluetooth Plegables Con Almohadi ,443,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-437159522-taotronics-auriculares-bluetooth-plegables-con-almohadi-_JM#position=45&type=item&tracking_id=00e74b59-1a55-4bc0-95f0-dce8f5674ef7,NA,NA,NA,NA,NA,#437159522,NA,NA,NA,NA,NA
2109, Gratis!!! Audífono Philips Shb4205 Flite Hyprlite Bluetooth ,159,NA,0,2,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-434121430-gratis-audifono-philips-shb4205-flite-hyprlite-bluetooth-_JM#position=46&type=item&tracking_id=00e74b59-1a55-4bc0-95f0-dce8f5674ef7,NA,NA,NA,NA,NA,#434121430,Philips,NA,NA,NA,NA
2110, Mokata Niños Auriculares Bluetooth Wireless Over Ear Auricu ,141,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436365292-mokata-ninos-auriculares-bluetooth-wireless-over-ear-auricu-_JM#position=47&type=item&tracking_id=00e74b59-1a55-4bc0-95f0-dce8f5674ef7,NA,NA,NA,NA,NA,#436365292,MOKATA,NA,4334962688,NA,NA
2111," Senso Auriculares Bluetooth, Mejor Inalámbricos Deportivo ",236,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-437160549-senso-auriculares-bluetooth-mejor-inalambricos-deportivo-_JM#position=48&type=item&tracking_id=00e74b59-1a55-4bc0-95f0-dce8f5674ef7,NA,NA,NA,NA,NA,#437160549,NA,NA,NA,NA,NA
2112, Audifono Inalámbrico Bluetooth Mini-970 Control Llamadas ,69,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-435916125-audifono-inalambrico-bluetooth-mini-970-control-llamadas-_JM#position=49&type=item&tracking_id=00e74b59-1a55-4bc0-95f0-dce8f5674ef7,NA,NA,NA,NA,NA,#435916125,NA,NA,NA,NA,NA
2113, Audífonos Baseus Bluetooth S06 ,89,NA,1,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/YOURSACCESORIOS,https://articulo.mercadolibre.com.pe/MPE-432152924-audifonos-baseus-bluetooth-s06-_JM#position=50&type=item&tracking_id=00e74b59-1a55-4bc0-95f0-dce8f5674ef7,NA,NA,NA,NA,NA,#432152924,NA,NA,NA,NA,NA
2114, Karakao Auriculares Bluetooth H1 Wireless V4.1 Runing Earbud ,131,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436364826-karakao-auriculares-bluetooth-h1-wireless-v41-runing-earbud-_JM#position=51&type=item&tracking_id=00e74b59-1a55-4bc0-95f0-dce8f5674ef7,NA,NA,NA,NA,NA,#436364826,KARAKAO,NA,612592515802,NA,NA
2115," Tdyy - Auriculares Bluetooth Sin Tapón Para La Oreja, Aur ",216,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-437198272-tdyy-auriculares-bluetooth-sin-tapon-para-la-oreja-aur-_JM#position=52&type=item&tracking_id=00e74b59-1a55-4bc0-95f0-dce8f5674ef7,NA,NA,NA,NA,NA,#437198272,NA,NA,NA,NA,NA
2116, Audífono Con Micrófono Inalambrico Halion (ha-q85) ,19,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/-HARDSOFTMAIR-,https://articulo.mercadolibre.com.pe/MPE-426963053-audifono-con-microfono-inalambrico-halion-ha-q85-_JM#position=53&type=item&tracking_id=00e74b59-1a55-4bc0-95f0-dce8f5674ef7,NA,NA,NA,NA,NA,#426963053,NA,NA,NA,NA,NA
2117, Hands Free Auricular Inalámbrico Bluetooth Motorola G5s ,69,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-436409161-hands-free-auricular-inalambrico-bluetooth-motorola-g5s-_JM#position=1&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#436409161,Motorola,NA,NA,NA,NA
2118," Mini Bluetooth Auriculares, Aimitek X11 auriculares Inalá ",184,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-437199147-mini-bluetooth-auriculares-aimitek-x11auriculares-inala-_JM#position=2&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#437199147,NA,NA,NA,NA,NA
2119, Soundpeats Auriculares Bluetooth Deporte Inalambrico Auricul ,229,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436461831-soundpeats-auriculares-bluetooth-deporte-inalambrico-auricul-_JM#position=3&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#436461831,XBRN,NA,NA,NA,NA
2120," True Auriculares Inalámbricos, Qijia Auriculares Bluetoot ",355,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-437199557-true-auriculares-inalambricos-qijia-auriculares-bluetoot-_JM#position=4&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#437199557,NA,NA,NA,NA,NA
2121, Audifono Bluetooth Kodak Wireless Earbuds Odeb1001 Negro ,65,NA,0,900,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MEGARICKHUNTER,https://articulo.mercadolibre.com.pe/MPE-436645554-audifono-bluetooth-kodak-wireless-earbuds-odeb1001-negro-_JM#position=5&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#436645554,Kodak,NA,NA,NA,NA
2122," Hbq V4.2 Auriculares Inalámbricos Bluetooth Para Correr, ",226,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-437199714-hbq-v42-auriculares-inalambricos-bluetooth-para-correr-_JM#position=6&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#437199714,NA,NA,NA,NA,NA
2123, Bluedio T3 Audifonos Inalambricos Bluetooth 20 Horas De Músi ,135,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ESPINOZAGUISELLA,https://articulo.mercadolibre.com.pe/MPE-436660390-bluedio-t3-audifonos-inalambricos-bluetooth-20-horas-de-musi-_JM#position=7&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#436660390,Bluedio,NA,NA,NA,NA
2124, Audifono Bluetooth Kodak Wireless Earbuds Odeb1006 Negro ,65,NA,0,900,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MEGARICKHUNTER,https://articulo.mercadolibre.com.pe/MPE-436645563-audifono-bluetooth-kodak-wireless-earbuds-odeb1006-negro-_JM#position=8&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#436645563,Kodak,NA,NA,NA,NA
2125," Hearso Mini Bluetooth Earbud Auriculares Inalámbricos, El ",205,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-437200265-hearso-mini-bluetooth-earbud-auriculares-inalambricos-el-_JM#position=9&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#437200265,NA,NA,NA,NA,NA
2126, Gratis!!! Audifonos S2 Tws Bluetooth 5.0 Estuche Magnetico ,144,NA,0,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-437028867-gratis-audifonos-s2-tws-bluetooth-50-estuche-magnetico-_JM#position=10&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#437028867,NA,NA,S2 TWS,NA,NA
2127, Jbl T450bt Wireless Audifonos Bluetooth Pure Bass Harman ,149,NA,0,299,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELEAZARALATAMARINO,https://articulo.mercadolibre.com.pe/MPE-437740034-jbl-t450bt-wireless-audifonos-bluetooth-pure-bass-harman-_JM#position=11&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#437740034,NA,NA,NA,NA,NA
2128, Bluetooth V4.2 Tws - Auriculares De Diadema Estéreo Con M ,207,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-437200546-bluetooth-v42-tws-auriculares-de-diadema-estereo-con-m-_JM#position=12&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#437200546,NA,NA,NA,NA,NA
2129, Auriculares Inalambricos Bluetooth 5.0 6h-60h Impermeable ,269,NA,0,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TERRA+ESENCIAS,https://articulo.mercadolibre.com.pe/MPE-437152091-auriculares-inalambricos-bluetooth-50-6h-60h-impermeable-_JM#position=13&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#437152091,OCANIA,NA,T3,NA,NA
2130, Samsung Galaxy Buds 2019 Audifonos Inalambricos En Stock!! ,499,NA,4,197,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,6,http://perfil.mercadolibre.com.pe/ELEAZARALATAMARINO,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=UnRlq8jhsMexCTHGoGxijmpuhht9grtuRYglodIHG9hm1bpx8bMpYVwBT%2Be2OsAuaVcvswVZzdxrk%2BXVGvCSJ0yJaUfnDZIkWZPNuy75KzBj3UBcoie4yt%2BhFlL9wdKP77Z10dK8EjmMr3JNXs3E29Q0l5Ni%2BVie7ozainN7nbE7646H9ITXsj0Prq90iBbzDZq%2F7TESY8bJ5BAaroV%2BrdVjJs5Fns%2BUjMpmc0IAtsTSIwoZWdHvkrTSrqmSepL%2B%2Bl%2FE0s8DlPRSQteNq525LNtbx3t0bw4BXOJ%2Fl8vzBsOlXLRcW7WzqnC0z6peUNU6wwfEjLIkTM7cGbIpquk8kEI4iPvkQgOjlG8pvvgmG0zSLF8OcIzLO%2Bqx%2BVof%2FrRUabKCR5D4dm3GNA6FKewn9OpnORq68rEIs0ikRNg4%2FqjyehuAAidO7BSeZXOlBBO%2ByuQQOzK%2FsXnpfdk91g6e4lb1iFt4zhEEjIMHSemnBwulfFvL5OjDXo5iZZDCxQO6HNTtAXN%2BrUMW%2Bah7IHrLpINKomENHsopxfh6DlltcUQmAxaelp5IBbkf9wtCTmo49cfu6qYhRW78kFAk2gpI20O8iessMOoaN7KHcvq5wJMyXi6%2F9jCeWRxK7unH%2FB3nc6vOasSk5qb%2Fm%2BAkVmb54M10t6NPw7yfginAzfJBERRSXYWy3388tWqvUKDa2TBOlREK2%2BLACR944Yatr7szw1aFKIYqLLMAIIZ4pokt%2BNWuOIkulPzz7UlvvzPzl2X0y9UaO%2B39rnxWDN3VtkUVF5lUGQ45D%2FN2s4pvkBH9BIlGe4gIOC3MdWOsTHfewz%2B%2B%2Burxr24fP9wQs%2BXdi%2BX7XZPASm0Tqj1EaPBDTJ0WMsGz1NIOXi9pIVRNSl6a9q%2FQSkziCBhLNi%2BjJ1foK1kJ9SmheMnTfxkLlZkjGpHa7h1YQ1HJYwGTwULy9guafp1D7uK3kQ5K7XmxjOp0cySuFT%2FMFrUgpcHQpzjHqOtexluxSGpvXfDPDqcMKMmVFrLpeqobwYqkZrvU7GpoMaxqZPvCs3Pu3X5TR3QUmlPtaAga3t33CzW0E2p9Vced9cbGBhbZK4Y8FmemQtH5YUeTS4VisqjwZy3gM4Cr5CPJmHPPfI1fAhBg4%2FWQp9g10HIfxKm1sjXla3uD9cUucsd1mzNWE%2Fgp54YXM0wzZPMbVBoYuhCE9Irawng7gnMmdLmRrlV5fH5wsTjQ1Y28XKIVAGMbs91bW%2Fcy5Saikw9vcS0WSDkr%2FsY1TYEP%2BH7KMW%2B%2FYcpjPpJ7hq4EDmF8WW0xQoDN2XqHxz48WNxr9dMKvlBCyp%2Ftq944kMopIiRud1jQX1THZvWw%2FNldsaUVjvXpabxSJVqz1wLo0UFczx5qxJHjTjCy%2FAp5QTzYtdOXRIqaezFwrc0eAwiWYKK1DhznQIyme79mr847ja0tv%2B21vjehuVJEC15wbzXR7%2FzEmkuhELMxBrW9nhDWJ2Dpj7KSjWmvCBkVeTTt3ukLFmqs%2BwvKNe8UicxLitiEa3%2FI%2B0JIA6JMZToz1yq%2FNAGHmuFWx3Qfs0anq%2F1R0onfk6gK9ikRZTiibdn2zaEIjYrxrErY%2FDzOnzoUwVaUbZjwxNuDyVE1MeNlyKyM9959xuElZLQXDdihByZ2LpQMBhqJmrnZlZAXMXXr3T4S57ahvGRZy2G5JM9agk%2B%2FglmSFAYt6Vdf3uvjk%2Fho7EtNz%2F%2BDyo4qGzTLjakU%2F4wjhrdj%2FVlYJDf4bBqerUT9wg%3D%3D,6,0,0,0,0,#437668568,Samsung,Buds,2019,In-ear,SM-R170
2131, Audifonos Jbl E45bt Bluetooth Wireless ,340,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-429657598-audifonos-jbl-e45bt-bluetooth-wireless-_JM#position=15&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#429657598,JBL,NA,E45BT,NA,NA
2132, Motorola Audifonos Bluetooth Handsfree Hk-105 Original ,79,NA,0,50,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-437705503-motorola-audifonos-bluetooth-handsfree-hk-105-original-_JM#position=16&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#437705503,Motorola,NA,Hk-105,NA,NA
2133," Gorro De Música Con Bluetooth, Auriculares Inalámbricos, ",226,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-437200613-gorro-de-musica-con-bluetooth-auriculares-inalambricos-_JM#position=17&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#437200613,NA,NA,NA,NA,NA
2134, Audifonos Motorola Pulse Escape Pluse + Camuflado - Negro ,139,NA,4,97,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELEAZARALATAMARINO,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=rhXwF6%2F7LhY2ZZ0MPej5X3iWeZ6wjs4B6SoeIR20HMl0J%2B8o7R0yuqIrxZcB7FF%2BLcpe54ce7op%2BCg0t8cCrhWca5lAKUwLQnvUfHr6MeSe4fu2FOvUQ0bRki5KETyhyGn%2Fi8oUsFd3nIzUfyoOHt0XRczxPzr1mL4QSf4f1kmacT8H1gBr6X4fOd6etXjjSnhBkAED1ThvGMwFmzPau3k18LGhmfNFYf3gu3%2BnyPSlyG%2F5me1K9%2B7i9aBTowjhcnPP03NGR8fpvADt1eW4tpy2NRbXUGQDCRcPQN4hvpetBkL%2B%2F4GycqMrpPf%2F%2BcwvQxSuoC7FaSgSMEeA8J0n2c088gUA7LpaRR7mUIQpa0nBPeTVVUmTpJ5Vxx3phDmikt6%2BLXwwO94yxeLfL83WmCpRgMQ7BHrHISchmqSYLqKf8FnptaR36ySFrPQyDgeqmxIOITM%2BPfLjjGhZRvjuwI2U2l35%2BE5%2BcPY7OnvXuGFW7RBiFCH4JUP27ISqzla0ChqW5WxXbeiOG%2BZ%2FHZeFNEzZ4vnNBDesKImn%2F8wgrP4%2FNckDcmrNCtkaex433r8m%2BZIO2BFnT3977iVFwVy4twiCOoryTe7SsNf7LUinnR3I6nF3%2B1EnBXY5oJVhIPXGN1EucQp%2BGJGUYGCpSxNaAA0%2FaBdx178xczBO6%2Br0wvY%2BdOTj1ocSC9ObcVmh68TCZ5uBFw6nGtmYpjMMSeEaLtsIuXAFj6YTzpXAtn1c7v%2F7%2Bnfpd63aZ6vijjUfo%2B9yp6DZgBgQ%2BMsXberIico%2FsgzvePndd1dTFrlQsJjGFaxyrjLk9fh4Z8IhBs4xOcVeq9GwGGbD16PSonj%2FIOCWzWPuabMC1FoFGFoqmTyGGofQmYmXoB3%2BjdHPer2qGIUTwvOhN%2FSovQmXSlXVO3RgBRRAFE%2F8iuIEcF4JpVSiQuR7KQH49Hti9SmcrjRNPni5JOoVA1Qxz7dRFkQxHmWLuu7%2Bu72rcM5eLOLNQVDUZ5MHoqcaToZlypElYMMJ9j7HaXPfO4L97SOtRL%2Bks%2FkcXVi29ZHLu5oLcKyVlDDoN7labZ8x6qGX8tCOuM%2BIA3H7O7UicBE6TRSbXd5nIawZ2%2BpA85a4P6AUwGNN6CWwE3bFGQk9qTGC0JBeQx6MoORMkgf9ihIgh4nabimbwFDO0I3NoQ5geENMrXpr2xNTxodyG9AFiXZcXGV9JCCyHCp3LiFIsFnI4mzBeQ%2Bnsaido8ECLEN7YGMgh%2BDvQcHCzCqyjYtGFse%2Bqwa2LMJudtt%2FCxv%2Ff7pNj2APYfM%2BGws32EUSeDUMYipxY%2Bk76%2Fy3OrtbheermkfBAIahpQLsTVFZr5JNmNuGrzWzKhqP8vuPU%2BZevlBAQcK8%2FdlU6VqCO0j%2BXWYaDJA6Nvx6e1Ui%2Fe80sMYKmuCFotyPKXzhniUHU6soRWPOqPzzjd4E6hWGKtXfBQOuuu6l6sOU7Cj5IiDWeAvhle96PpPVRmkYOna4U6h3oBGmkJPLCoKzMJWzXCebK67NY2rZDzNND6u0oDIWUblGsxDTm5xWEycF%2FTVwyS82DVjwoDPnIOICp2y1loNv%2BkpKkZIAKLHyevCgGdE9LIHIQsUHVnKGw6oeDHLukMQ4jfcB4C%2BO%2B53g2oNcDP%2FK8g3IDcqTZlOwhbUsUJC7z6D89T%2BDAyDtPB3TAixn7jchRWizzuM0P71o%2FLYmS8xKVikdKQBkp7r6ngMvrBsFGfiOTJhzcquf%2BlQvLtaywhYbb0kL7zA%3D%3D,NA,NA,NA,NA,NA,#435783621,Motorola,.Audio,Pulse Escape,NA,SH012
2135, Allimity Wireless Bluetooth Auriculares Hifi Stereo Noise ,168,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-437200883-allimity-wireless-bluetooth-auriculares-hifi-stereo-noise-_JM#position=19&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#437200883,NA,NA,NA,NA,NA
2136, Audífono Bluetooth Motorola Pulse Escape Wireless Original!! ,149,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.9,20,http://perfil.mercadolibre.com.pe/REDMOVILPERU,https://articulo.mercadolibre.com.pe/MPE-434112131-audifono-bluetooth-motorola-pulse-escape-wireless-original-_JM#position=20&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,17,3,0,0,0,#434112131,Motorola,NA,Pulse Escape,NA,NA
2137, Audifonos Inalambricos I7s Tws Microfono Bluetooth Blanco ,29,NA,NA,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LOGINSTORELOGINSTORE?brandId=21,https://articulo.mercadolibre.com.pe/MPE-435432869-audifonos-inalambricos-i7s-tws-microfono-bluetooth-blanco-_JM#position=21&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#435432869,LoginStore,NA,NA,NA,NA
2138, Audifonos Original Xiaomi Redmi Airdots Bluetooth 5.0 ,159,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,108,http://perfil.mercadolibre.com.pe/ANALULOZANO,https://articulo.mercadolibre.com.pe/MPE-436484369-audifonos-original-xiaomi-redmi-airdots-bluetooth-50-_JM#position=22&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,77,26,5,0,0,#436484369,Xiaomi,Mi,AirDots,In-ear,NA
2139, Coveron - Auriculares Bluetooth Inalámbricos Con Micrófon ,173,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-437251415-coveron-auriculares-bluetooth-inalambricos-con-microfon-_JM#position=23&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#437251415,NA,NA,NA,NA,NA
2140," Plantronics Backbeat Fit, Audífonos Bluetooth, Color Negro., ",388,NA,0,NA,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KECHVR.COM,https://articulo.mercadolibre.com.pe/MPE-436566037-plantronics-backbeat-fit-audifonos-bluetooth-color-negro-_JM#position=24&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#436566037,Plantronics,NA,BackBeat FIT,NA,NA
2141, Audífonos Xiaomi Airdots Mejor Que Bluetooth_ Oferta!! ,169,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,108,http://perfil.mercadolibre.com.pe/ROSE_2019,https://articulo.mercadolibre.com.pe/MPE-436733804-audifonos-xiaomi-airdots-mejor-que-bluetooth-oferta-_JM#position=25&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,77,26,5,0,0,#436733804,Xiaomi,Mi,AirDots,In-ear,NA
2142," Auriculares Inalámbricos Con Bluetooth, Manos Libres, Lla ",241,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-437251659-auriculares-inalambricos-con-bluetooth-manos-libres-lla-_JM#position=26&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#437251659,NA,NA,NA,NA,NA
2143, Auriculares Bluetooth Inalámbrico Huawei Freebuds Cm-h1 ,280,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DLECTRO-PERU,https://articulo.mercadolibre.com.pe/MPE-437503348-auriculares-bluetooth-inalambrico-huawei-freebuds-cm-h1-_JM#position=27&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#437503348,Huawei,NA,NA,NA,NA
2144, Zealot H12 - Auriculares Bluetooth ,226,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-437251733-zealot-h12-auriculares-bluetooth-_JM#position=28&type=item&tracking_id=e5f324c1-bfae-4f8b-90a6-c34c0c55e7d2,NA,NA,NA,NA,NA,#437251733,NA,NA,NA,NA,NA
