search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de filtros do alto-falante,Resposta máxima em frequência,Resposta mínima em frequência,Linha,Modelo alfanumérico,Voltagem,Tipos de alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Cor,Peso
1893, Aparelho De Som Bluetooth Amplificado Portátil Radio Fm Usb ,189,NA,3,2,12x,15.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BOMBAUTO+STORE,https://produto.mercadolivre.com.br/MLB-1242357575-aparelho-de-som-bluetooth-amplificado-portatil-radio-fm-usb-_JM,NA,NA,NA,NA,NA,#1242357575,Importada,NA,12 W,NA,NA,NA,NA,NA,NA,Subwoofer,NA,Torre,NA,NA,NA,NA,NA,NA,NA,NA,NA
1894, Caixa De Som A Prova Dagua Bluetooth Samsung iPhone Tablet ,23,NA,5,69,4x,6.27,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-918582869-caixa-de-som-a-prova-dagua-bluetooth-samsung-iphone-tablet-_JM,NA,NA,NA,NA,NA,#918582869,Yes,BTS-06,3 W,NA,NA,NA,Portatil,NA,Bivolt,NA,NA,Caixa,NA,1,Auxiliar,80 dB,NA,NA,NA,Branca,NA
1895, Caixa Som Bluetooth Banheiro Atende Maos Livres Prova D Agua ,24,NA,6,69,4x,6.16,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-918582865-caixa-som-bluetooth-banheiro-atende-maos-livres-prova-d-agua-_JM,NA,NA,NA,NA,NA,#918582865,Yes,BTS-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,80 dB,NA,NA,NA,Branca,NA
1896, Caixa Amplificada Bluetooth Bateria Portátil Mp3 Rodinhas ,345,NA,3,6,12x,33.01,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,33,https://perfil.mercadolivre.com.br/LOJADITUDOTEM,https://produto.mercadolivre.com.br/MLB-1219223951-caixa-amplificada-bluetooth-bateria-portatil-mp3-rodinhas-_JM,21,9,1,2,0,#1219223951,Vicini,VC-7080,80 W,Ativo,NA,NA,NA,NA,NA,Tweeter,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,4.1 kg
1897, Caixa De Som Jbl Clip 3 Cinza Bluetooth Prova Dágua Original ,244,NA,15,1,12x,20.41,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,80,https://perfil.mercadolivre.com.br/REBECA+LAYANE,https://produto.mercadolivre.com.br/MLB-1208971891-caixa-de-som-jbl-clip-3-cinza-bluetooth-prova-dagua-original-_JM,75,5,0,0,0,#1208971891,JBL,JBL CLIP 3,3 W,Ativo,20 kHz,20 Hz,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,220 g
1898, Caixa Som Amplificada Portátil Mp3 Mp4 Pc Usb Bluetooth-1011 ,45,NA,65,899,6x,8.51,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,2,1,https://perfil.mercadolivre.com.br/ACMN.VENDAS,https://produto.mercadolivre.com.br/MLB-984521467-caixa-som-amplificada-portatil-mp3-mp4-pc-usb-bluetooth-1011-_JM,0,0,0,1,0,#984521467,Grasep,1011,8 W,Subwoofer,NA,NA,NA,NA,NA,Potencia 8w,Portátil.,Redondo.,NA,NA,USB,NA,NA,NA,NA,NA,NA
1899, Caixa De Som Bluetooth Amplificada Multiuso Guitarra Violao ,379,NA,8,10,12x,31.62,NA,Entrega a combinar com o vendedor,NA,NA,5,1,https://perfil.mercadolivre.com.br/ENTERLIGHTILUMINACAO,https://produto.mercadolivre.com.br/MLB-1088972029-caixa-de-som-bluetooth-amplificada-multiuso-guitarra-violao-_JM,1,0,0,0,0,#1088972029,Datrel,DMU 8.5 BLUETOOTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCA,NA,NA,NA,NA,NA,NA
1900, Caixa De Som Frahm Bluetooth Groov Gr15 Abt Ativa Acústica ,1490,NA,1,4,12x,124.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1223677902-caixa-de-som-frahm-bluetooth-groov-gr15-abt-ativa-acustica-_JM,NA,NA,NA,NA,NA,#1223677902,Frahm,GR15A BT,995 W,NA,NA,NA,NA,NA,NA,NA,De piso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1901," Caixa De Som Jbl Xtreme 2, Bluetooth, 40 Watts, Preta ",1834,NA,1,23,12x,175.38,NA,Envio para todo o país,NA,NA,4.6,113,https://perfil.mercadolivre.com.br/GLOBALDISTRIBUIODEBENS?brandId=1397,https://produto.mercadolivre.com.br/MLB-1177185930-caixa-de-som-jbl-xtreme-2-bluetooth-40-watts-preta-_JM,88,16,5,1,3,#1177185930,JBL,Default,40 W,Ativo,NA,NA,NA,NA,NA,Woofer,Portátil,Caixa,.,NA,NA,80 dB,NA,NA,NA,NA,2.3 kg
1902, Caixa De Som Jbl Boombox (primeira Linha) Potente 60w ,449,NA,4,1,12x,37.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,544,https://perfil.mercadolivre.com.br/VIMA7842233,https://produto.mercadolivre.com.br/MLB-1268517399-caixa-de-som-jbl-boombox-primeira-linha-potente-60w-_JM,426,46,22,20,30,#1268517399,JBL,Boombox,60 W,Ativo,NA,NA,NA,NA,NA,Subwoofer,Laterais,Caixa,7.1,NA,NA,NA,NA,NA,NA,NA,NA
1903, Caixa De Som Speaker Wireless Bluetooth Micro Sd Bt690 Nova ,23,NA,NA,997,4x,5.76,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA+CERTA.WEB,https://produto.mercadolivre.com.br/MLB-1277892429-caixa-de-som-speaker-wireless-bluetooth-micro-sd-bt690-nova-_JM,NA,NA,NA,NA,NA,#1277892429,AQ Shopping,AQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238 g
1904, Caixa Som Amplificada 1000w Rms Led Bluetooth + 1 Microfone ,1208,NA,1,15,12x,115.48,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BANANA-SHOP,https://produto.mercadolivre.com.br/MLB-1237331118-caixa-som-amplificada-1000w-rms-led-bluetooth-1-microfone-_JM,NA,NA,NA,NA,NA,#1237331118,Amvox/Knup,ACA1001/KP-M0001 PRETO,1000 W,Ativo,NA,NA,NA,NA,110/220V (Bivolt),Subwoofer e Tweeter,De piso,Torre,2.1,NA,Entrada para Microfone,NA,NA,NA,NA,Preto,NA
1905, Caixa De Som Sumay 500w Bluetooth 1 Microfone Sm-cap16p ,438,NA,1,31,12x,36.50,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/GAZINSHOP?brandId=1117,https://produto.mercadolivre.com.br/MLB-1199338552-caixa-de-som-sumay-500w-bluetooth-1-microfone-sm-cap16p-_JM,NA,NA,NA,NA,NA,#1199338552,Sumay,SM-CAP16P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1906, Caixa Caixinha Som Portatil Via Bluetooth Mp3 Pendrive Pc ,44,NA,49,26,6x,7.44,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/BRANCASHOP,https://produto.mercadolivre.com.br/MLB-922167699-caixa-caixinha-som-portatil-via-bluetooth-mp3-pendrive-pc-_JM,2,0,0,0,0,#922167699,Yes,MS-193BT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,300 g
1907, Caixa De Som Portátil Frahm Sound Box One Preta ,399,NA,NA,12,12x,33.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STOCKCARNET,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=XQmIKontvMjGDnA8Ejii7ay7YDidXH964AUzTRGW7b0yYWCMhh6QXudRFnln4SxlGYlwR5L33AZOnqIPHXT4jP4vNGPIMdJzP2MA%2BWuSJkj%2BhLtCNyzYDJ0Qs1m0h5UJJWRK61N7nbj3XGnNs4XInjHXA0fLr3V2YX1EUIWFgJCG96i3Tk499%2Bo4xjSKoqxizp9NwRVu9TCb6fe7HNNxzj%2BI3xw8ryEcTG7QLJzpjxlB2%2F6N7T%2BwICkmM%2BLMzgCI9BBPrIECglN%2BGF2%2Bef34CjkFXxdSGEk3zDcAA2jSKyXFSpkl2TxiCoaORvFN01npw1YISr7T5gOFECfiltqUkeCANBfuPOPtYO%2BUaxCASESz06KAoRJIxlYbTchoJOBS1dDnMlLsoIjcymyyv3f4fV7KCYz5Zgq7G071TOk8EVNp%2BVz1tEydSxmuHvhmkWPRJpLVMjS8UsrNh9ODwDCyEwf3kof76zXqoTnIgnUx3YGAcSHr%2BeLgTt6nT1pHz%2BuDj%2Fqgkwqb6saR%2BwgjvIVNAzfnkV4dynefuIOIWfqOBxVcRwNjhCQvTrrj9LIL3McNtLVDiGQCwHPsBRQbdC8jHzDHL8JbnhUXwXqnEzp968%2Fvk5CertLWqxSzblOftWyO%2BsPURpC%2FsaOjUEeEfOhF9rCwFeIcqQQRtZWGe7Er%2B8EzOp1wpvw278t5%2FQFK6MlEf56Oa9ywUXCfOYBw%2BjeXUWqjFFt2mG5CfLegt0R0x3X5oSD9Qus2iI0s7Z3MOxGLSny2OeRd6jUydS9j5E%2BYR4ZoaZhBGVejHw283DVdajWMH%2BqhjcvJeF3vYsORGeE%2BXJCS2nrpdD9hC%2FIMcfErzzWBv1DQxGycZ79hQzQwHkf4Vp6vFaPltvm3bmaw5b0NQ%2Bu%2FyrIXyLFvGiSO4sFnmvoHSf1kKpJzo6kieszdO0n127OPOZXu0rbqE3UhUqH7tw7iUkA7XwupIo0MFQTEZdgE8fg9x3vQQYnze4GkaKRvelQ4SeTtygN1VJroA%2Ft2lDkiOOlLcWR6LKRiF%2FuPr5NASpvQsrx6K82wXXxzMiKBYsvVv6WhkdtaKYn3lNgCreMETOI4XTOWVHSRnYOpXHwTyT%2FbJNvZIJPLNkHTrdxdsauBUnGxtQmOzoyloRLpJpk9a3S7UWfw9gacmZVWpfBZ3btMvncpOailrUEQFlzcerylbKxSL8BK3rl92xmxTP3iSdcPlkndNS9jxRndNXps%2Fk1DTLIeHa4sjniLtOLPXrLuobpBTqbOwSoyYhlMpakprwezyi8ZSiv90S6pxEx%2FTdZLS5AWlRdQZTvxs3aQz14v734MiVNbujgOIdDy94amyvXiAfXkN3J1lg%2BY8cbOkA7H%2Br4Z5hX7xvQZlp4S3oL4kELhBBJzLPHf8z5SfCAFAlVhyJZaDczWFaVCXb1%2FAZH7x14DswhHYUopdpvIVXToVeSEcRyt7As0d6uGcg1%2FdZlLcw%2BqDISq7uTOZ67QUX2myxly2x0MqHqmYUY1gzSSy%2BecObvYG%2FHL27E9vVhZwYCUQNdAJ%2FQ7OZ8o49qHGv5Oz9cezNaCQT8fW44EVYkEA116BQO2ywUkT%2F1ZQla%2FdvAoXi7v07KDgPot%2FMExukMBVKM6fecx7%2BliqwHomZPmxO5mDTy9zTQUmoM3GqPIi4m5iAaxOwKn5K0yEL0z2ccOqpIWtQUlK7ZjTZDf8WuvWhm3IM%2BSN4c7dvWAkbPn8VswnMW0PQJ2I20p4g07GrWGTC%2B1jCdfKKIcV44yrzfXJaYpRAf7ogRqGtPqeJgg8PkwfXGWxRx9ZFWeTcwpV1x0UG7vSBXXQ10d7DacnnQFBXQOOuyPL3vAgf8YlBQ6gC87A06%2BwbRKZ68vlGehDgOYu0LFJVdFzdcZD7fjTvVzqw%3D%3D,NA,NA,NA,NA,NA,#1140870673,Frahm,Soundbox One,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908, Caixinha De Som Bluetooth A Prova Dagua Chuveiro Sem Fio ,22,NA,37,96,4x,5.67,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/MOUSERAMALTDA,https://produto.mercadolivre.com.br/MLB-961185216-caixinha-de-som-bluetooth-a-prova-dagua-chuveiro-sem-fio-_JM,1,0,0,0,0,#961185216,BTS-06,C6,6 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA
1909, Caixa Som Bluetooth 100w Rms Com Bateria Controle Microfone ,367,NA,7,5,12x,30.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SULMART+BR,https://produto.mercadolivre.com.br/MLB-1118268745-caixa-som-bluetooth-100w-rms-com-bateria-controle-microfone-_JM,NA,NA,NA,NA,NA,#1118268745,Lenoxx,CA-305,100 W,NA,NA,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,USB,NA,30 cm,15 cm,42 cm,NA,NA
1910, Aparelho Karaoke Com Microfone ,199,NA,21,24,12x,16.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,31,https://perfil.mercadolivre.com.br/SANTECH+INFORMATICA,https://produto.mercadolivre.com.br/MLB-905848263-aparelho-karaoke-com-microfone-_JM,22,6,0,0,3,#905848263,Taicon,TA-S2018,50 W,Ativo,20 kHz,20 Hz,Line In,NA,NA,NA,Portail,Caixa,2.1,NA,USB,NA,NA,NA,NA,NA,2.4 kg
1911, Caixa De Som Bluetooth Chargemini3+ Barata!!!! ,59,NA,6,4998,10x,6.81,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PRODUTO+CERTOBRASIL,https://produto.mercadolivre.com.br/MLB-1243937206-caixa-de-som-bluetooth-chargemini3-barata-_JM,NA,NA,NA,NA,NA,#1243937206,JBL,Charge Mini 3 +,20 W,Ativo/Passivo,20 kHz,65 Hz,NA,NA,NA,Woofer,De piso,Caixa,4.1,2,NA,80 dB,NA,NA,NA,NA,400 g
1912, Kit 6 Mini Caixa De Som Bluetooth Usb Sd Fm Atacado/revenda ,99,NA,6,94,12x,9.56,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,1,1,https://perfil.mercadolivre.com.br/MALI4267724,https://produto.mercadolivre.com.br/MLB-1197518064-kit-6-mini-caixa-de-som-bluetooth-usb-sd-fm-atacadorevenda-_JM,0,0,0,0,1,#1197518064,Speaker,WS 887,5 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,NA,70 mm,70 mm,70 mm,NA,NA
1913, Caixa De Som Amplificada 250w Pb 500 Bt Preta Frahm Portátil ,599,NA,NA,6,12x,50.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RW-CAR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=h69tsugdOmpQ%2FiDGtggSLKeUTo%2BiWbC8nRsUt0rhuJxW5GzyFxzsP7JwlTT3qdPDzwYxSfjSgP2So2ox%2Fh8guupIl3mASTqtvfOX2ppHaKsWj7%2Fb1OikM5MwrDixidjG75F67ox%2BXJ7n730fJgSgDXntgyVymwwWRHYklqBw7BWXnlT%2BCxEnhTUcz%2FUBqN%2Fs7qhZ%2B%2FqFpgLvBgu4hBpkazV3BLKZXMiy5LFeFgErsTHNldLAdsU1iqrFqHmuW6I%2BEMUjRWvXY5OAM%2FOhPrUJMRJzd9y506s6K%2BaGSrz1zboUJRkb%2B156ZP%2B4U0dBD7z7QrRi2etOiWmf5%2BHYKP59sAxqqpT70zIcr%2BitZv%2FdMVLs8G6M9Rf6AJhQezvlEzr0qWoEmq6RpfE2KdtlDdv4VSTF4q5OACOefoU4CUXf2UI2G2wnEVGDzfgCB9LNIolPG6%2BUxb8tjlV25jwS6%2BWLeX95JY%2BFVKbqCykTCmCjiSUYcQkoaVjp0s5%2B03PFZdx7LP7UUfwAtFSHWBJptGmUwJB%2FG9pIlU7WKL6OUaQJXtp5DYpERLk1MBVWAxk5BIe7kZ9gpu%2B8tdgFQjO1bcB7MKD1ToxJrU3IZ06AxcXq1fKYvr2hjPRcyRA7IHsawDGApAQNI2%2Fnv129wvFURyLdhHOut0Z8Srr2s6BQpQ%2FPne2eutX%2Bh1kEI0hx92eo0jmiSSLUZ%2FRHUaT%2Bwc5BB41yQtbRPha5%2FaSfEFD6jW71r%2Buu4BKp%2B1kdvLgd5i8ca1U99PJTyIZU579Rgs5Oh7WCwFkv96mTX%2FLxI9S735N1BONeel2esptc6cRTXQmkpN1fnRZYkZNezkPh2F71%2Bq6tttRxKvGrOh%2FhAFCdxJhdSvKkgnJ4G4dAgboFEx18LMQng743nyZsYw48CjZKZfvo%2BSzTK3pClKelusZDkeTnHlLkpCWgrdWAvPZe2aspYFUKF%2BVEgP8zWpuVtvoqB2wue1krQECIjcxBuT30H2aaaBBSLr1vDNwg3hehdflbS3DFN3c75NIZuR04843ux2ZlYZi%2Fbbs0A1fPrn7kP2IHelNv8AjCKUw7lT4f8nRT1aEb5FAcxDWEts4vqte0dfaDb1UiUDlGwlEMI5q%2BSyTCu6Lm%2FhsIqzTEourQCCgV9HhUdlDneNd2%2BNl%2Bub2m7%2FN7aPoIak4VFevyQqSCJ%2F9Eg1wxyOhdKD%2BvT3jpG3gR4xAgtVOenzwSr8SYHpuJUQdJAzYXL6w6cRqGikFbiEFfSnIQ%2FzBw1k9qB76JiMzCfO4hlufVR0nDE23LOUSHNypw0Er97GOhjf0Y30dBBhT3EuXioAchoHCw0tsDc1Q7Qrg5aqo%2Bm%2BPSsLGAeSNf%2BgSfR5lEXDA8V1thEseqhvbVCMht%2B3WF9aCu8eOJE5fabvbuzN8XhL3c1A%2BNS6suO7XxfKcBT6%2Fs7UblhI4n5pJFgPm9zl4paAB%2FmdUzSRr9tpWmuwHM7e7Fni75EkcirsMLwAISG05C28SHfg6UkMXEOqd8Q5TMqUlKqsu9DVBvdfWG1SadVhs8zzUrvaaDv%2FZCnkKpweQEzliXsVRxoItKjtxCUaDnIEYLNyQ2HqLCX28DT4CkggeUFOg2ZReCwE285hYhl%2FN1kIJcwnxxPKhQazD5ZT1OLpI37sODenWjg170e4omXRtZqe4AIe9Xacotr5PtjgiyK6%2F64GH7L18m1a5JXTi71Uz8LLmboBVzcWNwuP2pkMS2ZYQ61PQoHp9Ybu2rE4e7E%2BkpdGH6pB2mln6hZTunjkwt6ucFhU0Fk6vGbdb3LqWz3yDRLG%2BsMoiIKjdXxoubZ9YIiU7VbdESZ6FwGeXRECydv447opXwdsahr%2FJF9LNvyrCxdqMO3sGFTq6ZroO7Y4FtMDAAhP6bORHTUs7GBf8I4iL0pwjNr6qQd6Ew,NA,NA,NA,NA,NA,#1215393114,Frahm,PB500 ROLLER,250 W,Tweeter,NA,NA,NA,NA,NA,Tweeter,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,6 kg
1914, Caixa De Som Bluetooth Pet Mini Portátil Animais 3w ,43,NA,16,14,6x,8.14,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/FIRMINO2015,https://produto.mercadolivre.com.br/MLB-1213220321-caixa-de-som-bluetooth-pet-mini-portatil-animais-3w-_JM,1,0,0,0,0,#1213220321,Ánimal,BM6D,3 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5 g
1915, Caixa Som Bluetooth Caixinha Prova Agua Banheiro - Kit 40 Un ,609,NA,2,957,12x,50.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELLECTRO.COM.BR,https://produto.mercadolivre.com.br/MLB-1234630488-caixa-som-bluetooth-caixinha-prova-agua-banheiro-kit-40-un-_JM,NA,NA,NA,NA,NA,#1234630488,CYC,BTS-06,5 W,"Ativo, USB, Card",NA,NA,NA,NA,NA,Mini tweeter,NA,Caixa,2.1,NA,NA,80 dB,NA,NA,NA,NA,NA
1916, Caixa De Som Portátil Bluetooth Taramps - Bt10 Speaker ,90,NA,8,1,12x,8.60,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,52,https://perfil.mercadolivre.com.br/PRATIC-SOM,https://produto.mercadolivre.com.br/MLB-959957403-caixa-de-som-portatil-bluetooth-taramps-bt10-speaker-_JM,44,7,1,0,0,#959957403,Taramps,BT 10,3 W,Ativo,NA,NA,NA,NA, ,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,Cinza,NA
1917, Twitter Xtreme Jbl ,75,NA,23,1,12x,7.17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELETROTEC_ELETRONICA,https://produto.mercadolivre.com.br/MLB-1153994187-twitter-xtreme-jbl-_JM,NA,NA,NA,NA,NA,#1153994187,JBL,Xtreme,40 W,Passivo,20 kHz,70 Hz,NA,NA,NA,NA,NA,NA,NA,1,NA,80 dB,NA,NA,NA,NA,NA
1918, Conector De Carga Jbl 3 Charge 05 Pecas ,24,NA,8,2,4x,6.62,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2375,https://perfil.mercadolivre.com.br/EDUBHTE1,https://produto.mercadolivre.com.br/MLB-1182313142-conector-de-carga-jbl-3-charge-05-pecas-_JM,1763,335,136,53,88,#1182313142,JBL,USB,20 W,Ativo,20 Hz,65 Hz,NA,NA,NA,NA,NA,Caixa,NA,2,NA,80 dB,NA,NA,NA,NA,NA
1919, Multi Connect Mondial Thunder Street Mco-08 ,329,NA,1,38,12x,27.49,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/MONDIAL+ELETRODOM%C3%89STICOS?brandId=1671,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=WFqWGzscoFYokFlzTs3vapxZreSpAf%2BmVrcyigvZm7pJmafaWK3oeMhIycP4wKR6zeqKGjx40%2Fmjw2xvWhANnr9UPJNAwQXZV8gReRxHswdJSvEvoNCkkZP58RzJgTHS1ypgIbobiAYJwj%2F0KTUfJyYomvlwL1dsWIi9ukk63jxKmBBgcSIPOdBXYza8esy4MB%2B7FMzMBvxYx%2F6Urp03GLx0ajAKVApwWKdxysF0XwkwyzP63tzODU3Ov6XWchrya6pteGR9QmLok19QCmHmJLkuXObhl8%2FwwkQmfT0Lp7natqNsxPH0dy7sCmiKrcW7J5ZX0UxOeGJ8Vuyu1ndlaWAHnZbbp7gzpuyZciyQ4vxRUIJ4QqMcet7pXsOb1L524yVh0Oaznhii61oEMmvVtaxR5x1xuuYOxQrihw%2B04QLCuQwmC1GHP1uEyhSw6sTIjSAF2WpS1J2DXz4rHh2ZDrKFNikxGPkoONQpgcP37XsOrqvTWVeaxq3XGlLmYuESAPI4Q1Fu6Rka8T%2FeBUQxMnmIiw832B18CCSLNmXvjukuJt0HMlL3CPSHkHmjH8HQ%2FRa9xxlG8wZFyf4ZEMDTM5nST7y5t%2BAdvLcqZ4rbtbW6f86CsINaM%2FPZoSMrdc8LHrZQF9NJCozcnXkm9ne1VDkpVUcMrU0daZzkyaaH38YINnRbACy%2BHqcNZ9lNfzSzHXwzmeQau0Rv8ZCZco3fRDka92R6xYNx%2Fc6YHNZNIqxy4w5NIJuQBhZ0AIBX2bCabYI9v4F6WIkyi19%2B6ZWNUf4G6FTHoKNJzu8JN1776uoyg%2FtQUfVdcjcNKDgvnfGxwZt7L8pCRi7HovuUng9tvw43zRNTtACfIMqmtUb%2FiQoA2%2FeGtW66IUu1TNzdc%2FcLIiaMnUfv%2BM2ADq68pPRSA0CYAkOzvvaw98xZ0YNAZTnVKK%2BGI5zKdjvx%2BP6LSlX2KI4CAswI8IEphH%2Bzr7TPEvyo4C791q0i7Cv8B4nPuSiCeHDszc33Ik8oOS1bhWs%2FSekjYm4fB9fCIXTBZSySY%2B%2BXkaylqCHBxzstwdq0ohFBEvb4nAIiWv%2BNsneRRRqU1cGRjCvxx38HmvVLA498l92nhJMS%2FlzsBZn2U3IOMy7THMiIbdvV%2FXuGMSojQeap%2BaYGS50dtTLnn3mvLjNc9mdRMZLtQIQ4PBA9FlmhIdfJlddeP%2BrXoyiw8fv5qs02YQt3Wh6YzPXRCi4hxWfQQxEFORl0eo5CwtqAZGoOIMw8Dj7bkMjTWOd4lHebo03go9nlZ0%2FXMF6%2BlrZGaw3JzFHRvUXPnh0HAmYgglDPWLnI1QDq5AKE6lXYorvyK4mw60sXtzZUcG9z%2BN7BSJfUjktTDsAamQatSRB2v9%2Fr118DmydBiJS%2BHRYurrkVZDl%2F5EQbOfLz8nWbNfh8fqNUwsGBz0IP9q%2FkiOSkjHIjmCeMidLQYXrcSQehQICRWr8P4eF67%2B%2BynDRZwsL78FhyO3ykPpW0uaCouWdAQ0FoND7w91zivn2oo98Y4cN9wcGs1s3OIXsWtDsrt8O2Om56b%2BJxpMUqqULi7gEo9iFhYnVntLYRgr1OlLvmeU8DgoAUdvpHp8qp2Nmrug%2FZoyLjO5xib2T6dsoQDQ8xzZGfmBO%2Bv7P6w6qCVouoVdxdvTn9yT30MuPIp6vU%2FyegRrfK697pPG%2BdD%2FOrYpAnE30OAHnTIX%2BQ%2Bq1kWSHE%2BQyoM9s20IkLIQ8o7wB1FOnpZTDxR%2FOZTBGEUZAR4gX%2FheQHfp6DzOEbCfYcyUFJbqDADqEojZFyZtdyiDQ4gseC76F237KJmB7VmzNTWRvOxBsHlBdDOKj9ZqwIc3S3qyeBQHb3lsdE87cs0cxKTQD7ef6eQDChXXmwAdN5qyNV6ZlUciO%2BPw%3D%3D,NA,NA,NA,NA,NA,#1130449249,Mondial,MCO-08,100 W,Mini tweeter,NA,NA,Multi Connect,NA,NA,Woofer,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA
1920, Caixa De Som Bluetooth Portátil Pbs16bt Extreme Philco ,367,NA,2,1,12x,30.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PRO4CE+MUNDOON,https://produto.mercadolivre.com.br/MLB-1107808994-caixa-de-som-bluetooth-portatil-pbs16bt-extreme-philco-_JM,NA,NA,NA,NA,NA,#1107808994,Philco,PBS16BT Extreme,20 W,portátil,NA,NA,NA,NA,NA,portátil,Diversos,Caixa,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA
