search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Peso,Linha,Modelo alfanumérico,Voltagem,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Resposta máxima em frequência,Resposta mínima em frequência,Cor
1571, Caixa De Som Bluetooth E Lâmpada Multi Led Wj-l2 C/ Controle ,37,NA,"
			
				Novo
			
			
				
					 - 
				
				49
				vendidos
			
		",(51 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 633
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-862357194-caixa-de-som-bluetooth-e-lmpada-multi-led-wj-l2-c-controle-_JM,NA,NA,NA,NA,NA,#862357194,Yes,Lâmpada Led Musical WJ-L2,12 W,NA,Ativa,NA,NA,NA,1,286 g,Caixa de Som em Formato de Lampada,WJ-L2,Bivolt (100-240v/50Hz-60Hz),NA,NA,NA,NA,NA,15 kHz,135 Hz,NA
1572, Caixa De Som Mini Xtreme Bluetooth Pendrive Auxiliar Sd Fm ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(14 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1000
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1783,https://perfil.mercadolivre.com.br/RUIZCAIO25,https://produto.mercadolivre.com.br/MLB-1251307043-caixa-de-som-mini-xtreme-bluetooth-pendrive-auxiliar-sd-fm-_JM,1156,303,165,65,94,#1251307043,JBL,Xtreme mini,30 W,Tweeter,Tweeter,portatil,Torre,2.1,1,780 g,NA,NA,NA,USB,80 dB,NA,NA,NA,20 kHz,70 Hz,NA
1573, Caixa De Som Bluetooth Jbl 60w - Jblboomboxblk ,1666,NA,"
			
			
				
				1
				vendido
			
		",(617 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 15927
		
		 sem juros
		
	

	
		",27,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1028962679-caixa-de-som-bluetooth-jbl-60w-jblboomboxblk-_JM,NA,NA,NA,NA,NA,#1028962679,JBL,JBLBOOMBOXBLK,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,Auxiliar,80 dB,260 mm,180 mm,460 mm,NA,NA,Preto
1574, Caixa De Som Ativa Af 8 Bluetooth Usb Fm Datrel Frete Gratis ,509,NA,"
			
				Novo
			
			
				
					 - 
				
				18
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4250
		
		 sem juros
		
	

	
		",50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,164,https://perfil.mercadolivre.com.br/BETEL+ELETR%C3%94NICA,https://produto.mercadolivre.com.br/MLB-1140879021-caixa-de-som-ativa-af-8-bluetooth-usb-fm-datrel-frete-gratis-_JM,113,39,8,3,1,#1140879021,Datrel,AT 8.100 bluetooth,100 W,NA,Ativo,NA,Caixa,NA,1,9 kg,NA,NA,NA,RCA,NA,29 cm,28 cm,40 cm,20 kHz,20 Hz,NA
1575, Caixa De Som Extreme Grande Com Bluetooth 40w Somente Azul ,210,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1750
		
		 sem juros
		
	

	
		",50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1783,https://perfil.mercadolivre.com.br/LULI2114478,https://produto.mercadolivre.com.br/MLB-1234449102-caixa-de-som-extreme-grande-com-bluetooth-40w-somente-azul-_JM,1156,303,165,65,94,#1234449102,JBL,Xtreme,40 W,NA,Passivo,NA,NA,NA,2,NA,NA,NA,NA,USB,80 dB,NA,NA,NA,20 kHz,70 Hz,NA
1576, Google Home Assistente Pessoal Caixa De Som Novo De Vitrine ,419,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(22 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3499
		
		 sem juros
		
	

	
		",99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/EMANX+TELECOM,https://produto.mercadolivre.com.br/MLB-1151875734-google-home-assistente-pessoal-caixa-de-som-novo-de-vitrine-_JM,NA,NA,NA,NA,NA,#1151875734,Google,Google Home,7 W,Caixa,Ativo/Passivo,Casa,Caixa,5.1,NA,1100 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1577, Caixa Som Estéreo Sem Fio Sardine F1 Bluetooth Pc Celular ,139,NA,"
			
				Novo
			
			
				
					 - 
				
				11
				vendidos
			
		",(989 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1338
		
		 sem juros
		
	

	
		",38,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,1,https://perfil.mercadolivre.com.br/CHALLENGE+TEC.,https://produto.mercadolivre.com.br/MLB-1115891302-caixa-som-estereo-sem-fio-sardine-f1-bluetooth-pc-celular-_JM,NA,NA,NA,NA,NA,#1115891302,Sardine,F-1,3 W,NA,Ativo,NA,Caixa,NA,1,NA,Caixa de som,NA,USB,NA,NA,NA,NA,NA,NA,NA,NA
1578, Par Alto Falante Jbl Charge 3 (gg) Original C/ Nfe ,269,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2249
		
		 sem juros
		
	

	
		",49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2330,https://perfil.mercadolivre.com.br/BSTECNLOGIA,https://produto.mercadolivre.com.br/MLB-1255773170-par-alto-falante-jbl-charge-3-gg-original-c-nfe-_JM,1735,329,133,52,81,#1255773170,JBL,Charge 3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,65 Hz,NA
1579, Caixa Som Amplificada Barata Bluetooth Microfone Usb Fm ,319,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3057
		
		 sem juros
		
	

	
		",57,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TUTTIMIXCOMERCIO,https://produto.mercadolivre.com.br/MLB-817068838-caixa-som-amplificada-barata-bluetooth-microfone-usb-fm-_JM,NA,NA,NA,NA,NA,#817068838,CMiK,MK-B27,NA,NA,NA,NA,NA,NA,NA,2400 kg,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
1580, Caixa Som Bluetooth Canhão Portátil Bass Mp3 Usb Fm Led D-p3 ,175,NA,"
			
				Novo
			
			
				
					 - 
				
				55
				vendidos
			
		",(9973 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1466
		
		 sem juros
		
	

	
		",66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,4,https://perfil.mercadolivre.com.br/WR+DISTRIBUIDORA.ELETR%C3%94NICOS,https://produto.mercadolivre.com.br/MLB-1076367137-caixa-som-bluetooth-canho-portatil-bass-mp3-usb-fm-led-d-p3-_JM,3,1,0,0,0,#1076367137,Grasep,D-P3,25 W,NA,Ativo,NA,Caixa,1,NA,2.4 kg,NA,NA,100V/220V (Bivolt),USB,NA,NA,NA,NA,NA,NA,NA
1581, Caixa De Som Amplificada Bluetooth Multiuso Century 12¨90 W ,639,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		","
		
			Último disponível!
		
	","
	
		
			
		
		12x 
		
			
				R$ 5325
		
		 sem juros
		
	

	
		",25,NA,Chegará grátis hoje,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/HDM+ATACADO,https://produto.mercadolivre.com.br/MLB-1230972285-caixa-de-som-amplificada-bluetooth-multiuso-century-1290-w-_JM,NA,NA,NA,NA,NA,#1230972285,Century,BW-1290,90 W,grande,Tweeter,GERAL,Caixa,5.1,NA,12.8 kg,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
1582, Jbl Charge 4 Original Com Nota Lançamento 2019 Cinza Sem Jur ,899,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7492
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,85,https://perfil.mercadolivre.com.br/VANEIMPORTS,https://produto.mercadolivre.com.br/MLB-1168540271-jbl-charge-4-original-com-nota-lancamento-2019-cinza-sem-jur-_JM,58,11,9,1,6,#1168540271,JBL,Charge 4,40 W,NA,Ativo,NA,NA,NA,NA,2.13 lb,charge,NA,NA,NA,NA,"8.66 ""","3.74 ""","3.66 """,NA,NA,NA
1583, Mini Caixa Caixinha Som Ye's Qs312 Portatil Bluetooth Mp3 ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(52 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 666
		
		 sem juros
		
	

	
		",66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-962656163-mini-caixa-caixinha-som-yes-qs312-portatil-bluetooth-mp3-_JM,NA,NA,NA,NA,NA,#962656163,Yes,QS-312,8 W,NA,NA,NA,NA,NA,1,0.622 kg,Mobile Multimedia Speaker,QS-312,NA,Auxiliar,NA,NA,NA,NA,108 MHz,87.5 MHz,NA
1584, Sistema De Som Caixa 1000w Bluetooth 2.1 Mp3 Fm Micro System ,254,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2125
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,57,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-1243707987-sistema-de-som-caixa-1000w-bluetooth-21-mp3-fm-micro-system-_JM,38,6,7,3,3,#1243707987,XTrad,XDG-13,20 W,NA,Subwoofer,NA,Caixa,2.1,3,4200 kg,Sistema de som 2.1,NA,NA,Auxiliar P2. RCA. Bluetooth. FM. Micro SD. USB,78 dB,NA,NA,NA,150 Hz,NA,Preto
1585, Cx Som Xtreme Mini Bluetooth Pote Portátil 40w Frete Grá ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1147
		
		 sem juros
		
	

	
		",47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1783,https://perfil.mercadolivre.com.br/MARTAELIASGONSALVES,https://produto.mercadolivre.com.br/MLB-1261632330-cx-som-xtreme-mini-bluetooth-pote-portatil-40w-frete-gra-_JM,1156,303,165,65,94,#1261632330,JBL,Xtreme Mini,40 W,Woofer,Ativo/Passivo,De piso,Caixa,2.1,1,780 g,NA,NA,NA,USB,80 dB,NA,NA,NA,20 kHz,70 Hz,NA
1586, Caixinha Som Bluetooth Caixa Moderna 2.1 Amplificada Kp-6022 ,134,NA,"
			
				Novo
			
			
				
					 - 
				
				17
				vendidos
			
		",(994 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1289
		
		 sem juros
		
	

	
		",89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAKEFUN,https://produto.mercadolivre.com.br/MLB-1005650513-caixinha-som-bluetooth-caixa-moderna-21-amplificada-kp-6022-_JM,NA,NA,NA,NA,NA,#1005650513,Knup,Kp-6022,16 W,Woofer + Satélites,NA,NA,Caixa,2.1,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
1587, Caixa De Som Portátil Yy 02 Mp3 Entrada Usb Pen Drive Rádio ,37,NA,"
			
				Novo
			
			
				
					 - 
				
				1629
				vendidos
			
		",(21 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 685
		
		 sem juros
		
	

	
		",85,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,37,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-701494629-caixa-de-som-portatil-yy-02-mp3-entrada-usb-pen-drive-radio-_JM,12,14,5,3,3,#701494629,Yes,MS-312BT,NA,NA,Ativo,NA,NA,NA,1,NA,Reader Speaker,MS-312BT,(Bivolt),Auxiliar,NA,NA,NA,NA,108 MHz,87.5 MHz,NA
1588, Caixa De Som Portátil Com Ventosa -bluetooth À Prova D´água ,55,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 550
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/KELLY+GLORIA,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=utd6m9FpxVQ25yTcbswmaYMCrSphF%2FQVckWNhWPf%2Bwfj8LY3iK7P0yA0eSZA6p8UHgmtkttGcj1SWE3Y7yLIPmJalvtJRXUTMyqY28xqHjgd6q%2BDbbG6FnId4SOjcssoDQRo5NfeutiVjG%2B1HbGJLyb6KV29rmVAjd2pBGJod9nt%2BRo%2B8SfH%2F2ZB0WUJ983xQN0e7HlA6B0lQtTW65FJAhKLrMtJqWmSONuyGhepi%2FPtnBjaWmPybqafTzTskQb7WcmWR%2BVo8lqqRdFYNh2Jb5BqNdEATG5SLW99%2BpcCyxYmt3qvyH4dEAHqZBw2ZIyAiPDlLsA9t5DF%2BUyEXPCMZd4Vlrcl4NUT9%2BmFZrwRVXhnFbBqIAT9oiYkvAHGICvprmr%2BzpVm5j43TUJJQBHhuz6u4x3%2FEudFDpOouO%2F9YBVA0RjoFw16NGpgPDS1LKhHbgV9ELZ58vYzQm6l34icSrTm%2BnZmGh94tUk%2F1FtrzqWhvYz4v21TekpbdSVGMgu2nt1%2F9EugHHcUjY2Jo7wmPe7Qfo5VqFrEh5%2FANRY%2Fr91yEPA7TEQaQOFFIAy4wzaEQ8uzh9n%2FkLUPpJhkmz45mYC5zebw61otE1qPCw8yD%2BjRtvhsc3kgYlT0pZVHALitOpKeUVnPFQIhZR%2B4egnE%2BpULsnWKTEzn8C8sfHudXgydOgtWRB4U2SUSfgGeEJj24UP5aCPCpg6%2BTCm13fLgFabqf2em0SwJL7FjCGQ%2FiXZMaQT2exxDh4kJDUPALEEuLpFJOtqXw39VZH%2BRKPxGxO5UmiAhykeYWTIRq%2BTTmD7aqNkYCUzIDNH7VCC4NBC%2BmIQVRWmS1sXpy%2BpW6G%2B8H4Ife0JVw4lkYokTbH4GyDB9Phe7JHvYsXwN1v02BmOItfMT9uUw1oFrGcTxAGTQWte1ixOlWKVobXxuAlYfCMWINUORjMOamgiKs3ifxDFPFyeWfu33jNQWVO4asoPkiLXT5zKtLDF%2FuiH895wRUf4gAxIKEO3INe5IEp%2Fxp%2FSwnlzvViL%2FpKIpvu6YgPhTuTHv%2B8vey6yg0GoOrYxi8hAA7ThXzwhCHD1KA%2F3Qo5Nc%2FKU7KJgnnLTpxeWgW1eWYky3t4U4jDlr3tP%2FyquENYe33MUunrDiWiont8GWS5fGGheq31C1EXzClizSNt2CdU0UJeMXGie8AqTuqQ7v2CvC85Lm%2FLaomi9Lfer24s2aKPqdEFIzYZ1Fv5TIGxJ7nDJEifuM7w7Z21WyLfoyICPUnfD%2F%2FGfExxL42Jb59vAI0zQY60Xj%2Fvgik0wEH24VAugFqyvgHeyVa3sQqoEEyYP7mNzoAuVY%2FOhtoFG1OxR63eYIuO%2BhVymz3mTGk4U3pDLGl22X7JsPk4L4WgX%2BLKFztPRFwuP3E1aslUlpBsUnAPJE%2BYujK5uILFBvzQgns56F5e%2F26vbQL%2B55IGrlzItAaq0VnKp3A%2FbXb9ns%2BzygSQFLPjS8KphnMfz98fVMShwNu8MZDI0Uo4MeTxLR0IcGQeTughY%2Bk9aGyB%2FxP75yoa%2FD7ytueo5L3AdGxCUkkX321REOwkMg4MybCrKyQVFL8%2FIF8ewZv%2FTYCYA9xQkKQuIZLJOB4EIHcY2waHncinS8bfUhLEdrM3JQZvQW8IVRMuU5gzDaCzzCX55mAUK8iPapMZymQO7vvpU4Yf2TtpYN1eWJ5w%3D%3D,NA,NA,NA,NA,NA,#1233776577,Importada,Portátil e à Prova D´água,5 W,speaker,Redondo,"Parede, Banheiro, Piscina, Casa, Quintal, Festa, Praia, Quarto, Cozinha",Redondo,"NA",NA,133 g,NA,NA,NA,USB,80 dB,NA,NA,NA,NA,NA,NA
1589, Combo 2 Google Home Mini Caixa De Som Speaker Wi-fi Vitrine ,320,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(11 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2667
		
		 sem juros
		
	

	
		",67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/EMANX+ELETRO,https://produto.mercadolivre.com.br/MLB-1221365019-combo-2-google-home-mini-caixa-de-som-speaker-wi-fi-vitrine-_JM,NA,NA,NA,NA,NA,#1221365019,Google,Google Home Mini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1590, Kit C 6 Caixinha De Som Portatil Speaker Chuveiro Box Bts-06 ,130,NA,"
			
				Novo
			
			
				
					 - 
				
				35
				vendidos
			
		",(31 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1242
		
		 sem juros
		
	

	
		",42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,1,https://perfil.mercadolivre.com.br/ELITE+SHOP,https://produto.mercadolivre.com.br/MLB-939167185-kit-c-6-caixinha-de-som-portatil-speaker-chuveiro-box-bts-06-_JM,NA,NA,NA,NA,NA,#939167185,BTS,SPEAKER 06,2 W,NA,NA,NA,Caixa,2.1,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA,NA
1591, Jbl Pulse 3 Caixa De Som Bluetooth 12x Original Lacrada Nfe ,649,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5408
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,168,https://perfil.mercadolivre.com.br/MW-DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1205252839-jbl-pulse-3-caixa-de-som-bluetooth-12x-original-lacrada-nfe-_JM,126,25,7,3,7,#1205252839,JBL,Pulse 3,20 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA,NA
1592, 20 Pçs Caixinha De Som Portatil Bluetooth Prova De Aguá ,319,NA,"
			
				Novo
			
			
				
					 - 
				
				21
				vendidos
			
		",(90 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3058
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NATAL+SHOW,https://produto.mercadolivre.com.br/MLB-878317199-20-pcs-caixinha-de-som-portatil-bluetooth-prova-de-agua-_JM,NA,NA,NA,NA,NA,#878317199,Importado,som bluethot a prova d'agua,3 W,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1593, Caixa De Som Bluetooth Mini Xtreme 40w Potente Portatil Alça ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1008
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1783,https://perfil.mercadolivre.com.br/LOJAOLHOUCOMPROUMODAEELETRONIC,https://produto.mercadolivre.com.br/MLB-1254951369-caixa-de-som-bluetooth-mini-xtreme-40w-potente-portatil-alca-_JM,1156,303,165,65,94,#1254951369,JBL,mini xtreme,40 W,Subwoofer,"Subwoofer, mini","portatil, com alça",mini sub,5.1,2,800 g,NA,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,70 Hz,NA
1594, Mini Caixinha Som Q3 Portátil Bluetooth Mp3 Fm Envio Rápido ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(499 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 666
		
		 sem juros
		
	

	
		",66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CALLOU_VENDAS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=ul0lA07p7JgboPxsK1aqGduGE9F7RSTlq4cpxv2PN9YA6FXq0hbff4RtsApHzsWV6M20zW7U6Q5vaEGEFmIp68RgNbuROBcQoPCzn5A4yOLoemPT%2Bt4wXJB%2BteDD3b%2FGGyJ91vKiZS5euczZ944%2BRRUCUk1tTy8U2LlDZUhCfyYSSNKLBEBOEJbrqXVv0cnh4kqLvYVAJzquBQQQ070%2BQY3PGBQgaFDg0qC8FRiMTQ%2B0S4JHR%2FKgZ10DNTNP01rDo%2Fn4rxXU1cKaO6vGz7GWS0bKQzj0C1SDTBSsC7IROT9UZTNZhh2aj7d0%2FbVJo2oRtGuzxy8eX2HUz%2FdJr7ogPQywGqhas2XiOxcoeJmhyf9Rt2Qex9TihGTWN37PUfqrD8FmEmw3gJL9D6T2MlyPV5WHuO673SftDbqxjrQWwGpjEWwR%2BN%2B6iAn20vAkhdQmqx%2Bl1VULQoBm7kRSouPUClLy7sZKjzvXl%2BCt3R%2FdFQ1E%2B9s1GkUDuOczuj96eB2TF7WmmIqhGZZH9G0E0X7XA%2FH5PsWtVFugU19j5UJA3W7kWzQaiXU90FmNHdgaSGRkHIRgvVEwlaJjSkHZldx1T64qRKVkics%2FYUIRhAgscrfjpDfTxzydX%2FRy8z0R6cDcUHpdWXJQCsmQTwVI0gZgVXfDRkgMMEkNLaZVL8x5iKl5V5YViMNCdQBEDuX43SOKWwaWYN6MnJ8jzPJMVZfWkJLUaUfgElo6hQ5vlhwapE%2F%2BwRbLdGwyYFMlPPsHePkkjllpdpb8%2F4z5actlZCCGshk0zpSYr1fZnLfNGoTtLffPGIuPwqsN1QExdg94fV8xC2Sh5bBkgYXWHtVOwYhTX3niXWw2%2FGKuMCEsSfDg7QtRtF9LWdaTOa4x09ACU5Jeuma7umYD2gb2M1YZUjWU74OLblW6nFs%2FmNeqlSt2dxPhGSF4%2BtuFM0Ev8dh%2B0%2FPckKDy6bmFrZHxbwhJ%2FH5sddmMrUO%2FO56VKRYjiSn%2FvNAhBjkjCBlsJsn9kI6Nl6hQnpchnRX1YVSnwBE0R%2FQkweqGSfOkL1G9R3nWWYaa5aqdo6JDH14UJlIj6uyAjhQB8oLNPJNM1LOLzO7RVXCRWiODa3YStOLnd6X0wOFqB9T%2B0V6qBTDvLB1WZtgzJtP7DzS%2F8G4uXCw%2FRDJLjpQNURSNOTCfuNWNqKqq9W7P1BYV7s6cMM%2BFpf%2B8HUDeTpUtL9R85tqkz9lxEmJhS7MetceyNzOmMvjA7nfgh5Qcg%2F3ihlT8NGjzeGqiE%2FQwQYJda6DseqS1a%2F%2FQd%2FNBstdnq98%2BmpCiatjL6rPU60z28x784IsWbqFVh2ONE9gwh%2BDy%2FbVArxh2rLqId6yxC5E4vjJ6GIAXkDBdggz85Hz5rOFXDkM1UL%2FsI0IMRtxIG5L8I79w5eXJvjV%2FGlNK5tvRu9Aj5RUm1deiwwv6mGDHt1oUkmXt8M6Hn5aVn33Z4gGd%2BkC0rJvEvcqvGYRwUJEKkQBHg%2FxdBzhbz02Cr%2BMvspWg8chHUrU8fJ0nPu8%2FYfFc4x5pjLaMO7mDWsqg2h%2FQU7oSSQMMIvO921RXj4fOOzybFm3mGPW4KixINKFjjEa6r6hNUmOaLX3%2BdNg5RBw3HRtG%2BN6OVGQXPBYYbH04r6XvP%2FTxAs1tY92ZofpeJtqo9Z6eX9fLRjKVS4oaobijr8ymeUTX358Hd4hN,NA,NA,NA,NA,NA,#1275548934,Life Company,Q3,NA,Caixa de som,Caixa de som,"Doméstico, Lazer, Churrasco",Caixa,NA,NA,457 g,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
1595, Caixa Caixinha Som Portatil Bluetooth Mp3 Usb Cartao Fm 220b ,94,NA,"
			
				Novo
			
			
				
					 - 
				
				15
				vendidos
			
		",(15 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 785
		
		 sem juros
		
	

	
		",85,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-952629094-caixa-caixinha-som-portatil-bluetooth-mp3-usb-cartao-fm-220b-_JM,NA,NA,NA,NA,NA,#952629094,Goldenultra,MS-220BT / GT-259BT / GT-262BT / D-BH1060,12 W,NA,Ativo,NA,NA,NA,3,NA,Mobile Multimedia Speaker,MS-220BT / GT-259BT / GT-262BT / D-BH1060,110V/220V (Bivolt),Auxiliar,80 dB,NA,NA,NA,NA,NA,NA
1596, Mini Caixa Caixinha Som Portatil Rd-309 Mp3 Fm Sd Usb ,35,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(240 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 600
		
		 sem juros
		
	

	
		",00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-925182687-mini-caixa-caixinha-som-portatil-rd-309-mp3-fm-sd-usb-_JM,NA,NA,NA,NA,NA,#925182687,Golden,MS-246BT,8 W,Redondo,Papel,Portátil,Redondo,Automático,1,NA,Reader Speaker,Caixa De Som Portátil Bluetooth Amplificada,(Bivolt),USB,80 dB,NA,NA,NA,108 MHz,87.5 MHz,NA
1597, Caixa Soundlink Bose Micro Com Bluetooth Prova D'agua Bivolt ,669,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(100 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5575
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,12,https://perfil.mercadolivre.com.br/MLVENDAJA,https://produto.mercadolivre.com.br/MLB-993755877-caixa-soundlink-bose-micro-com-bluetooth-prova-dagua-bivolt-_JM,7,1,2,1,1,#993755877,Bose,Micro,NA,NA,MEDIO GRAVE,PORTATIL,Caixa,1.0,NA,10.24 oz,SoundLink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
