search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca da Capa,Marca de Celular,Modelo de Celular,Modelo da Capa,Tipo de capa,Material
1930, Capinha Magnética Case Top Para iPhone 7 E iPhone 8 ,28,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(967 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 580

			 sem juros
			
		
	


	
		",80,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=JOfeipaWd1gMWtmlZIbIjmAwl4Cfj7YHg2HeNIRS6qsNnXopLF%2FEzIw3aKGtIeV197Z22mp2xCCce%2FzI9cmoGm189jIuBgqwd9RHZo72d8%2BO%2BQ%2BdaY4C%2F0%2FDlWoC6t4RiRdzUYk93RUhBd%2Bh2UZfogC6pyf6nfH%2BlYWBWuQ7YZmAANkcf0PxdgARbAyd3aK4hhFuT0Jqn1p0OaC8NZEfk3OH498bVvBO4HQYWh4idLM3XOl2Kas%2F900ux6NY%2FPqNoQk1RUMuDorsrWvunPgQMXdVHBqOnv7riFAm0n1mdrLdDJadLxfpTQ0iXBDCi%2FbRSBTAYwXhmeNgUZY3b4ufoaS1jdlHnuFf%2Bz3Sp%2BCoAO91rFEd9aDS5lPu%2BryGJqiJj1M8WIWtRgyDCjeKfven5EOfVey22jOFwkTPR%2FmBTSqocgwYkEstdVesm9pcycVKJl0rsaIcWt5lWA0v4sDz2hHASnewxUx912ODv%2BlNgx%2FOusqvaa5fgoILFWNJfnETx6Q5Y0xhqOnroOHfgH%2BVZWnUwlaVqElo73nIXpq2VbVyL7XIQXAmbKNx6buqEYtsr6UOETVRPp%2FVYZr81y5RVcNkagSxr4BCZgBf%2B%2F%2FTQSdDKU09SjO3x%2B8uGDOVk9I6dpgJVOe22Vg0ZPlaCTi2y4%2FiFGR2VrbFwROm7PAA9Yt2QrJqEEDs0smpzk1J4qcoSPVGHL%2B6NQKmm8gdqmLEqyruT22ymTmL2XSsy4od%2BJ5I1FZhpKkxsFYDGSGw96AP8Py%2B19%2BXPSJY6m8e7yg%2BEszV8hmzpw73LguPJjpa2xUqS1G4Y8iDAdRkUGaUPtzlb7CWa9AbhwMfW94RuNPMotWNvsQYfoZmySVDGUolhhl0mLsPusfwlBf0Rrtqm3sKJY6gFHHqVepWCNeNEQ5n17Oa3aCS%2Bj%2BuJbL6WX%2B6pH2PC5cmvg%2FmzPSMh88DH6TSGwYL1Opp%2Fj4a3r29Xk7knU64LOsC5rXq0V9Q5%2Bk4lywykt4kFy6PrIq1XU5xjEu5apwligO86B6eNmOEt4FzUuoZ7o6Z1XktPXbNZrYzavGi21wMHsVS81PM6lKclOuiF1njm3VH5OnDh74cOj6uNb45ENGdb5ufo2STAvBKdrWGsTJAgw1BtHDgMyHkLArUnaPOn35DTcbUs8ClsQisRoc2%2FWICrZvcgDHBTkbuvYQcADD5IAGEO4Ge5NUohsrLhUNoRuBPIhP0ELLMrC%2B1MsAH7Tr9WJOI6QNzfCV9OuxYQAbOFpPCZ%2FHrUSRdoW5%2FZYBXMilQyUuMm1pI9HvIwzdowOkrLtMe8e%2FWREqqugx2Tp5n3MiGijVaF1r88Hx%2ForWE9I1toWpzTSaa2xfoa8mPR5uP70ONORG9sOexpmSZ2LuiUC1aPMrq09p%2FOsz76SKtyiw8dbYBjyTk3a8mRjZx8E78HEEL6lgrOT%2BzwUPZhXivmIBnApR42QAbneWKxu3W1dNKW3BkgvWAE37DGp0R5jrw,NA,NA,NA,NA,NA,#1246926811,Apple,Apple,iphone7 iphone 8,iPhone,Apple Original,Silicone- Aveludada
1931, Capa Capinha P/ Iphone 8 Plus - Flores Desenho 2 ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020461311-capa-capinha-p-iphone-8-plus-flores-desenho-2-_JM,NA,NA,NA,NA,NA,#1020461311,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Silicone
1932, Capinha Anime Naruto Itachi Kakashi - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 596

			 sem juros
			
		
	


	
		",96,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021252773-capinha-anime-naruto-itachi-kakashi-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021252773,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
1933, Capinha Anime Naruto Akatsuki - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 596

			 sem juros
			
		
	


	
		",96,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021253006-capinha-anime-naruto-akatsuki-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021253006,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
1934, Capinha Serie Supernatural Dean Sam - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 596

			 sem juros
			
		
	


	
		",96,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021406229-capinha-serie-supernatural-dean-sam-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021406229,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
1935, Capinha Serie Black Mirror - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 596

			 sem juros
			
		
	


	
		",96,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021408357-capinha-serie-black-mirror-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021408357,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
1936, Capinha Magnetica Para iPhone 6 7 8 7 Plus 8 Plus X Xs Max ,28,NA,"
			
				Novo
			
			
				
					 - 
				
				19
				vendidos
			
		",(932 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 580

			 sem juros
			
		
	


	
		",80,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=qn8UlMBUbFHO4Tya9%2F9I25awNzHE%2FjrnTkU6zjsNZkiDxjga3RPkMG%2BF%2FIys%2FPGF%2FWuB%2FLgx0X2yJu1gbGA1oOnIW8rK7F6R727zKlbbqGYjJjYSXgY5pYsWRBTHgNIMuoxsP9U6tutCcstk96bpavjpAv8E%2FW68UdWSPVYHpAPhH6z7Lw9RIeGGlS%2FC1jj7ALxKrdRBsdSNafsVfnJc3fnExlO%2FgB2rphN7fRP0v%2BIJ6lQyDYcxfLuCJj8FX6bNqq6FdbzrM6Mvw63mHPvnsrlHhtr2AvMt%2Ftd%2BsOKkZ%2B0pHteT1xDgO0avhhfZiTRG2gcwKSl0HJZ9SPUJHtgHGGKTg%2FQfgmY96AZBAlAHvahvHJqXLuF0V35TKfSq0p9HzY2JU2t28BlMiabLV4Myf%2BDq4Mc1SBViSEwaStV4bBq2rGVMxUgtW0ZM4o8l4lPpnMte%2Fxry8P4AQmqXV%2FAIyzfdLt%2Bv4QNFT7EHA5s5fXb3Pp%2F6GSmp7wWeC4DECSCZBXxS5RiEg%2BK2X33S01qv9GJaPrQSgiN%2B572TtCkjYbYG9Gl0mFo51DEL%2FbOHdSehOeAWsahGlHYj4pUIILhtI1IDT8ZdQvqGaNaQgNDw7V4LUHxlWIEQfSPLH5cTTwA2h8Sl34bgL%2FERv05veYrcnjigjPv4GRqdaU3s9FWz3iKQPTkD623yzKkZvIPlmYXyPMBB1yregk%2Fn1%2BcUp%2BXVirPq6r4x2uJBYveunQK%2BZXzKpFnewLH2qQbMfsKICEc2tpJSNlCkvcLAQhoTmB4Lrkev%2Byx1yL4uSRCRuDSYWBNtbARhPLvp2jYut33TB46qmYB6uPLK%2BfjsTmXIgXhT%2FSOUAfOITOM7uKTHSqusU7sM1%2BLSyrqKwqTrhW1rfuBCLr9q2%2FrLa0Em%2BTwqRD0APC5I%2FxQF2DGQKITnqO0%2BCsqNz7%2F%2FFw%2FwB0x9uyAhc2zCR9Xr%2B6brfv97QCez5BUZFyPCBIU2Z9rr4X9BeuuRHG%2BcHDDl352cHrNLi0oPBqa%2BulWyA1mTRL0g13o6QlvTG8AX9L4xhFl%2FEJxe6EfCuwErxBTrHhn2S3G%2FuZoHnUPNZJszGa9JYakmWTSJUMvdcvB4KtrEeE9im8FocyW8s9TSUhAyCVKG21mVW5giXCjT63KjOdGBzoUzYyMsv9SZMK8ONa0PIu4Ca3h9%2FSAdwY30C%2B%2FIuyv5JXT3xQgjLOPnEtxuX3dZstHu6e7TDd4PF2shW8069nb8h%2BSARkeXmzuxtf%2BvbsP%2Fo7HejWCsFXl4240Ws%2FIS%2BF4YHtb6GCn%2FdNvjt%2BBsXs9MKDoZz%2FbrPHPLHk8ZtH%2BAmjvCcHxfdKEPLZ9OYAVR27d21eKK4hmzgHk6a6GBIMHVDDr9%2FtMQfgoOTXQMGMC1RcF8vUIlMlvGUHqMTHNN5eS7IkY%2BGJK3pHjjmGQ%2FBJhA35IZ77iGAvgYPjYUf%2FJ0xzn0wVDByHgOzeCC41%2BbWFHgiYWcGVM543K37XAopk0%3D,NA,NA,NA,NA,NA,#1246923437,Apple,Apple,iphone7 plus  iphone 8 plus,iPhone,Apple Original,Silicone- Aveludada
1937, Capinha Messi Cristiano Ronaldo - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 596

			 sem juros
			
		
	


	
		",96,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1026258986-capinha-messi-cristiano-ronaldo-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1026258986,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
1938, Capa Capinha Case iPhone 8 8s Plus + 200 Modelos Desenhos ,56,NA,"
			
				Novo
			
			
		",(4990 disponíveis),"
	
		
			
		

		10x 
		
			
				R$ 563

			 sem juros
			
		
	


	
		",63,NA,Frete grátis,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MUSTANG.SHOP1,https://produto.mercadolivre.com.br/MLB-1026362480-capa-capinha-case-iphone-8-8s-plus-200-modelos-desenhos-_JM,NA,NA,NA,NA,NA,#1026362480,Mustang,Apple,Iphone,Silicone,Silicone,Silicone
1939, Capa Capinha Case Apple Iphone 7 E 8 Preta Tpu T3at ,21,NA,"
			
				Novo
			
			
		",(2 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 550

			 sem juros
			
		
	


	
		",50,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ALLES-TUTTO,https://produto.mercadolivre.com.br/MLB-1027276496-capa-capinha-case-apple-iphone-7-e-8-preta-tpu-t3at-_JM,NA,NA,NA,NA,NA,#1027276496,Apple,Apple,iphone 7 ou iphone 8,iphone 7 ou iphone 8,capa protetora,TPU
1940, Capa Case Capinha Iphone 8 - Engenharia ,24,NA,"
			
				Novo
			
			
		",(11 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1031691218-capa-case-capinha-iphone-8-engenharia-_JM,NA,NA,NA,NA,NA,#1031691218,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Silicone
1941, Capa Capinha Case iPhone 8 2017 Desenhos Personalizada Temas ,17,NA,"
			
				Novo
			
			
		",(4996 disponíveis),"
	
		
			
		

		3x 
		
			
				R$ 627

			 sem juros
			
		
	


	
		",27,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ADRIANATURCI,https://produto.mercadolivre.com.br/MLB-1034915800-capa-capinha-case-iphone-8-2017-desenhos-personalizada-temas-_JM,NA,NA,NA,NA,NA,#1034915800,Mustang,Apple,Iphone,Silicone,Silicone,Silicone
1942, Capinha Ultra Fina Transparente iPhone 5 5s 6 6s 7 8 Plus ,14,NA,"
			
				Novo
			
			
		",(847 disponíveis),"
	
		
			
		

		3x 
		
			
				R$ 524

			 sem juros
			
		
	


	
		",24,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,4.6,271,https://perfil.mercadolivre.com.br/ADRIANATURCI,https://produto.mercadolivre.com.br/MLB-1043517881-capinha-case-silicone-tpu-iphone-4-4s-5-5se-5c-6-6s-plus-_JM?searchVariation=24398850109,207,40,12,4,8,#1043517881,Apple,Apple,Iphone,Silicone,Bumper,Emborrachada
1943, Capinha Case Silicone Tpu iPhone 4 4s 5 5se 5c 6 6s Plus ,33,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 563

			 sem juros
			
		
	


	
		",63,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1064106030-capinha-homem-formiga-herois-marvel-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1064106030,Capinha 2D Sublimação,Apple,Iphone,Case,2D,TPU/Policarbonato
1944, Capinha Homem Formiga Heróis Marvel - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEFE6665973,https://produto.mercadolivre.com.br/MLB-1079847965-capinha-chibi-arqueiro-verde-demolidor-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1079847965,Capinha 2D Sublimação,Apple,Iphone,Case,2D,TPU/Policarbonato
1945, Capinha Chibi Arqueiro Verde Demolidor - iPhone 8 8 Plus ,18,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		3x 
		
			
				R$ 633

			 sem juros
			
		
	


	
		",33,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ALL_MIX,https://produto.mercadolivre.com.br/MLB-1094453918-capinha-capa-silicone-transparente-iphone-7-8-pelicula-gel-_JM,NA,NA,NA,NA,NA,#1094453918,Silicone,Apple,iPhone 7 e iPhone 8,PROTETORA,Emborrachada,Silicone
1946, Capinha Capa Silicone Transparente iPhone 7 8 Película Gel ,33,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1106977546-capinha-capa-nirvana-metallica-rock-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1106977546,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
1947, Capinha Capa Nirvana Metallica Rock - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1115182265-capinha-capa-tokyo-rio-la-casa-de-papel-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1115182265,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
1948, Capinha Capa Tokyo Rio La Casa De Papel - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1115202385-capinha-the-100-clarke-lexa-octavia-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1115202385,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
1949, Capinha The 100 Clarke Lexa Octavia - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEBR8016912,https://produto.mercadolivre.com.br/MLB-1115283550-capinha-the-100-octavia-skaikru-lincoln-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1115283550,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
1950, Capinha The 100 Octavia Skaikru Lincoln - iPhone 8 8 Plus ,25,NA,"
			
				Novo
			
			
		",(2 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 520

			 sem juros
			
		
	


	
		",20,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TOMTOP+CASES,https://produto.mercadolivre.com.br/MLB-1118728003-capinha-capa-case-iphone-6-6s-7-8-dourada-estrela-brilhante-_JM,NA,NA,NA,NA,NA,#1118728003,Extreme.Deal,Apple,iPhone 7 e iPhone 8,Acrilico,Acrilico,Silicone
1951, Capinha Capa Case iPhone 6 6s 7 8 Dourada Estrela Brilhante ,28,NA,"
			
				Novo
			
			
		",(90 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 580

			 sem juros
			
		
	


	
		",80,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TOMTOP+CASES,https://produto.mercadolivre.com.br/MLB-1118733708-capa-case-capinha-iphone-7-8-mandala-glamurosa-luxuosa-_JM,NA,NA,NA,NA,NA,#1118733708,Extreme.deal,Apple,iPhone 7 ou iPhone 8,Acrilico,Acrilico,Silicone
1952, Capa Case Capinha iPhone 7 8 Mandala Glamurosa Luxuosa ,33,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1128415630-capinha-capa-time-internacional-grmio-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1128415630,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
1953, Capinha Capa Time Internacional Grêmio - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
		",(1 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 624

			 sem juros
			
		
	


	
		",24,Entrega a combinar com o vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/IVANILDOCORREIADASILVA,https://produto.mercadolivre.com.br/MLB-1140859580-capinha-case-super-resistente-iphone-8-anti-impacto-_JM,NA,NA,NA,NA,NA,#1140859580,Npshop,Apple,NA,NA,NA,Silicone
1954, Capinha Case Super Resistente iPhone 8 Anti Impacto ,58,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		10x 
		
			
				R$ 580

			 sem juros
			
		
	


	
		",80,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASESEACESSORIOSIL,https://produto.mercadolivre.com.br/MLB-1175168625-kit-c-2-capinhas-apple-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1175168625,Apple,Apple,Iphone 8 Plus,Silicone,Case,Silicone Aveludada
1955, Kit C/ 2 Capinhas Apple iPhone 8 Plus ,30,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 500

			 sem juros
			
		
	


	
		",00,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASESEACESSORIOSIL,https://produto.mercadolivre.com.br/MLB-1176761576-capinha-case-original-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1176761576,Apple,Apple,Iphone 8 Plus,Silicone,Case,Silicone Aveludada
1956, Capinha Case Original iPhone 8 Plus ,65,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		12x 
		
			
				R$ 549

			 sem juros
			
		
	


	
		",49,NA,Frete grátis,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASESEACESSORIOSIL,https://produto.mercadolivre.com.br/MLB-1176787814-capinha-iphone-8-8-plus-original-apple-aveludada-_JM,NA,NA,NA,NA,NA,#1176787814,Apple,iPhone,iPhone 8 / 8 Plus,Case,silicone,silicone aveludada
1957, Capinha iPhone 8 / 8 Plus - Original Apple Aveludada ,31,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 521

			 sem juros
			
		
	


	
		",21,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASESEACESSORIOSIL,https://produto.mercadolivre.com.br/MLB-1177248359-capinha-para-iphone-8-8-plus-original-aveludada-_JM,NA,NA,NA,NA,NA,#1177248359,Apple,iPhone,iPhone 8 / 8 Plus,Case,silicone,silicone aveludada
1958, Capinha Para iPhone 8 / 8 Plus - Original Aveludada ,59,NA,"
			
				Novo
			
			
		",(1 disponíveis),"
	
		
			
		

		10x 
		
			
				R$ 590

			 sem juros
			
		
	


	
		",90,NA,Frete grátis,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NZRT+SHOP,https://produto.mercadolivre.com.br/MLB-1182760768-capa-capinha-iphone-7-plus-iphone-8-plus-dragon-ball-case-d-_JM,NA,NA,NA,NA,NA,#1182760768,pricases,iPhone,IPHONE 7 Plus 8Plus,IPHONE 7 8 Plus,Personalizada,Silicone
1959, Capa Capinha Iphone 7 Plus Iphone 8 Plus Dragon Ball Case D+ ,39,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 658

			 sem juros
			
		
	


	
		",58,Envio para todo o país,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ACESSORIOSILCASESE,https://produto.mercadolivre.com.br/MLB-1188735900-capinha-iphone-8-plus-rigida-_JM,NA,NA,NA,NA,NA,#1188735900,Apple,Apple,Iphone 8 Plus,Case,Silicone,Silicone Aveludada
1960, Capinha Iphone 8 Plus Rígida ,43,NA,"
			
				Novo
			
			
		",(796 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 725

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ACESSORIOSILCASESE,https://produto.mercadolivre.com.br/MLB-1189231032-capinha-case-apple-iphone-8-plus-e-pelicula-5d-_JM,NA,NA,NA,NA,NA,#1189231032,Apple,Apple,Iphone 8,Case,Silicone,Silicone Aveludada
1961, Capinha Case Apple Iphone 8 Plus E Película 5d ,52,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		

		10x 
		
			
				R$ 525

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ACESSORIOSILCASESE,https://produto.mercadolivre.com.br/MLB-1189331631-capinha-capa-case-iphone-8-plus-pelicula-5d-_JM,NA,NA,NA,NA,NA,#1189331631,Apple,Apple,Iphone 8,Case,Silicone,Silicone Aveludada
1962, Capinha Capa Case Iphone 8 Plus + Película 5d ,15,NA,"
			
				Novo
			
			
		",(99 disponíveis),"
	
		
			
		

		3x 
		
			
				R$ 533

			 sem juros
			
		
	


	
		",33,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASTOLDIC,https://produto.mercadolivre.com.br/MLB-1193762682-capinha-capa-case-silicone-tpu-iphone-8-fume-preta-premium-_JM,NA,NA,NA,NA,NA,#1193762682,Apple,Apple,iPhone 8,Silicone,Silicone,Silicone
1963, Capinha Capa Case Silicone Tpu iPhone 8 Fume Preta Premium ,24,NA,"
			
				Novo
			
			
		",(98 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASTOLDIC,https://produto.mercadolivre.com.br/MLB-1193769503-capinha-capa-case-iphone-8-plus-mandala-brilhante-luxuosa-_JM,NA,NA,NA,NA,NA,#1193769503,Extreme.deal,Apple,iPhone 7 Plus ou iPhone 8 Plus,Acrilico,Acrilico,Silicone
1964, Capinha Capa Case iPhone 8 Plus Mandala Brilhante Luxuosa ,35,NA,"
			
				Novo
			
			
		",(95 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 600

			 sem juros
			
		
	


	
		",00,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASTOLDIC,https://produto.mercadolivre.com.br/MLB-1193770086-capinha-capa-case-silicone-tpu-iphone-7-pepita-de-ouro-gold-_JM,NA,NA,NA,NA,NA,#1193770086,extreme.deal,Apple,iPhone 7 ou iPhone 8,Silicone,Silicone,Silicone
1965, Capinha Capa Case Silicone Tpu iPhone 7 Pepita De Ouro Gold ,62,NA,"
			
				Novo
			
			
		",(1 disponíveis),"
	
		
			
		

		12x 
		
			
				R$ 593

			 sem juros
			
		
	


	
		",93,NA,Frete grátis,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NZRT+SHOP,https://produto.mercadolivre.com.br/MLB-1201153970-capa-iphone-7-plus-iphone-8-plus-proteco-total-capinha-case-_JM,NA,NA,NA,NA,NA,#1201153970,pricases,iPhone,IPHONE 7 Plus 8Plus,IPHONE 7 8 Plus,Personalizada,Silicone
