search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de filtros do alto-falante,Formato do alto-falante,Largura,Profundidade,Altura,Voltagem,Tipos de alto-falante,Lugares de colocação,Configuração de canais,Conectores de entrada,Linha,Quantidade de alto-falantes,Sensibilidade de entrada,Cor,Resposta máxima em frequência,Resposta mínima em frequência,Peso
1784, Caixa Som Charge 3 Mini 3+ Bluetooth Resistente Água 20w ,45,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 851
		
		 sem juros
		
	

	
		",51,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,1,https://perfil.mercadolivre.com.br/MARTAELIASGONSALVES,https://produto.mercadolivre.com.br/MLB-1220704759-caixa-som-charge-3-mini-3-bluetooth-resistente-agua-20w-_JM,NA,NA,NA,NA,NA,#1220704759,JBL,Charge 3 mini,20 W,"Passivo, Ativo",Caixa,NA,NA,NA,NA,Woofer,De piso,2.1,USB,NA,2,NA,NA,20 kHz,20 Hz,NA
1785, Caixa De Som Jbl Charge Mini 3+ Bluetooth Usb Fm Sd Aux ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(18 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 832
		
		 sem juros
		
	

	
		",32,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MALKA_TECHNICIAN,https://produto.mercadolivre.com.br/MLB-1250609606-caixa-de-som-jbl-charge-mini-3-bluetooth-usb-fm-sd-aux-_JM,NA,NA,NA,NA,NA,#1250609606,JBL,Charge Mini 3+,15 W,Mini tweeter,Caixa,NA,NA,NA,NA,Mini tweeter,mesa,5.1,NA,NA,NA,NA,NA,NA,NA,NA
1786, Caixa De Som Multilaser Sp217 Bluetooth Led Amplificada Usb ,349,NA,"
			
				Novo
			
			
				
					 - 
				
				781
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3336
		
		 sem juros
		
	

	
		",36,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,1221,https://perfil.mercadolivre.com.br/ITFORYOU,https://produto.mercadolivre.com.br/MLB-814570551-caixa-de-som-multilaser-sp217-bluetooth-led-amplificada-usb-_JM,922,235,38,7,19,#814570551,Multilaser,SP217,80 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Entrada para Microfone,Audio,NA,NA,NA,NA,NA,NA
1787, Caixa De Som Jbl Xtreme 2 40w Bt ,1299,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(25 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 10825
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1857,https://perfil.mercadolivre.com.br/RCAR+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1185534845-caixa-de-som-jbl-xtreme-2-40w-bt-_JM,1203,318,172,67,97,#1185534845,JBL,Xtreme 2,40 W,Passivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,80 dB,NA,20 kHz,70 Hz,NA
1788, Caixa De Som Portátil Auxiliar P2 Bluetooth Mp3 Potência 8w ,45,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 851
		
		 sem juros
		
	

	
		",51,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/YANGJUNKAI,https://produto.mercadolivre.com.br/MLB-1207305229-caixa-de-som-portatil-auxiliar-p2-bluetooth-mp3-potncia-8w-_JM,NA,NA,NA,NA,NA,#1207305229,Importado,D-BH1081,8 W,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,300 g
1789, Caixa De Som Multilaser 6 Em 1 100w Rms Sp250 - Com Nfe ,239,NA,"
			
				Novo
			
			
				
					 - 
				
				35
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2293
		
		 sem juros
		
	

	
		",93,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,32,https://perfil.mercadolivre.com.br/MERCADOFACILSHOP,https://produto.mercadolivre.com.br/MLB-1075258436-caixa-de-som-multilaser-6-em-1-100w-rms-sp250-com-nfe-_JM,24,3,5,0,0,#1075258436,Multilaser,SP250,100 W,Ativo,Caixa,NA,NA,NA,127/220V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6 kg
1790, Caixa De Som Bluetooth 300w Rms Bivolt Sp220 Multilaser ,869,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 8305
		
		 sem juros
		
	

	
		",05,NA,Entrega a combinar com o vendedor,NA,NA,4.3,29,https://perfil.mercadolivre.com.br/OCEAN+TEC,https://produto.mercadolivre.com.br/MLB-872982265-caixa-de-som-bluetooth-300w-rms-bivolt-sp220-multilaser-_JM,14,13,1,0,1,#872982265,Multilaser,SP220,300 W,Ativo,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1791, Caixa De Som Waterproof C/ Bluetooth E Radio Pulse - Sp245 ,239,NA,"
			
				Novo
			
			
				
					 - 
				
				20
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2000
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,11,https://perfil.mercadolivre.com.br/MGP+IMPORTS,https://produto.mercadolivre.com.br/MLB-793382197-caixa-de-som-waterproof-c-bluetooth-e-radio-pulse-sp245-_JM,7,2,1,0,1,#793382197,JBL,Pulse,15 W,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
1792, Conector De Carga Caixa De Som Jbl 3 Micro Usb 05 Pçs ,25,NA,"
			
				Novo
			
			
				
					 - 
				
				50
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 567
		
		 sem juros
		
	

	
		",67,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.0,1,https://perfil.mercadolivre.com.br/EDUBHTE1,https://produto.mercadolivre.com.br/MLB-1093957537-conector-de-carga-caixa-de-som-jbl-3-micro-usb-05-pcs-_JM,NA,NA,NA,NA,NA,#1093957537,JBL,USB,10 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1793, Caixinha De Som Para Celular Bluetooh Radio Fm 5w Rms Usb Sd ,79,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(161 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 764
		
		 sem juros
		
	

	
		",64,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/I.GO+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1149448287-caixinha-de-som-para-celular-bluetooh-radio-fm-5w-rms-usb-sd-_JM,NA,NA,NA,NA,NA,#1149448287,Wireless Speaker,HF-Q3,5 W,Ativo/Passivo,Caixa,9.5 cm,9.5 cm,10.8 cm,DC5V,Woofer,Mesa,2.1,USB,Portátil,1,NA,NA,NA,NA,480 g
1794, Mini Caixa De Som Speaker Audio Dock Portatil Tablet Celular ,65,NA,"
			
				Novo
			
			
				
					 - 
				
				67
				vendidos
			
		",(66 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 546
		
		 sem juros
		
	

	
		",46,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,1.6,5,https://perfil.mercadolivre.com.br/IMPORTTGOLD,https://produto.mercadolivre.com.br/MLB-884350098-mini-caixa-de-som-speaker-audio-dock-portatil-tablet-celular-_JM,0,0,1,1,3,#884350098,amgagada,800440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 g
1795," Jbl Go 2 3,1 W Caixa De Som Speaker Bluetooth Original ",169,NA,"
			
				Novo
			
			
				
					 - 
				
				34
				vendidos
			
		",(98 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1408
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/RRBBAPPEPEREIRA,https://produto.mercadolivre.com.br/MLB-1120407397-jbl-go-2-31-w-caixa-de-som-speaker-bluetooth-original-_JM,NA,NA,NA,NA,NA,#1120407397,JBL,GO 2,3 W,Passivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,80 dB,NA,20 kHz,180 Hz,NA
1796, Caixa De Som Bluetooth Jbl Clip 2 Preta ,220,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2105
		
		 sem juros
		
	

	
		",05,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,21,https://perfil.mercadolivre.com.br/SQICOMERCIOESERVICOSLTDA,https://produto.mercadolivre.com.br/MLB-1200306221-caixa-de-som-bluetooth-jbl-clip-2-preta-_JM,18,2,0,0,1,#1200306221,JBL,Clip 2,3 W,Ativo,NA,143 mm,94 mm,94 mm,NA,NA,NA,NA,Auxiliar,NA,NA,80 dB,Preto,NA,NA,NA
1797, Caixa Som Bluetooth Xtreme 40w + Carregador Samsung Original ,269,NA,"
			
				Novo
			
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2249
		
		 sem juros
		
	

	
		",49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/COMPRE+F%C3%81CILBR1,https://produto.mercadolivre.com.br/MLB-1165698277-caixa-som-bluetooth-xtreme-40w-carregador-samsung-original-_JM,NA,NA,NA,NA,NA,#1165698277,Xtreme,Xtreme,40 W,Passivo,Circular,NA,NA,NA,NA,NA,NA,4.1,USB,Caixa Portátil,2,80 dB,NA,20 kHz,70 Hz,NA
1798, Caixa Som Port Amplificada Bluetooth 290w Microfone Sem Fio ,539,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(25 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4496
		
		 sem juros
		
	

	
		",96,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,166,https://perfil.mercadolivre.com.br/LHCOMERCIO,https://produto.mercadolivre.com.br/MLB-1205878218-caixa-som-port-amplificada-bluetooth-290w-microfone-sem-fio-_JM,127,27,9,1,2,#1205878218,Amvox/Knup,ACA292 NEW X/KPM0005 PRETO BIVOL,290 W,Ativo,Caixa,NA,NA,NA,110/220V (Bivolt),Subwoofer e Tweeter,De piso,2.1,NA,NA,NA,NA,Preto,NA,NA,8.18 kg
1799, Capa Bolsa Caixa Som Jbl Clip 2 Ou 3 Rígida (somente Case) ,61,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 592
		
		 sem juros
		
	

	
		",92,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIVEIRATHIAGOAUGUSTO,https://produto.mercadolivre.com.br/MLB-1213209825-capa-bolsa-caixa-som-jbl-clip-2-ou-3-rigida-somente-case-_JM,NA,NA,NA,NA,NA,#1213209825,JBL,Clip 2 - Case LTGEM,3 W,case,Caixa,NA,NA,NA,NA,Mini tweeter,NA,NA,NA,NA,1,NA,Preto,NA,NA,NA
1800, Caixa De Som Ecopower Ep-1288 - Bluetooth 15 Polegadas Usb ,1099,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 10504
		
		 sem juros
		
	

	
		",04,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ROMANAIMPORTS,https://produto.mercadolivre.com.br/MLB-1257793127-caixa-de-som-ecopower-ep-1288-bluetooth-15-polegadas-usb-_JM,NA,NA,NA,NA,NA,#1257793127,Ecopower,EP-1288,900 W,Woofer,Caixa,NA,NA,NA,NA,Subwoofer,De piso,todos,NA,NA,NA,NA,NA,NA,NA,NA
1801, Capa Case Jbl Flip 3 Rígida Em Couro Pu Transp De Acessórios ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1000
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,669,https://perfil.mercadolivre.com.br/JKRDEARAUJO,https://produto.mercadolivre.com.br/MLB-889381740-capa-case-jbl-flip-3-rigida-em-couro-pu-transp-de-acessorios-_JM,574,69,12,4,10,#889381740,JBL,Flip 3,16 W,Passivo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 dB,NA,20 kHz,85 Hz,NA
1802, Capa Case Jbl Flip 3 Rígida Em Couro Pu Transp De Acessórios ,229,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(995 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1908
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TUDO+SOUND,https://produto.mercadolivre.com.br/MLB-1084722569-caixa-de-som-bluetooth-com-microfone-portatil-usb-p10-fm-sd-_JM,NA,NA,NA,NA,NA,#1084722569,Grasep,D-BH8101,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5 kg
1803, Caixa De Som Bluetooth Com Microfone Portatil Usb P10 Fm Sd ,455,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3792
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PLANETASMARTCELL,https://produto.mercadolivre.com.br/MLB-1061957814-caixa-de-som-bluetooth-anker-soundcore-boost-20w-ipx5-top-_JM,NA,NA,NA,NA,NA,#1061957814,Anker,SoundCore Boost A3145,20 W,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,SoundCore,NA,NA,NA,NA,NA,300 g
1804, Caixa De Som Bluetooth Anker Soundcore Boost 20w Ipx5 Top ,199,NA,"
			
				Novo
			
			
				
					 - 
				
				10
				vendidos
			
		",(97 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1902
		
		 sem juros
		
	

	
		",02,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASAR%C3%83O+SOM1,https://produto.mercadolivre.com.br/MLB-717896082-caixa-ativa-8-master-voice-bluetooth-bateria-microfone-mv8-_JM,NA,NA,NA,NA,NA,#717896082,Master Voice,NA,NA,NA,NA,NA,NA,NA,NA,Woofer,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA,2.7 kg
1805, Caixa Ativa 8 Master Voice Bluetooth Bateria + Microfone Mv8 ,559,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",1,"
	
		
			
		
		12x 
		
			
				R$ 4666
		
		 sem juros
		
	

	
		",66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1186752620-caixa-bluetooth-mp3-usb-charge-180w-potente-portatil-philco-_JM,NA,NA,NA,NA,NA,#1186752620,Philco,PBS200BT,180 W,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,5.53 kg
1806, Caixa Bluetooth Mp3 Usb Charge 180w Potente Portátil Philco ,74,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(516 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 716
		
		 sem juros
		
	

	
		",16,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJAZAHI,https://produto.mercadolivre.com.br/MLB-1130206099-4-caixinha-de-som-bluetooth-mini-portatil-mp3-fm-microsd-p2-_JM,NA,NA,NA,NA,NA,#1130206099,Mini Speaker,WS-887,5 W,NA,Caixa,NA,NA,NA,5V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1807, Caixa Caixinha De Som Portátil Bluetooth Exbom M33bt Mp3 Fm ,639,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6107
		
		 sem juros
		
	

	
		",07,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/SULMART+BR,https://produto.mercadolivre.com.br/MLB-1257320770-caixa-de-som-amplificada-300w-rms-bluetooth-usb-bateria-led-_JM,NA,NA,NA,NA,NA,#1257320770,Multilaser,SP290,300 W,Ativo,Torre de Som,NA,NA,NA,NA,NA,De piso,NA,NA,NA,NA,NA,NA,NA,NA,8.5 kg
1808, 4 Caixinha De Som Bluetooth Mini Portátil Mp3 Fm Microsd P2 ,523,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",1,"
	
		
			
		
		12x 
		
			
				R$ 4365
		
		 sem juros
		
	

	
		",65,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RGOMESACESSORIOS,https://produto.mercadolivre.com.br/MLB-1179539797-caixa-de-som-amplificada-250w-pb-500-bt-preta-frahm-portatil-_JM,NA,NA,NA,NA,NA,#1179539797,Frahm,PB500 ROLLER,250 W,Tweeter,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 kg
1809, Caixa De Som Amplificada 300w Rms Bluetooth Usb Bateria Led ,169,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1408
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1482,https://perfil.mercadolivre.com.br/GEOVANOB,https://produto.mercadolivre.com.br/MLB-1218369368-caixa-de-som-jbl-go-2-preta-portatil-3w-original-bluetooth-_JM,1359,98,18,4,3,#1218369368,JBL,GO 2,3 W,Ativo,Caixa,NA,NA,NA,NA,Woofer,De piso,2.1,NA,NA,NA,80 dB,NA,NA,NA,184 g
1810, Caixa De Som Amplificada 250w Pb 500 Bt Preta Frahm Portátil ,522,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(9999 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4358
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FRASSATTOIMPORTS,https://produto.mercadolivre.com.br/MLB-1039830121-caixa-som-amplificada-portatil-cm-300-bt-usb-fm-300w-frahm-_JM,NA,NA,NA,NA,NA,#1039830121,Frahm,Frahm Cm 300 Bt,300 W,Ativo/Passivo,NA,NA,NA,NA,NA,NA,Portátil,NA,NA,CM,NA,NA,NA,NA,NA,3.9 kg
1811, Caixa De Som Jbl Go 2 Preta Portátil 3w Original Bluetooth ,66,NA,"
			
				Novo
			
			
				
					 - 
				
				10
				vendidos
			
		",(30 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 551
		
		 sem juros
		
	

	
		",51,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-925231544-caixa-de-som-amplificadora-bluetooth-usb-pen-drive-aux30rms-_JM,NA,NA,NA,NA,NA,#925231544,Yes,MS-144BT,15 W,Redondo,Caixa,NA,NA,NA,Bivolt,NA,De parede,NA,USB,Reader Speaker,1,NA,NA,80 kHz,18 kHz,NA
1812, Caixa Som Amplificada Portátil Cm 300 Bt Usb Fm 300w - Frahm ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(22995 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1082
		
		 sem juros
		
	

	
		",82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RELU+MAGAZINE,https://produto.mercadolivre.com.br/MLB-990056658-caixa-de-som-bluetooth-usb-micro-sd-fm-aux-potente-home-_JM,NA,NA,NA,NA,NA,#990056658,H'maston,B28S,10 W,Woofer,NA,NA,NA,NA,NA,NA,NA,NA,"USB, p2, bluetooth",CAIXA DE SOM HMASTON,NA,NA,NA,NA,NA,800 g
1813, Kit 3 Caixa Som Bluetooth Torre Amplificada - Mp3 Usb Fm Top ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				51
				vendidos
			
		",(48 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 833
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/COMPACTO+CAPAS,https://produto.mercadolivre.com.br/MLB-1017104870-capa-capinha-case-p-jbl-charge-3-_JM,2,1,0,0,0,#1017104870,JBL,case charge 3,0 W,0,o,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA
1814, Caixa De Som Amplificadora Bluetooth Usb Pen Drive Aux.30rms ,64,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 533
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHPA8709644,https://produto.mercadolivre.com.br/MLB-1234831139-caixa-de-som-bluetooth-portatil-n-jbl-charge-mini-3-_JM,NA,NA,NA,NA,NA,#1234831139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1815, Caixa De Som Bluetooth Usb Micro Sd Fm Aux Potente Home ,38,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 642
		
		 sem juros
		
	

	
		",42,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/IMPORT+SPACE,https://produto.mercadolivre.com.br/MLB-1140848227-mini-caixa-som-bluetooth-portatil-radio-fm-usb-micro-sd-8w-_JM,NA,NA,NA,NA,NA,#1140848227,Grasep,BH1064,6 W,Ativo/Passivo,Caixa,12 cm,9 cm,14 cm,DC5V,Woofer,Mesa,2.1,USB,Portatil,1,NA,NA,22000 Hz,120 Hz,465 g
1816, Capa Capinha Case P/ Jbl Charge 3 ,319,NA,"
			
				Novo
			
			
				
					 - 
				
				17
				vendidos
			
		",(18 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2658
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/COMPRE+F%C3%81CILBR2,https://produto.mercadolivre.com.br/MLB-1204683921-caixa-som-bluetooth-boombox-grande-60w-carregador-original-_JM,NA,NA,NA,NA,NA,#1204683921,Boombox,Boombox Grande,60 W,Passivo,Circular,NA,NA,NA,Bivolt,Circular Passivo,NA,5.1,USB,Caixa Som,2,80 dB,NA,1800 MHz,150 MHz,1500 g
1817, Caixa De Som Bluetooth Portátil - Ñ Jbl - Charge Mini 3 ,1446,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(77 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 12054
		
		 sem juros
		
	

	
		",54,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,62,https://perfil.mercadolivre.com.br/STORECAR+02,https://produto.mercadolivre.com.br/MLB-1188561313-caixa-acustica-jbl-bluetooth-ativa-js15bt-200w-usb-sd-card-_JM,46,9,5,0,2,#1188561313,JBL,JS-15BT,200 W,Ativo,Caixa,NA,NA,NA,NA,Woofer,NA,NA,"USB, Plug, Leitor SD",NA,NA,NA,NA,NA,NA,NA
1818, Mini Caixa Som Bluetooth Portátil Rádio Fm Usb Micro Sd 8w ,216,NA,"
			
				Novo
			
			
				
					 - 
				
				10
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1804
		
		 sem juros
		
	

	
		",04,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,16,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-1035694071-caixinha-de-som-25-watts-usb-microfone-fm-micro-sd-1507-_JM,6,6,1,1,2,#1035694071,Goldenultra,BT-1507,25 W,Ativo,Caixa,20.5 cm,10.5 cm,31 cm,110/220v ou USB 5v,NA,NA,NA,Entrada para Microfone,Caixa de Som Portátil Com Microfone,2,80 dB,NA,108 MHz,87.5 MHz,1.6 kg
1819, Caixa De Som Amplificada 300w Bluetooth Microfone Usb Sd Fm ,65,NA,"
			
				Novo
			
			
				
					 - 
				
				36
				vendidos
			
		",(49 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 547
		
		 sem juros
		
	

	
		",47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.5,2,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-935369771-caixa-musica-som-bluetoot-amplificadora-spotify-youtube-316-_JM,NA,NA,NA,NA,NA,#935369771,Yes,MS-316BT,8 W,Ativo,Caixa,NA,NA,NA,NA,NA,NA,NA,Auxiliar,Mobile Multimedia Speaker,2,NA,NA,108 MHz,87.5 MHz,NA
1820, Caixa Som Bluetooth Boombox Grande 60w + Carregador Original ,125,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(99 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1042
		
		 sem juros
		
	

	
		",42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1857,https://perfil.mercadolivre.com.br/ANDREMERCADO0809,https://produto.mercadolivre.com.br/MLB-1238036055-caixa-som-extreme-xtreme-mini-bluetooth-40w-nova-_JM,1203,318,172,67,97,#1238036055,JBL,Xtreme,40 W,Falante,Caixa,NA,NA,NA,NA,Caixa,Mesa,2,NA,NA,1,80 dB,NA,20 Hz,70 Hz,NA
