search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Peso,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Altura,Conectores de entrada,Color
1857, De Madera Sin Hilos Bluetooth Altavoz De Escritorio Bajo Mú ,11.673,NA,"
			
				Nuevo
			
			
		",(99 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 973
			
		
		 sin interés
		
	

	
		","
				$ 973
			",NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/LEWEISICL,https://articulo.mercadolibre.cl/MLC-463644362-de-madera-sin-hilos-bluetooth-altavoz-de-escritorio-bajo-mu-_JM#position=8&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#463644362,RGNEGO,NA,NA,W10,NA,NA,NA,NA,NA
1858, Parlante Bluetooth House Of Marley Chant Sport - Waterproof ,102.972,NA,"
			
				Nuevo
			
			
		",(99 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 17.162
			
		
		 sin interés
		
	

	
		","
				$ 17.162
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-480666674-parlante-bluetooth-house-of-marley-chant-sport-waterproof-_JM#position=9&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#480666674,House of Marley,NA,NA,NA,NA,NA,NA,NA,NA
1859, Radio Parlante Vintage Con Lintera Am Fm Usb Bt Recargable ,29.990,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 2.499
			
		
		 sin interés
		
	

	
		","
				$ 2.499
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONIKASPA,https://articulo.mercadolibre.cl/MLC-485163267-radio-parlante-vintage-con-lintera-am-fm-usb-bt-recargable-_JM#position=10&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#485163267,NA,NA,NA,NA,NA,NA,NA,Auxiliar,NA
1860, Combi Mini Parlante Bluetooth ,14.990,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		12 cuotas de
		
			
				$ 1.249
			
		
		 sin interés
		
	

	
		","
				$ 1.249
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONIKASPA,https://articulo.mercadolibre.cl/MLC-492465154-combi-mini-parlante-bluetooth-_JM#position=11&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#492465154,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861, Parlante Bluetooth Green E Kbq02 ,6.500,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 1.083
			
		
		 sin interés
		
	

	
		","
				$ 1.083
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/APARATITOS+ONLINE,https://articulo.mercadolibre.cl/MLC-497465693-parlante-bluetooth-green-e-kbq02-_JM#position=12&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#497465693,NA,NA,NA,NA,NA,NA,NA,Auxiliar,NA
1862, Mini Parlante Despertador Manos Libre Bt T1 23342 Fernapet ,9.990,NA,"
			
				Nuevo
			
			
		",(20 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.665
			
		
		 sin interés
		
	

	
		","
				$ 1.665
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FERNAPET,https://articulo.mercadolibre.cl/MLC-462753937-mini-parlante-despertador-manos-libre-bt-t1-23342-fernapet-_JM#position=13&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#462753937,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863, Jbl Go 2 Parlante Bluetooth Azul - Bestmart ,26.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(17 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 4.498
			
		
		 sin interés
		
	

	
		","
				$ 4.498
			",NA,Envío gratis a todo el país,NA,NA,4.7,61,https://perfil.mercadolibre.cl/BESTMARTCL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=YuohXYFH%2Brd4jrERp%2BeG%2FcuTMEPdFqo6wNEEHHIuNGelCuN5UbENlro5V6guhz%2FTXHTtd9HIItAUHd1DU4r%2FxaCOsE%2BAMWDp66WCn3UcEAvFZ%2F8JS0X0RnsOtPpIscFBc18KsiZZ7IqRWfRGE43YfhRpcaPIr7fvdL69hR9YYMsXkOCsjU7nKbOPiZ48vJbLi63WyWnZutjWbfoKuysGTiPV5r1xAXpOSVzN2p6YIrFmF2EhQ681VU7mVU0TXoLdHz%2BXdju4ugEOA2qiiBMbFD1DZ8fAKTELahnUaA%2BUjmQ9S3q5BtyoYe0tJZfgAHqqeF2ymZeMm8T16VHMB4XBOjVkuhNxcpE4FZUg2sXeyTF1O6Cn7t7xXfPCPabBBDR4uPxZwju9yReyqvInLr3d7VC6gf4EbiUVwggxQCuK%2FuUYl2XB39um3ucZk3IK6NmTHjqnlUUuMscTR5rte2v3H%2FteqAzhrasdIBS%2FwZEUB252dSe3FS8iUjpCI79JWbJdV1bZ2zGtLywrNuemYOF5GlTDW9y5gz7nyTQKztmNih6t12p5FY%2FAFnSX4e19RQNc0FmQ01gJet5Uw2QnzUqqDt30DWqHp46%2BF7vBKoayfjyoMDYjEEVKJcoVF0T8QfR7NY%2FuGKyCqQhpfC2viR%2FFIPh8h15E%2FymOis2ZZzcrSity%2B7QR7u8H5mLnS18%2B%2Fgaw2PYoXtDmWHrEQkVCveayx8PLQ8fdcQw4ertVZfcs01X%2B%2FAnxR3qG%2F6TARwlvLF0R1qExR8EDtMoVz4GfU87Gv60aSZX2LGa67BC8S9e5QBZGratrACFLaphlwGRrGYdBR0Z4mx7Ukij9w4JL5icUp7Mk1c5EsO5O6Se4ct%2B8IjB7GrV%2BdPrS4YVPDtfXvN2wEo3i8hmw6oWEyRA%2BPvXdlWk6lMXgfwVu%2F4p6X4hSwtCHp83wGcTGoxeYFCFWxY2Qf1Nvxw9bUGiA7CfnsGIP%2FvF1saYCvKmeMYTFnBgXRfiC2sPmu5SVOua4FtFOz76HPU9MC18sKawWNef92yvm8uXAyhISECZ0MFq8CLy2WOs002Y4dO7xr%2BKjuCqDLB2HHy9%2FFkfdry%2B%2FErf2GBOUZu%2BUV8fJfryQGLxAaaFlC0BPtyXQb%2FRlu27M0fk9NE3mtfkfNE8MY%2BDToxNQF%2BzIkF%2BIuHbzHhFUyPOGDa3vOOGglF2GIe1VatsxRNQM1tbRIB04Oa%2BVKcAMD96cnBdUuJI1vCCxnpUGF7C9V43mtLw8Ti%2BoJB%2BKLggQNrfXZcmzjwEFAdCrBZsWSyYZP%2Bv5fiQbanHpP5xKiKf5vB17Bpq%2B25DFdF4U37uZUr4qOXIgpF8GG4m62VrwWLktr8bvnhZ8FOjCoXqX2a8gwkr47Wa5tS%2Bp4ui5iwuHuOVRaaG4cbaSnm3ZrSKgC8w50awzotZIstK7NQehZP4FlVavMnFbg3IGiG7dqUMSi3%2BhzI%2B%2Fiqed7scaGzsIcR3Qy%2FJib6Yp4eli%2FGUP8ZZNriqQa8ds6EW2cyarJ%2Ff08qOeHVqChtDGwd%2BILbKq%2B4eITMnFhI0D0q3JvMA7R9k8wFOCDBdjzeeBxodYFJHCtNUKhU%2FemYhWBLvgn%2FY0Apsfe%2F%2FfN%2B9jn%2Bqovn5aWA1O8YyRnzDqDGoyqsYbyPbu6k%2BvyZR8Nx2l8HJAMglFf6kFzKOo%2FgkGtQGrdbGkPFRTgBUhqwPo24mhzy9W,49,9,1,2,0,#481940652,JBL,GO,NA,GO 2,NA,NA,NA,NA,NA
1864," Barra De Sonido, Pequeño Tv Sonar Bar Portátil Bluetooth A ",20.535,25.668,"
			
				Nuevo
			
			
		",(45 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.711
			
		
		 sin interés
		
	

	
		","
				$ 1.711
			",NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AGENTWALKERSCL,https://articulo.mercadolibre.cl/MLC-481125461-barra-de-sonido-pequeno-tv-sonar-bar-portatil-bluetooth-a-_JM#position=15&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#481125461,AGENTW,NA,NA,AGENTW,NA,NA,NA,NA,NA
1865, Parlante Bazooka Bluetooth Amazing ,7.000,NA,"
			
				Nuevo
			
			
		",(10 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.167
			
		
		 sin interés
		
	

	
		","
				$ 1.167
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/APARATITOS+ONLINE,https://articulo.mercadolibre.cl/MLC-497542148-parlante-bazooka-bluetooth-amazing-_JM#position=16&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#497542148,Amazing,NA,NA,New Bazooka,10 W,NA,NA,NA,NA
1866, Parlante Altec Baby Boom Speak Black Grill ,14.990,NA,"
			
				Nuevo
			
			
		",(10 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.498
			
		
		 sin interés
		
	

	
		","
				$ 2.498
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTROPLAY+OFICIAL,https://articulo.mercadolibre.cl/MLC-494233833-parlante-altec-baby-boom-speak-black-grill-_JM#position=17&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#494233833,Altec,NA,NA,Baby Boom,NA,NA,NA,NA,NA
1867, Parlante Charge 3 Bluetooth Resistente Agua Cargador Usb ,21.000,25.000,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(86 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.750
			
		
		 sin interés
		
	

	
		","
				$ 1.750
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESHOPANGIE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=bqzxYtvhVGH%2FNfVmeMllpiwIlKvs6gcoO6llV7Gc3ajYrXUWYYmCzoA%2Bm%2FsPrRLssGeGfzjqCk2HyqHRGlqaIrZHThfz05l8mH6C8nNBjsdpkGoLxldRVTfE%2BaP00%2BlrVf1KnnGyQiCAk7yqU3NRqm8kprszNwyJjT66Jyj3J6Ss0x8tGeTiZ5%2F8mhzfl9%2B1Sz6YN1qvoHhSS%2FRFoeo1cMntgeyLFVEcibu2OlJ3gw4D0k4Grcl2D5XGfjsAg%2FykwP6naK7YcgQHkP8R7EjQp2m%2F7XFGA94aBWMVm%2BBsFdXMAkqLYIWxdkNlNclxrMbRSKnI%2F6xbVRrkF3uukeCfaZCBpEWYH7VG16LZqCVDrz5u5GQr8dpk7djw2QzTQe6TdQDqAVBk2wEFNAoWGMEpuSY%2FZ7izoqRx56ey3e%2BQHus6Rejwn%2BPg9dv882kLb5YbWdYq6O288jRrPrJs0X1JlGpPXAocaQ5luPGs%2BKLVOvdrCXSFwzJAwbuq35L6sI02JX50MIAd%2FgGjhJ8Wx6eA3%2F2duoJYc%2BB8a1E6rGestvrhTiDDWFcSWR%2BSDBhNWXOdGl5leaBlAeTnNSoPgLTjWu9OxJ5VMz2XV2ulHGl3XD%2ByXrfWamOuVJFZyskgx2MqaE0UCCc0bzgKlofcMyojiT9M6wj246T%2BbNtp9RIUskeaB4p7Gs%2FQIVd%2BTOKbBJj%2FHXZWKCgtBy33TDURvuvgWYr4sVQAidiwdXvJkftn3gB3an9w7vs995RtBZuUjZqN9Hbv6ybRR0zcik4kUXIs8E9YSQ1R%2FCiaZbTxXfuiZ%2B5SvmMELVKhbthf8XBmDQDVXIaIcU6UioBBfjTG025uB6fjxFajUKfzGcPeM82ldX1QXORmvqk8NNdqv2s4VHSs%2F2U66NwBEqqXfJOdsl4YYZdt45SlyRe3kzUo7rTpmdLKJmAnSR%2Bak26c7qJd345sCQdo7%2BeqEckrdb73vcPj8aU7q9bC2HUNQf5B4LYsabPLOZqVu0JNt6UDrBL%2FPNq6Zt9droG4BY%2FVllRXqAnu12iTg%2Ft6Eaj4kSa0KykkiWFtv90woymTYy4pZKBbW0cPWNexRwkIOLUPI1rTj103sSuOsWRhlwlFZMkvXCya0OPBkGfb%2BhPx84LOnhuEGn%2Bok7ug%2BxkwPJqk4DahDk7J92MXE771fwCZmYls%2FhDHJ54bZc9LS71QWIK1JbhasrNfwo67kOFAGWxwHSspVI%2B2WZ6iQK4dxoNDgIgeI%2Fd6uYydgpDiF62u4pl6vVoUpZ%2F2ZLwCmUyNQG4Q3rQGEM7cApVkiKBRL5qsqX3CsmX2JbhysvJBSMjRE5RBzpVqqXsAO5%2FOVOtH3O%2B0xpPtxdPrR9yUsrlzpdT2Iu5E%2BFZX0a3TxiVI5g0nA0r%2B48ggKRk7dB%2Bq4tzIiB8JiYVSmXr6FehqNrmFOotXvV%2FHLjlwlQ2TjY35Us6KZHeAaznYX6rvTujEr22jFadFV%2Fn6SXs7g0VqGowfFRYeJSV25XJ10BCqq1J3VAqGctX%2F9q%2BklpktiG5aPePkN00r1g4eR8p8GvXdXwQniKg%2FOEZBFTV0afBD%2BsH1ZIb4wl6U%2FOlmf9QjnaSP0zbENA3CdQ89TJ6Ofw0SxXNlFygCvcVyhWCm9WbUKaBFeK2mIP9N4PlrHFkLfFDMNG%2FIXSLkh%2FKTjfThEu8bkCjZA5koYXyzeNLEZOgtnMQ5dHGZV%2F7VXdPRa0y8ikUz8sXH,NA,NA,NA,NA,NA,#459100625,JBL,NA,NA,NA,NA,NA,NA,NA,NA
1868, Parlanten Mini Portatil Bluetooth Radio Fm Sd Usb Bateria ,7.999,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.333
			
		
		 sin interés
		
	

	
		","
				$ 1.333
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOPICADA,https://articulo.mercadolibre.cl/MLC-448426855-parlanten-mini-portatil-bluetooth-radio-fm-sd-usb-bateria-_JM#position=19&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#448426855,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869, Parlante Bluetooth Karaoke Philco 757bk /3gmarket ,19.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 3.332
			
		
		 sin interés
		
	

	
		","
				$ 3.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/3GMARKET,https://articulo.mercadolibre.cl/MLC-465388920-parlante-bluetooth-karaoke-philco-757bk-3gmarket-_JM#position=20&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#465388920,Philco,NA,NA,757BK,NA,NA,NA,USB,NA
1870, Al7 Auriculares Inalmbricos Con Bluetooth Solo Odo Odo ,923,NA,"
			
				Nuevo
			
			
		",(200 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 77
			
		
		 sin interés
		
	

	
		","
				$ 77
			",NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPRATECHCL,https://articulo.mercadolibre.cl/MLC-482176475-al7-auriculares-inalmbricos-con-bluetooth-solo-odo-odo-_JM#position=21&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#482176475,NA,NA,NA,NA,NA,NA,NA,NA,NA
1871, Parlante Logitech Bluetooth Ue Mega Boom 3 Azul - Prophone ,164.990,NA,"
			
				Nuevo
			
			
		",(984 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 27.498
			
		
		 sin interés
		
	

	
		","
				$ 27.498
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-473398093-parlante-logitech-bluetooth-ue-mega-boom-3-azul-prophone-_JM#position=22&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#473398093,Logitech,NA,925 g,NA,NA,NA,225 mm,NA,NA
1872, Pack 2 Ampolletas Led Con Bluetooth Parlante Control Remoto ,15.000,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.250
			
		
		 sin interés
		
	

	
		","
				$ 1.250
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FIGOIMPORT,https://articulo.mercadolibre.cl/MLC-485451007-pack-2-ampolletas-led-con-bluetooth-parlante-control-remoto-_JM#position=23&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#485451007,NA,NA,NA,002,NA,NA,NA,NA,NA
1873, Par Parlantes 24w Bluetooth (envio Gratis) R1010bt Edifier ,107.990,NA,"
			
				Nuevo
			
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 8.999
			
		
		 sin interés
		
	

	
		","
				$ 8.999
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EMMETT+LIMITADA,https://articulo.mercadolibre.cl/MLC-487839300-par-parlantes-24w-bluetooth-envio-gratis-r1010bt-edifier-_JM#position=24&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#487839300,Edifier,NA,NA,R1010BT,24 W,Activo,9.5 in,RCA,NA
1874, Parlante Jbl Bluetooth Go 2 Negro + Parlante Go 2 Champagne ,47.990,59.990,NA,(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 7.998
			
		
		 sin interés
		
	

	
		","
				$ 7.998
			",NA,Envío gratis a todo el país,NA,NA,4.7,61,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-496569383-parlante-jbl-bluetooth-go-2-negro-parlante-go-2-champagne-_JM#position=25&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,49,9,1,2,0,#496569383,JBL,GO,184 g,GO 2,3 W,Activo,NA,NA,NA
1875, Jbl Flip 4 Parlante Bluetooth Negro Resistente Al Agua ,67.990,89.990,"
			
				Nuevo
			
			
		",(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 11.332
			
		
		 sin interés
		
	

	
		","
				$ 11.332
			",NA,Envío gratis a todo el país,NA,NA,4.8,75,https://perfil.mercadolibre.cl/MALLCONNECTION.CL,https://articulo.mercadolibre.cl/MLC-497757860-jbl-flip-4-parlante-bluetooth-negro-resistente-al-agua-_JM#position=26&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,66,6,2,0,1,#497757860,JBL,Flip Series,NA,Flip 4,16 W,Activo,NA,NA,NA
1876, Edifier R1850db Altavoces De Estantería Activos Con Bluetoot ,308.205,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 51.368
			
		
		 sin interés
		
	

	
		","
				$ 51.368
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-483745656-edifier-r1850db-altavoces-de-estanteria-activos-con-bluetoot-_JM#position=27&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#483745656,Edifier,NA,NA,NA,NA,NA,NA,NA,NA
1877, Parlantes Edifier R1280db Bluetooth Brown - Garantizado ,119.900,NA,"
			
				Nuevo
			
			
		",(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 19.983
			
		
		 sin interés
		
	

	
		","
				$ 19.983
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIAL+ELECTROACUSTIC,https://articulo.mercadolibre.cl/MLC-501643135-parlantes-edifier-r1280db-bluetooth-brown-garantizado-_JM#position=28&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#501643135,Edifier,Studio,NA,R1280DB,42 W,Activo,NA,NA,NA
1878, Parlante Karaoke 100w Bluetooth + Micrófono Puntostore Sb058 ,77.000,101.500,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 12.833
			
		
		 sin interés
		
	

	
		","
				$ 12.833
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PUNTOSTORECHILE,https://articulo.mercadolibre.cl/MLC-444983103-parlante-karaoke-100w-bluetooth-microfono-puntostore-sb058-_JM#position=29&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#444983103,dblue,NA,8.2 kg,NA,100 W,NA,110 cm,NA,NA
1879, Parlante Portatil Bluetooth Usb Master G ,19.990,NA,"
			
				Nuevo
			
			
		",(5 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.666
			
		
		 sin interés
		
	

	
		","
				$ 1.666
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ANDRESGOAHEAD,https://articulo.mercadolibre.cl/MLC-475072444-parlante-portatil-bluetooth-usb-master-g-_JM#position=30&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#475072444,Master-GG,NA,NA,G-BASSS,6 W,NA,NA,Auxiliar,NA
1880, Parlante Dj Vibranium 8000w Microlab/ Emetronics ,149.990,NA,"
			
				Nuevo
			
			
		",(15 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 24.998
			
		
		 sin interés
		
	

	
		","
				$ 24.998
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EMETRONICSLIMITADA,https://articulo.mercadolibre.cl/MLC-476112525-parlante-dj-vibranium-8000w-microlab-emetronics-_JM#position=31&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#476112525,Microlab,NA,NA,NA,NA,NA,NA,NA,NA
1881, Parlante Bluetooth Huawei Am08 ,18.000,NA,"
			
				Nuevo
			
			
		",(1 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 3.000
			
		
		 sin interés
		
	

	
		","
				$ 3.000
			",NA,Envío a todo el país,NA,NA,5.0,2,https://perfil.mercadolibre.cl/JUANESCALONA_MF,https://articulo.mercadolibre.cl/MLC-497676333-parlante-bluetooth-huawei-am08-_JM#position=32&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#497676333,Huawei,NA,NA,Swan,NA,Activo,NA,NA,NA
1882, Creative Sound Blaster Roar 2 Altavoz Bluetooth Nfc Portátil ,135.588,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 22.598
			
		
		 sin interés
		
	

	
		","
				$ 22.598
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-487998397-creative-sound-blaster-roar-2-altavoz-bluetooth-nfc-portatil-_JM#position=33&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#487998397,NA,NA,NA,NA,NA,NA,NA,NA,NA
1883, Parlante Bluetooth Logitech X50 Color Gris Oferta!!! ,15.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(28 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.500
			
		
		 sin interés
		
	

	
		","
				$ 2.500
			",NA,Envío a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/REVOLUTIONGAMES.CL,https://articulo.mercadolibre.cl/MLC-446357408-parlante-bluetooth-logitech-x50-color-gris-oferta-_JM#position=34&type=item&tracking_id=00357d53-e37a-40e7-862b-6ad52f817c57,NA,NA,NA,NA,NA,#446357408,Logitech,NA,142 g,X50,3 W,Activo,97.5 mm,NA,NA
