search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Tipo de funda,Color
1105, Para iPhone 8 / 8 Plus Funda W Construido... (for Iphon.) ,33.990,NA,0,10,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_SELECTION,https://articulo.mercadolibre.cl/MLC-454406845-para-iphone-8-8-plus-funda-w-construido-for-iphon-_JM,NA,NA,NA,NA,NA,#454406845,NA,NA,NA,Black black
1106, Apple iPhone 8 / 8 Plus Shell Funda... (apple Iph.) ,33.990,NA,0,NA,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_SELECTION,https://articulo.mercadolibre.cl/MLC-454416564-apple-iphone-8-8-plus-shell-funda-apple-iph-_JM,NA,NA,NA,NA,NA,#454416564,NA,Apple,NA,Black black
1107," Para iPhone 7/8 Plus 5.5 Funda Goma Tpu... (blue, For.) ",33.990,NA,0,NA,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_SELECTION,https://articulo.mercadolibre.cl/MLC-454822793-para-iphone-78-plus-55-funda-goma-tpu-blue-for-_JM,NA,NA,NA,NA,NA,#454822793,NA,NA,NA,Blue
1108," Funda iPhone 8 Plus, Estilo Retro Simple Funda De Cuero S... ",36.204,NA,0,NA,6,6.034,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AKAESCHILE.,https://articulo.mercadolibre.cl/MLC-457031726-funda-iphone-8-plus-estilo-retro-simple-funda-de-cuero-s-_JM,NA,NA,NA,NA,NA,#457031726,NA,NA,NA,NA
1109," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Digital Hutty 3 ",23.990,NA,0,9999,6,3.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458322492-funda-iphone-7-plus-funda-iphone-8-plus-digital-hutty-3-_JM,NA,NA,NA,NA,NA,#458322492,NA,NA,NA,NA
1110," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Supcase ",39.990,NA,0,9999,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458322715-funda-iphone-7-plus-funda-iphone-8-plus-supcase-_JM,NA,NA,NA,NA,NA,#458322715,NA,NA,NA,NA
1111," Funda iPhone 8 Plus, Funda iPhone 8 Plus, Mosnovo Diseño ",38.990,NA,0,9999,6,6.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458323364-funda-iphone-8-plus-funda-iphone-8-plus-mosnovo-diseno-_JM,NA,NA,NA,NA,NA,#458323364,NA,NA,NA,NA
1112," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Sankton Funda ",21.990,NA,0,9999,6,3.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458324106-funda-iphone-7-plus-funda-iphone-8-plus-sankton-funda-_JM,NA,NA,NA,NA,NA,#458324106,NA,NA,NA,NA
1113, Funda iPhone 7/8 Plus - Monogram Urban Streetwear La ,27.990,NA,0,9999,6,4.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458324131-funda-iphone-78-plus-monogram-urban-streetwear-la-_JM,NA,NA,NA,NA,NA,#458324131,NA,NA,NA,NA
1114," Funda iPhone 7 Plus, iPhone 8 Plus, Clouds [famous ",21.990,NA,0,9999,6,3.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458327819-funda-iphone-7-plus-iphone-8-plus-clouds-famous-_JM,NA,NA,NA,NA,NA,#458327819,NA,NA,NA,NA
1115," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Carterlily ",29.990,NA,0,9999,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458328255-funda-iphone-8-plus-funda-iphone-7-plus-carterlily-_JM,NA,NA,NA,NA,NA,#458328255,NA,NA,NA,NA
1116," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Supcase Funda ",41.990,NA,0,9999,6,6.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458328308-funda-iphone-7-plus-funda-iphone-8-plus-supcase-funda-_JM,NA,NA,NA,NA,NA,#458328308,NA,NA,NA,NA
1117," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Alkax De Lujo ",20.990,NA,0,9999,6,3.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458330467-funda-iphone-8-plus-funda-iphone-7-plus-alkax-de-lujo-_JM,NA,NA,NA,NA,NA,#458330467,NA,NA,NA,NA
1118," Funda iPhone 8 Plus, Imagitouch Funda De 2 Piezas Estilo ",19.990,NA,0,9999,6,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458331713-funda-iphone-8-plus-imagitouch-funda-de-2-piezas-estilo-_JM,NA,NA,NA,NA,NA,#458331713,NA,NA,NA,NA
1119, Maxboost Funda iPhone 8 Plus [piel Líquida] Funda Tpu ,26.990,NA,0,9999,6,4.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458332244-maxboost-funda-iphone-8-plus-piel-liquida-funda-tpu-_JM,NA,NA,NA,NA,NA,#458332244,NA,NA,NA,NA
1120," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Cubierta Con ",23.990,NA,0,9999,6,3.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458332578-funda-iphone-8-plus-funda-iphone-7-plus-cubierta-con-_JM,NA,NA,NA,NA,NA,#458332578,NA,NA,NA,NA
1121," Funda iPhone 7 Plus, iPhone 8 Plus, Clouds Smooth Premium ",30.990,NA,0,9999,6,5.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458332800-funda-iphone-7-plus-iphone-8-plus-clouds-smooth-premium-_JM,NA,NA,NA,NA,NA,#458332800,NA,NA,NA,NA
1122," Funda iPhone 8 Plus Para Hombres, Estuche Para Cartera ",21.990,NA,0,9999,6,3.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458332806-funda-iphone-8-plus-para-hombres-estuche-para-cartera-_JM,NA,NA,NA,NA,NA,#458332806,NA,NA,NA,NA
1123," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Ikasus Shiny ",20.990,NA,0,9999,6,3.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458333548-funda-iphone-8-plus-funda-iphone-7-plus-ikasus-shiny-_JM,NA,NA,NA,NA,NA,#458333548,NA,NA,NA,NA
1124," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Funda Cartera ",22.990,NA,0,9999,6,3.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458334017-funda-iphone-8-plus-funda-iphone-7-plus-funda-cartera-_JM,NA,NA,NA,NA,NA,#458334017,NA,NA,NA,NA
1125, Funda iPhone 7 Plus / Funda iPhone 8 Plus / Funda iPhone ,30.990,NA,0,9999,6,5.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458334145-funda-iphone-7-plus-funda-iphone-8-plus-funda-iphone-_JM,NA,NA,NA,NA,NA,#458334145,NA,NA,NA,NA
1126," Funda iPhone 8 Plus, Funda iPhone 7 Plus Linda Para ",18.990,NA,0,9999,6,3.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458334153-funda-iphone-8-plus-funda-iphone-7-plus-linda-para-_JM,NA,NA,NA,NA,NA,#458334153,NA,NA,NA,NA
1127, Carcasa Metálica iPhone 8 7 Plus + Dorado Lunatik Armadura ,23.990,NA,2,3,12,1.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=OYfGIEVDW84ixKiHhepijWSvsQo%2F6jVl9k%2FbVN8%2FA6lX%2BBdDLhEXme454b2yqD2kuv3F4bm8xPvaUUqb5mvoPUNTcrAK5L6qduZDkU9IGcE2wAnXU3Zlw6yqNcqye2aUPlZfcKffUVu8Q%2FvD6E01B62xMzOkiVaku37ouUWWZj4cPl2FnPqbEeiHc%2BaHQx%2BYkbpyS%2BVVYuNqc61JNFyztXW7LF8qgfuiUWDorCwzJ7P3o7RwBlHohbUL9rivvR7WOHtrtQGfFWBkhwvIMjboAj2A%2BIZf7ZG6yLEQmMV%2B8KpcKff0Ux6Tn3mjftPDgQx4BXhJdO3ZrPLnBG1kVEQRxl2wR6eHiiKOyp2qx7V%2BzyJmyHzmJL3DM6ASl3xHC8l3JZgMUbdlID6QSl75bj5AoTdw%2B%2BQ92tIKPWT72lpZ1dO%2BskaLZDiCqbjKCpi0Rymifi6HoNazvcjUg9vPuZZwrh8e8m3g6fV5G91LpspFWMEnVj6lRCBK61oxztBn77LZGTwnVCMxQy7M5J%2BgEJ9DGjfybRgYIcJkuHtfzkYsYVwcPuI13q9XRaJ3XWpkXrgL1KCFzZ25rI385JO21OcHA97VrxbFF4S9CKUszxUkioRBw2xGRdHHUln%2BL9WkDtNvMAsxlsA6ieHozf14bYSSbglXc%2FcC8gR7wUx60lKgKFwLAdaH8MID5ULexEfpOK0bpF8nlqD40gAcLlR8TyZb1s33%2BvETsvcTdLu16uOSILZyKOvf3rB7afqnW9CwUApp%2Bqx03u3IuyItGoBql6BGhHST7Uf2x%2B2XYhYMiWBLPzCtdKo%2Fk9i3f76vmrdk59vE2HhpJfeGcfF3V1XdagQmc%2BZR1SUvCpATsxSSnkqJBETuhwp2osRzivkaxL6%2BcXJ1GWQbDOnmf%2BOMbGxfz07rycs73nH%2B8GEmTRMTe337a%2F%2B%2Frce3hEXKk6jpl7bAlKY4yAUZmhEUnqx68hxHoQp5b%2FrfSCUI4rb2k6GLH6q6CbeEBANuFJF0j%2Bcn%2Bt0QoFyZK8Kg4lzWrYdGMWoH47qDeP%2F%2By%2BiIPMkPLwJY5YRG1RkmBiEfE54wClIMDYOwdMKQazk6mmWYLj%2Bxbbes%2F3a2MPmzdWa5TSqfQuari%2BkUpSoDr63eFOWehXKK5QRaWrSEh76cJH%2BE3fXtw4sLDsVYL%2FfqrnnYDwy7G2X7zWeoNBjkQpKesA11BzVXojI8m5q%2BktXACHje1D5uKan%2FqtwgUE8uzDgQ7lL5ISu2mLO%2B9uFHo%2F%2FIJ7u3cDEplGrxUf5IH4c%2BHQGR6AGusNzEvq3RVLYlPas5AjSKrAtBjQC93rYOC2L%2FX0fCvD8HCmTIj6LZJ61hSBv22mXvFItGB1xIR533rHa6EHeqJiO9sbcOJ7ig%2B1YVR7mF3FpukZpWKu8Hf%2FI9fZuUluNofN5dvDGwvl9FqFa7ododoQqzAYyZvnK2qJKOTuwXOXZXNlMcac4zi4tfH%2BfAyQ%3D%3D,NA,NA,NA,NA,NA,#452411233,Apple,NA,Carcasa,NA
1128, [ Teleskins ] - Funda iPhone 7 Plus / iPhone 8 Plus ,33.990,NA,0,9999,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458334523--teleskins-funda-iphone-7-plus-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#458334523,NA,NA,NA,NA
1129, Funda iPhone 8 Plus Funda iPhone 7 Plus Funda iPhone 6 ,21.990,NA,0,9999,6,3.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458337825-funda-iphone-8-plus-funda-iphone-7-plus-funda-iphone-6-_JM,NA,NA,NA,NA,NA,#458337825,NA,NA,NA,NA
1130," Funda Para iPhone 8 Plus Dots - Color Verdadero, ",43.990,NA,0,9999,6,7.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458337826-funda-para-iphone-8-plus-dots-color-verdadero-_JM,NA,NA,NA,NA,NA,#458337826,NA,NA,NA,NA
1131, Carcasa Logo Apple iPhone 7 Plus / 8 Plus + Lamina De Vidrio ,9.990,NA,6,20,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CARCASASPUNTOCL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=t%2Bp6TO8wIXIDuxnWZ6ne1evh6Q%2FgIkHGnUltAGWRnzCbquMrGl7KC6YWRw5z4NY8l1nR6DbvPwOb24r6duGQBjZMInmlhxEJFJenhSYee1pyaW6uzMxfdhAqthXEnGSHTXgihZp8dNJN8UcbLDm3%2FYMT%2B%2BJbTnp3YsQM1Q1KMYg3XBzTrPMAgj0PCkZiSuATfI9mJtqsrtzuJzjta1ZJCFA1uW62qKTJ7KLG4jGUUo6TCIbI4BmrrCW5%2FzrH57obEDWY9AXeOJ3oYABxRNZTsBzjQsW3d%2BcBbBQJah%2FVZN5q4t6uDRrVhDCkzYqMYw9hOpBqkKQuYb0xk74vKUFvy8kG95QdTTD0XZaKWuGU2XB0Up28uyN98i4YDzIO9TVofZ5%2FqDzoVxdDw9rGmFGXyC2mMWM1lMg7zsrpp3jMQPKV0ylCeE9374PmtDvySxG3ZS%2Fyibnuu6agtuGazYz1r5LZ8i11mSeh4HdLXo%2FfU0BLO%2FQChE3nnVTK52Rdy8xbc0IcDhbyQmy8CyniNoevKy4%2Bc3g3TD3Nc9Ie5fewZldSqZAIRK7xSakoti7uXCJWbgQuVIF60B%2FNl3ac4mCLNdsJ6U6vRO%2BB69225WuKLEhAj8AHZ92WIngIdQd87AIIyVr4MiigOPjIRHeztaMGLFX%2BFrTvNpu0Hv3YYXTDN5dfhMHpPKd6rjp79K%2F4pBbJkarZ%2F5Cz0ArSjv69ln3M%2F70%2F1NeQHS54pyksJRRvGPealMQLOxDAlko9AwJtReGEOm6O%2B7cFqx1Plvpve%2FDERQarA2NLsFPMaYoyPBuVhvL7Voen9V57PhnIwRoSg55TPUxmaM0WDKiS7b1o5uAxBJ8xUwDi4lRdk02jtQj8IQ%2FQ1cHWENTNGUuBX8%2BbqKQudXuhrRER3iPSUXi2bbTn2%2FUxrWnrZX%2BB4f5h%2FUPEjJC0r3783ahFN9ZGsTCouZCGngdVv0ZO6LHog7lESOJEAVqX8VzyMP3BIruaEAKeZ%2Fkgan6sr8c2PF49iVdWgBAx1XErr7aIvcUK2ErBOdroql5qXTt1rRiKOnbqycd6HPl7l1Lwq%2FhVZ66CGB0kL3kRdVM%2FOk5TOkxPB3ABWC%2FuMgQCXu%2FEIOOJ0ZNsuIfqXaxPNGdhuCCY9Rb7UYM%2FlnmDHtWMBIyTuVXLa%2FXEaMpVHT2%2BE4l%2Fzv5s%2F4drVV8GcEeoX04LeDSeRYd6HgOw37pHUAXLooIJJ4YN8fUAineUXEDxWh93JslED5v49oBe7Kz1%2FJ3YyRIIPDnyYsR5Bak4GC65x9ktQg%2FdKvWOlfJ7WMUn5t9U0vx74vOi2%2Fi5wkABKDADmtlAZ7%2FLkw58dTG%2FIdWbBtQ7rXdzu0Y57tMyXfdCeh0fcm5ud%2BumkhOp8EcuS8Qckl0766Lo0b8SfrkauYjJnxUhgofU3ZvGc9r%2B742ELUHxRZPXba5xecqd2QUKfuEncQS10SZX3yhNpzGXs5Iz%2FnlrVA%3D%3D,NA,NA,NA,NA,NA,#477968233,Apple,Apple,Carcasa,NA
1132, Funda De Cordones Para iPhone 8 Plus - Color Verdadero ,26.990,NA,0,9999,6,4.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458338765-funda-de-cordones-para-iphone-8-plus-color-verdadero-_JM,NA,NA,NA,NA,NA,#458338765,NA,NA,NA,NA
1133," ¿funda iPhone 8 Plus, iPhone 7 Plus? Firefish Funda ",30.990,NA,0,9999,6,5.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458338801-funda-iphone-8-plus-iphone-7-plus-firefish-funda-_JM,NA,NA,NA,NA,NA,#458338801,NA,NA,NA,NA
1134," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Mc Fashion Cute ",24.990,NA,0,9999,6,4.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458339245-funda-iphone-8-plus-funda-iphone-7-plus-mc-fashion-cute-_JM,NA,NA,NA,NA,NA,#458339245,NA,NA,NA,NA
1135," Funda iPhone 8 Plus, Girly Funda iPhone 7 Plus, Funda ",20.990,NA,0,9999,6,3.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458339780-funda-iphone-8-plus-girly-funda-iphone-7-plus-funda-_JM,NA,NA,NA,NA,NA,#458339780,NA,NA,NA,NA
1136," Funda iPhone 7 Plus E iPhone 8 Plus, Sojitek Patrón ",24.990,NA,0,9999,6,4.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458339795-funda-iphone-7-plus-e-iphone-8-plus-sojitek-patron-_JM,NA,NA,NA,NA,NA,#458339795,NA,NA,NA,NA
1137," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Ikasus ",20.990,NA,0,9999,6,3.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458340703-funda-iphone-8-plus-funda-iphone-7-plus-ikasus-_JM,NA,NA,NA,NA,NA,#458340703,NA,NA,NA,NA
1138," Funda iPhone 8 Plus, Vokamo Gstar Business Series Funda ",18.990,NA,0,9999,6,3.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458341385-funda-iphone-8-plus-vokamo-gstar-business-series-funda-_JM,NA,NA,NA,NA,NA,#458341385,NA,NA,NA,NA
1139," Funda iPhone 8 Plus, Funda iPhone 7 Plus, I-blason ",46.990,NA,0,9999,6,7.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458344183-funda-iphone-8-plus-funda-iphone-7-plus-i-blason-_JM,NA,NA,NA,NA,NA,#458344183,NA,NA,NA,NA
1140, Funda De Batería Para iPhone 8 Plus / 7 Plus Qi ,69.990,NA,0,9999,6,11.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458344763-funda-de-bateria-para-iphone-8-plus-7-plus-qi-_JM,NA,NA,NA,NA,NA,#458344763,NA,NA,NA,NA
1141," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Doramifer Funny ",19.990,NA,0,9999,6,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458344768-funda-iphone-8-plus-funda-iphone-7-plus-doramifer-funny-_JM,NA,NA,NA,NA,NA,#458344768,NA,NA,NA,NA
1142, Funda De Batería Para iPhone 8 Plus / 7 Plus - Veepax ,46.990,NA,0,9999,6,7.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458352757-funda-de-bateria-para-iphone-8-plus-7-plus-veepax-_JM,NA,NA,NA,NA,NA,#458352757,NA,NA,NA,NA
1143," Oeago Funda iPhone 8 Plus, Funda iPhone 7 Plus ",20.990,NA,0,9999,6,3.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458703050-oeago-funda-iphone-8-plus-funda-iphone-7-plus-_JM,NA,NA,NA,NA,NA,#458703050,Apple,NA,Bumper,NA
1144, Rokform iPhone 8 & 7 Plus Rugged Series Funda Protectora ,81.990,NA,0,9999,6,13.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458705923-rokform-iphone-8-7-plus-rugged-series-funda-protectora-_JM,NA,NA,NA,NA,NA,#458705923,Apple,NA,Bumper,NA
1145, Para La Funda iPhone 8 Plus / iPhone 7 Plus - Moko Funda ,33.990,NA,0,9999,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458706279-para-la-funda-iphone-8-plus-iphone-7-plus-moko-funda-_JM,NA,NA,NA,NA,NA,#458706279,Apple,NA,Bumper,NA
1146, Newisdom Funda iPhone 8 Plus Para iPhone 7 Plus Funda De ,25.990,NA,0,9999,6,4.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458706470-newisdom-funda-iphone-8-plus-para-iphone-7-plus-funda-de-_JM,NA,NA,NA,NA,NA,#458706470,Apple,NA,Bumper,NA
1147," Funda iPhone 7 / iPhone 8 Plus, Roocase Plexis Ultra Slim ",22.990,NA,0,9999,6,3.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458706477-funda-iphone-7-iphone-8-plus-roocase-plexis-ultra-slim-_JM,NA,NA,NA,NA,NA,#458706477,Apple,NA,Bumper,NA
1148, Carcasa 360° iPhone 8 Plus 7 Plus + Lámina Negro 3 En 1 ,9.995,NA,32,3,6,1.666,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/ALPHATECHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=BcNaR2WBkcNZ3Y7oJ1xPwMCXYvRwUPA1qdSWQ%2B057KzqDQvu67cliFp1tlmVTPH7R29q315Le5FvOeCZGK6I%2F%2F%2FpjQ1QmZZgjWcX87i8mmud8awUoAxx%2B5CK7pD1KNT6%2FYiuH9t6y2FNnnono%2BSUnHYGth5ZYcjKlFU%2B0DJ55F3n201j8I5FuSLaNgrZ8X1yTlmQI5y5oxZph9vvtO5r%2FRxxto4NHqKpVJrK7Wn3cc4URHE43RFKa68C%2B5eg2lOc45z2VVw%2Bn3atZ5FH7s0bmvsT%2F%2FpfKT1z8e7e2%2FQFFh64yOH0nOUKHAWkPheXx3YaWHzqwB7BaMeA5x1mWfaxCgb0E212x0jaqhapZaWXRXqQSUIGld%2BtTrvzk9HcKU0PRHzn8R9Mk2lpNAnKOMxXJifM5Uk8pxaVxVO4f9ZB47TDwHv3RLO9GtBkvBHq3vYRzJUuSbDS%2BIvE%2FkN%2FsS1P8zbWmeGyWUEBlN7B5EDc5rxR5N1sj%2BmhJlC7R5iCl8osU4Tdww2Y6KbYeEKs4RW8XmgbFxWPFU9WP%2B4yQ%2B8IZr60cawlzmXvrtF%2Fv3r3zb7opcyC1yQ4AXTDnLBXVwHQkgG9P8HwiBQFNeS1exoixjlbnumji74nlW3y7OFY7gmiD7BiSuWpTHI9yQ%2FCa%2Fd1GB3tAGIrcXjKjZiVqsgEW8Ttm8blgXxEkx7vQmeZvWuYhuY69w63XJeQOylTwTNZYdkPFpE5mqKqIbQDYl8E42JtdYttCKoIv6IbECV5XGZFdw2T7pqFUngDbWpi%2BI5MqJxMHnEjAcbwpNO%2BR8TWZmDcEda4qhP0d9qUKGJZjt1bQBpiOg7unSFSaEeid0KFAtAFzbXcf4Eyxi8neGJqi%2FjnFTr5SOZqZvwKS9Lgn4VwVLOc%2Bl2h4DFzSkB2FHtfEj7GQgzJGwbdX2BwoIUsH0YKjGe%2Baw3LuA%2BjeOMV%2FkpqahWlOID0c0lcm1pSUJ5G3vmYdAAeWWNLVqKpKRmysVEAVYWTsgq5tvRKKqhRWrYaReO2YGGRZiWAkPMMCerTIlP0ulPANAtgqCbq2DyifHJSG6uyO%2BSzis4xiln7dW4RlXO%2Bm8Qnq6%2BLd%2BsUG5Xt6xJF49lvpThp3X009SHOK7io4eYCS4T1v6kdSvf4CCeglULPvaJ9Hh1w8uRpdiBCqpmS%2BQ1T1iLxdVjRm6h5Mmmo5ZRzMRVyL1LOb7Lfo2Hu8xW4P%2BcrgEiP%2BjHC0j%2FM5xQ1f0W9Y4P7PH6NxKgdvQyb5V8pHIsaj2CbzbRRhtwGo3%2F5xWj6RqmJrDyogYJhI2%2BRyj1R1lVodBQxb%2BuPvWIwcRgZtVo9PorhWmFlot%2FllnlHTXVJ1pxbJzkfZguMQ9Wm%2B6qLF3px8Gc6uL4aM7cd4XnIpRVXT07umAe8KNsJi0OAO5cdc6AThgz95O3M9YXqz89dXMMIRbm5d9MOCQ8FEjrHDYG5LCnG6KH1JAOCr64O,1,0,0,0,0,#452824745,Apple,NA,Carcasa,NA
1149," Funda iPhone 8 Plus, Funda iPhone 7 Plus, J & D ",16.990,NA,0,9999,6,2.832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458706538-funda-iphone-8-plus-funda-iphone-7-plus-j-d-_JM,NA,NA,NA,NA,NA,#458706538,Apple,NA,Bumper,NA
1150," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Vena [vlove] ",38.990,NA,0,9999,6,6.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458706542-funda-iphone-8-plus-funda-iphone-7-plus-vena-vlove-_JM,NA,NA,NA,NA,NA,#458706542,Apple,Vena,Bumper,NA
1151," Funda iPhone 7 Plus, Funda iPhone 8 Plus, [resistente A ",33.990,NA,0,9999,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458706549-funda-iphone-7-plus-funda-iphone-8-plus-resistente-a-_JM,NA,NA,NA,NA,NA,#458706549,Apple,NA,Bumper,NA
