search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Conectores de entrada,Peso,Modelo,Potencia de salida (RMS),Altura,Tipos de filtros del parlante,Color
872, Parlante Lampara Flama Bluetooth Recargable 71572 / Fernapet ,14.99,NA,9,996,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FERNAPET,https://articulo.mercadolibre.cl/MLC-446361960-parlante-lampara-flama-bluetooth-recargable-71572-fernapet-_JM,NA,NA,NA,NA,NA,#446361960,NA,NA,380 g,NA,NA,NA,NA,NA
873, Parlante Bluetooth Tecmaster ,8.5,NA,0,NA,6,1.417,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MEGAPC-CL,https://articulo.mercadolibre.cl/MLC-442008330-parlante-bluetooth-tecmaster-_JM,NA,NA,NA,NA,NA,#442008330,NA,NA,NA,NA,NA,NA,NA,NA
874, Promo Navidad2 Parlante Bluetooth 757 Con Mic + Spinner ,14.99,NA,1,2,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MMSMIKE1,https://articulo.mercadolibre.cl/MLC-470846097-promo-navidad2-parlante-bluetooth-757-con-mic-spinner-_JM,NA,NA,NA,NA,NA,#470846097,NA,USB,NA,NA,NA,NA,NA,NA
875, Parlante Portable Bluetooth 25w Recargable Usb Aux Sd Fm ,14.99,NA,3,7,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MMSMIKE1,https://articulo.mercadolibre.cl/MLC-452967394-parlante-portable-bluetooth-25w-recargable-usb-aux-sd-fm-_JM,NA,NA,NA,NA,NA,#452967394,NA,NA,NA,NA,25 W,NA,NA,NA
876, Parlante Led Portatil Bluetooth Mp3 Usb Micro Sd Fm Radio ,13.99,NA,1,999,12,1.166,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEVENTAS+LTDA,https://articulo.mercadolibre.cl/MLC-461684642-parlante-led-portatil-bluetooth-mp3-usb-micro-sd-fm-radio-_JM,NA,NA,NA,NA,NA,#461684642,NA,NA,NA,NA,NA,NA,NA,NA
877, Pack 2 Parlante Inalámbrico Bluetooth Doble Speaker Estéreo ,15.18,NA,1,49,12,1.265,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DISPAROTIENDACL,https://articulo.mercadolibre.cl/MLC-476185298-pack-2-parlante-inalambrico-bluetooth-doble-speaker-estereo-_JM,NA,NA,NA,NA,NA,#476185298,NA,NA,0.33 kg,NA,NA,7 cm,NA,NA
878, Parlante Bluethoot ,12.99,NA,0,NA,12,1.082,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/RAMIREZJOAQUIN69,https://articulo.mercadolibre.cl/MLC-478328125-parlante-bluethoot-_JM,NA,NA,NA,NA,NA,#478328125,NA,NA,NA,NA,NA,NA,NA,NA
879, Lampara Luna Y Parlante Bluetooth 15 Cm 2 Colores Recargable ,14.99,NA,6,90,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONICA_ROCA,https://articulo.mercadolibre.cl/MLC-466950771-lampara-luna-y-parlante-bluetooth-15-cm-2-colores-recargable-_JM,NA,NA,NA,NA,NA,#466950771,NA,NA,NA,NA,NA,NA,NA,NA
880, Parlante Karaoke Bluetooth Monster 798bk-30w | Sipo ,27.99,NA,1,29,6,4.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SIPO+TIENDAS,https://articulo.mercadolibre.cl/MLC-489899526-parlante-karaoke-bluetooth-monster-798bk-30w-sipo-_JM,NA,NA,NA,NA,NA,#489899526,Monster,NA,NA,NA,NA,NA,NA,NA
881, Microfono Karaoke Con Parlante Bluetooth Incorporado ,9.99,NA,28,72,6,1.665,NA,Envío a todo el país,NA,NA,3.8,4,https://perfil.mercadolibre.cl/ONLINECLUB,https://articulo.mercadolibre.cl/MLC-442227314-microfono-karaoke-con-parlante-bluetooth-incorporado-_JM,1,1,2,0,0,#442227314,NA,NA,NA,NA,NA,NA,NA,Negro
882, Parlante Estéreo Subwoofer C/bluetooth Inalámbrico Dual 10w ,18.125,NA,0,5,12,1.510,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TOMORROWTOPCL,https://articulo.mercadolibre.cl/MLC-486128720-parlante-estereo-subwoofer-cbluetooth-inalambrico-dual-10w-_JM,NA,NA,NA,NA,NA,#486128720,No Brand,NA,NA,NA,NA,NA,NA,NA
883, Parlante Amplificado Portable Gemini Es210mx Bluet Garantia ,209.9,NA,0,NA,12,17.492,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIAL+ELECTROACUSTIC,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=%2BQRIgC0h%2BPTIAQprM5JA2CEQlOXJilLj1%2FgKwgLTHEmKw4m3Iq9JW%2BEy4qU0k64Fujnv7mESR%2BZPHs5YvdawAr8PPOy0QKlrIptVk%2FPVD4%2FLEr%2Fp%2FsABMnuX0kcLaUBHj97JODT99Mgie0HE%2F%2FTvkjsQggDqfSecvnDo73CIJIYtT80UbS4Ou5MTdl06qh5DVNdftUGomT09oQZyYFWEk90D2QNPlQXmMIlzPK%2BpMos8S4v%2FPeF9L8KwMH9ft52Zj%2F1gY9uj4%2BGVzk4kb2%2BVl2YSn%2FBujgq9xy8uKO0FEXyUsNPfbwyaU1RAjo8gfzC33tZsFxQaX8r6aOVzACajTWo2FIUyFI8ereuM%2Frlxfn%2BqcjBPKGSi6Lw6sj9WMFE1KAvuQ6qEDTHBOxeK88g60GrjAFq7HiSYfkOdImq2%2FdUXCVgm%2F4uaa8RqS7mgJe9vbyexiNHrBOBcMDnpzgMAjoz6awGBIdwCoOcTdlq%2BmnxVqVgYo12OXq1rPsR2v6OQM8LG%2BTdzO9DPfMNPlB4VNbqwQ0mV2KWN2beHmHfnVBfxtuL6oj%2BE94pbAghzw62umglL%2BLpjMfd%2B4k9pEAKT%2FU2Jb7kichvEAyhCwtstKZfnssiR1l9cPN1etbvO7L6nQr7XUs7cbH9DOKauQ5CawkqdUxZFDNov%2BdV59gokXJD6hLqUpks09B%2BNXv0vlvMxR37Np8hrlwiUIJskYC6v2jQIoDgglx2uCJfv1ygMkLzyBM3k9H0mfn8wNs1UEAu%2FqygxF3%2BJtx2Mhst2MrVhdr2P%2BLOpkL45oNtFwZ7zwH%2F7vqaV3qYuFMBu1KGA0aEQ7qeiYDhsMjGYM5jE%2BJZzVF1%2BfciouT8q4el7JO7G1CKNM13Ea%2Fh1EWwjTUSnXLMTzrGYziGDYtdZjQQAjGKx%2FOvX0NqDyO2%2FACbzZz3W5JtYfW%2B9cQHFQahys3qfTexaGd1BVstMMjILSBlgVJV8vkowovhBa%2BHb2qgtz444auyRqJG2dlqOF3WyEocngb5IipSrHeGL69q3LDrDYAX%2FgpMFfW8BA8bUb4n81vtD7zEen8nVk6U62zaNdGIpRiaACExEQeZoQsHp4CiHg%2BTeoy3scvKf3mBE%2FvezaypU1r%2FQYWtE2BL%2BhixEG1D0sy8Z0mTviruEm9%2F1o2agXh85cDVMu1DcIlOG8k2i3kNKYM0FUpxuescDc5kThi6Fx%2Fwfo8SzQ%2FlOcBVy%2Fqve6kV1gOdm3Obsz6RKi%2FXPx7tgjvGzfpm0qrRVHGoqrYetAxvJLv21%2FfCaxbMudhIDc%2BvmnlYAE%2B9UCG6zZO7uW98suv40CzX2uDhej2WsPOQmy6OOA2GpBSqJztewRq0WJR8mhFKpTOOSRLJLXGtAtF5FYc3bixMUdsXh5%2BYK5eaGrRe5QfeqGbVtGYkxpVbtU%2FzOK5e5RTjsQdPcQFSFqPw24Qc1d07Z0Kdp2qr4YG%2BTtBFfo6KRXeoZiaMUx0d2XJAp2HHu22x8qRU9ZMAonqyIkO13Ef6XD0%2BF3PZjgQT4%2FAUcadrg%2FFIzgw8aHnEuWT6TN8i57Dp4K0ITerDEsXbVntqsQJHnpdRyUkL3juj612dQlzt77n6IiFuTEDcxto8GuKSA,NA,NA,NA,NA,NA,#480189243,NA,NA,NA,NA,NA,"1 """,NA,NA
884, Lampara Luna Parlante Mp3 Bluetooth Recargable / Disparocl ,14.99,NA,1,99,12,1.249,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DISPAROTIENDACL,https://articulo.mercadolibre.cl/MLC-480082650-lampara-luna-parlante-mp3-bluetooth-recargable-disparocl-_JM,NA,NA,NA,NA,NA,#480082650,Genérico,NA,NA,LAMPARA LUNA,NA,NA,NA,NA
885, Parlante Bluetooth Bazooka Px84 Monster - Prophone ,15,NA,1,974,6,2.500,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-455679331-parlante-bluetooth-bazooka-px84-monster-prophone-_JM,NA,NA,NA,NA,NA,#455679331,Monster,USB,NA,NA,NA,NA,NA,NA
886, Parlante Towersound Microlab 4.1 80w Bluetooth/ Emetronics ,49.99,NA,11,47,12,4.166,NA,Envío gratis a todo el país,NA,NA,4,1,https://perfil.mercadolibre.cl/EMETRONICSLIMITADA,https://articulo.mercadolibre.cl/MLC-453645554-parlante-towersound-microlab-41-80w-bluetooth-emetronics-_JM,0,1,0,0,0,#453645554,Microlab,NA,NA,NA,NA,NA,NA,NA
887, Parlante Karaoke Boxbass 1200w Microlab + Microfono ,44.99,NA,2,13,6,7.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EMETRONICSLIMITADA,https://articulo.mercadolibre.cl/MLC-453529329-parlante-karaoke-boxbass-1200w-microlab-microfono-_JM,NA,NA,NA,NA,NA,#453529329,Microlab,Auxiliar,NA,NA,NA,NA,NA,NA
888, 5 Parlantes Bluetooth Para La Ducha + Envio Gratis ,24.99,NA,0,10,6,4.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCILIZADORA+TECNO,https://articulo.mercadolibre.cl/MLC-492430714-5-parlantes-bluetooth-para-la-ducha-envio-gratis-_JM,NA,NA,NA,NA,NA,#492430714,NA,NA,NA,NA,NA,NA,NA,NA
889, Radio Parlante Vintage Bluetooth Aux Micro Sd Powerplay ,9.99,NA,6,9,6,1.665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/POWER-PLAY.CL,https://articulo.mercadolibre.cl/MLC-458117161-radio-parlante-vintage-bluetooth-aux-micro-sd-powerplay-_JM,NA,NA,NA,NA,NA,#458117161,NA,NA,NA,NA,NA,NA,NA,NA
890, Parlante Bluetooth Radio Fm Manos Libre 53322 / Fernapet ,13.99,NA,23,2,6,2.332,NA,Envío a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/FERNAPET,https://articulo.mercadolibre.cl/MLC-443169943-parlante-bluetooth-radio-fm-manos-libre-53322-fernapet-_JM,1,1,0,0,0,#443169943,NA,USB,NA,NA,NA,NA,NA,NA
891, Microfono Con Parlante Bluetooth Karaoke Inalambrico ,7.99,NA,34,491,6,1.332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CUPOCLICKCHILE,https://articulo.mercadolibre.cl/MLC-446615645-microfono-con-parlante-bluetooth-karaoke-inalambrico-_JM,NA,NA,NA,NA,NA,#446615645,NA,NA,NA,NA,NA,NA,NA,NA
892, Micrófono Con Parlante Karaoke Bluetooth Inalámbrico ,9.99,11.990,10,90,6,1.665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ONLINECLUB,https://articulo.mercadolibre.cl/MLC-466000462-microfono-con-parlante-karaoke-bluetooth-inalambrico-_JM,NA,NA,NA,NA,NA,#466000462,Importado,NA,NA,Inalámbrico,NA,NA,NA,NA
893, Parlante Estéreo Inalámbrico Con Bluetooth Y Subwoofer ,11.602,NA,0,200,12,967,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BETTERONECL,https://articulo.mercadolibre.cl/MLC-496497327-parlante-estereo-inalambrico-con-bluetooth-y-subwoofer-_JM,NA,NA,NA,NA,NA,#496497327,AEC,NA,NA,no model,NA,NA,NA,NA
894, Linterna Bicicleta Power Bank Parlante Radio Mp3 6 En 1 ,6.99,NA,13,3,6,1.165,NA,Envío a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/POWER-PLAY.CL,https://articulo.mercadolibre.cl/MLC-459459378-linterna-bicicleta-power-bank-parlante-radio-mp3-6-en-1-_JM,2,0,0,0,0,#459459378,NA,NA,NA,NA,NA,NA,NA,NA
895, Parlante Bluetooth Zukabass 4 Microlab Wave / Mundo Electro ,17.99,NA,4,4,12,1.499,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-463985110-parlante-bluetooth-zukabass-4-microlab-wave-mundo-electro-_JM,NA,NA,NA,NA,NA,#463985110,Microlab,Auxiliar,NA,zukabass 4,20 W,NA,Activo,NA
896, Parlante Bluetooth Zukabass4 Mlab Paisley / Mundo Electro ,17.99,NA,4,5,12,1.499,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-482475529-parlante-bluetooth-zukabass4-mlab-paisley-mundo-electro-_JM,NA,NA,NA,NA,NA,#482475529,Microlab,Auxiliar,NA,Zukabass 4 Paisly,20 W,NA,NA,NA
897, Parlante Estéreo Subwoofer C/bluetooth Inalámbrico Dual 10w ,24.882,NA,0,200,12,2.074,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DOCOOLCL,https://articulo.mercadolibre.cl/MLC-496643413-parlante-estereo-subwoofer-cbluetooth-inalambrico-dual-10w-_JM,NA,NA,NA,NA,NA,#496643413,No Brand,NA,NA,no model,NA,NA,NA,NA
898, Lampara Luna Con Parlante Bluetooth 15cm Recargable ,11.99,NA,1,99,12,999,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESHOPANGIE,https://articulo.mercadolibre.cl/MLC-495960914-lampara-luna-con-parlante-bluetooth-15cm-recargable-_JM,NA,NA,NA,NA,NA,#495960914,NA,NA,NA,NA,NA,NA,NA,NA
899, Parlante Altavoz Inalámbrico Bluetooth Premium Vtin Royaler ,69.99,NA,1,NA,12,5.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OSCARINCHO1977,https://articulo.mercadolibre.cl/MLC-451691859-parlante-altavoz-inalambrico-bluetooth-premium-vtin-royaler-_JM,NA,NA,NA,NA,NA,#451691859,NA,NA,NA,NA,NA,NA,NA,NA
900, Logitech Parlante Bluetooth X50 Amarillo - Logitech ,19.99,NA,2,5,6,3.332,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=85,https://articulo.mercadolibre.cl/MLC-475435171-logitech-parlante-bluetooth-x50-amarillo-logitech-_JM,1,0,0,0,0,#475435171,Logitech,Auxiliar,142 g,X50,3 W,97.5 mm,No aplica,NA
901, Parlantes Bluetooth Huawei Am08 ,24.99,NA,1,5,6,4.165,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/CRIST-CASTLE,https://articulo.mercadolibre.cl/MLC-456194013-parlantes-bluetooth-huawei-am08-_JM,2,0,0,0,0,#456194013,Huawei,NA,NA,AM08,NA,NA,Activo,Blanco
902, Pack 3 Parlante Bluetooth Inalambrico Impermeable Ducha Agua ,9,NA,0,100,6,1.500,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MARIOHERNANDEZ2019,https://articulo.mercadolibre.cl/MLC-497780809-pack-3-parlante-bluetooth-inalambrico-impermeable-ducha-agua-_JM,NA,NA,NA,NA,NA,#497780809,NA,NA,NA,NA,NA,NA,NA,NA
903, Parlante Portátil Con Bluetooth Master-g Gbass /3gmarket ,10.99,NA,0,4,6,1.832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/3GMARKET,https://articulo.mercadolibre.cl/MLC-463050230-parlante-portatil-con-bluetooth-master-g-gbass-3gmarket-_JM,NA,NA,NA,NA,NA,#463050230,Master-G,Auxiliar,NA,GBASS,NA,NA,NA,NA
904, Parlante Bluetooth Microlab Mini Cilindro / Mundo Electro ,9.99,NA,9,10,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-461825246-parlante-bluetooth-microlab-mini-cilindro-mundo-electro-_JM,NA,NA,NA,NA,NA,#461825246,Microlab,NA,NA,Mini Cilindro,3 W,7 cm,NA,NA
905, Parlante Portatil Inalambrico Philco Bazooka Px80 /3gmarket ,11.99,NA,2,1,6,1.998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/3GMARKET,https://articulo.mercadolibre.cl/MLC-464567263-parlante-portatil-inalambrico-philco-bazooka-px80-3gmarket-_JM,NA,NA,NA,NA,NA,#464567263,Philco,NA,NA,PX-80A,NA,NA,NA,NA
906, Parlante Portatil Master-g Bluetooth G-bass - Prophone ,11.99,NA,4,936,6,1.998,NA,Envío a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-456449502-parlante-portatil-master-g-bluetooth-g-bass-prophone-_JM,4,0,0,0,0,#456449502,JBL,Auxiliar,NA,Flip 3,NA,NA,NA,NA
907, Marshall Parlante Stanmore Bluetooth Altavoz Crema 12 Ctas ,304.99,459.990,0,900,12,25.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-454084919-marshall-parlante-stanmore-bluetooth-altavoz-crema-12-ctas-_JM,NA,NA,NA,NA,NA,#454084919,NA,NA,NA,NA,NA,NA,NA,NA
908, Parlante Bluetooth Prosound Px60m Militar Luz Led Proglobal ,12.99,NA,1,2,6,2.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-477045763-parlante-bluetooth-prosound-px60m-militar-luz-led-proglobal-_JM,NA,NA,NA,NA,NA,#477045763,Prosound,NA,0.553 kg,PX60M,NA,17.5 cm,NA,NA
909, Microfono Parlante Karaoke Portátil Con Bluetooth ,12.99,NA,2,3,6,2.165,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CYBER_CLINIC_3.0,https://articulo.mercadolibre.cl/MLC-466827893-microfono-parlante-karaoke-portatil-con-bluetooth-_JM,NA,NA,NA,NA,NA,#466827893,NA,NA,NA,NA,NA,NA,NA,NA
910, Adaptador Receptor Transmisor Bluetooth Usb Parlantes Auto ,4.99,NA,72,12,12,416,NA,Envío a todo el país,NA,NA,3,4,https://perfil.mercadolibre.cl/EVOLTA,https://articulo.mercadolibre.cl/MLC-436777990-adaptador-receptor-transmisor-bluetooth-usb-parlantes-auto-_JM,2,0,0,0,2,#436777990,NA,NA,NA,NA,NA,NA,NA,NA
911, Smalody Bluetooth 4.2 Barra De Sonido Led Parlantes Teatro ,12.992,NA,0,200,12,1.083,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BUENSUERTECL,https://articulo.mercadolibre.cl/MLC-497296202-smalody-bluetooth-42-barra-de-sonido-led-parlantes-teatro-_JM,NA,NA,NA,NA,NA,#497296202,Smalody,NA,NA,No Model,NA,NA,NA,NA
912, Parlante Bulldog Bluetooth // Feiyi ,11,NA,1,9,12,917,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FEIYICL,https://articulo.mercadolibre.cl/MLC-479779051-parlante-bulldog-bluetooth-feiyi-_JM,NA,NA,NA,NA,NA,#479779051,NA,NA,0.46 kg,NA,NA,NA,NA,Negro
913," Ampolleta Led,parlante Bluetooth,luz Fiesta ",7.39,9.990,83,8,6,1.232,NA,Entrega a acordar con el vendedor,NA,NA,5,3,https://perfil.mercadolibre.cl/VENTASMACUL2014,https://articulo.mercadolibre.cl/MLC-436070315-ampolleta-ledparlante-bluetoothluz-fiesta-_JM,3,0,0,0,0,#436070315,NA,NA,NA,NA,NA,NA,NA,NA
914, Parlante Bluetooth Coby Cbs201 - Prophone ,11.99,NA,2,988,6,1.998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-451735513-parlante-bluetooth-coby-cbs201-prophone-_JM,NA,NA,NA,NA,NA,#451735513,NA,NA,NA,NA,NA,NA,NA,NA
915, Parlante Karaoke Thunder Novik - 101db ,64.89,NA,1,2,6,10.815,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/BESTMARTCL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=rga7HnwwhA00O01SiMa8o74aQGR4Gu8UUXFvKvsZwfkaJypi1hYL6z8rX65kkKUwVnZykPcbMs7z59B%2BP5oxpt9yhloBkTtT%2F47bEeFjRGrJyS%2BL%2FXZC%2BfLzLNh7FoLQmrRrGbie3%2FxSWCs3jsgjTYZA%2FSjBmz9ttiVu5HEbztB4tiLkroObg2EelY7ujzEvv3%2FNk8TaiHAA%2FSBsIBUMyo8nhWoPkXyuPJPWH4shJVclg%2BDWUZ1svTGcL%2Bc45bvioPzBy48TseQQpRKFzJgh2Zd2DtEEnOd0Y2cRTzG%2BO3jfry5dvxS2L2Gt7KoyBVsIFsVJO6kF7ZIhaqiDJ8wnvIJKOwSStpCsuQSI9waZXDbOpgTtKihb2VjAiIXb0PbUaarGy7e3kqCd%2B8%2BE9AsGwZn9%2BMU4Zu7Kb1WyQpLq8sIRxQplQc8djPTSoW7cfLUKGEx5tjIcF%2BRkNpITMVTS5oieVisIHkrtrSRTQTG%2BfLeF%2B3tlGuuFFH%2B7X0j203NMqAbRxDY6D2JD6LquhUI6BzHur9MX5Kwiys%2BfANRMgK0ToUQxP%2F0yAGLGCRdjZDIjHA3mQkoAKKtgE6%2FpMNXH8DzBqMWmgc82sGNoYaUqMxcPpKTBsv9qRbnaYECFVflRLEseeYCXyVQZGR2YzRMQhKfCYgBCxtZjVj13YqSE42OfklUMf079NadYrdWkiE5n9jhaI7ve8pUw9penhx1IjuiYwc%2FoTh6Ukh6CrZOqlsH0H7PgE8N30i8QIHdje5lSqgIjod45N9hAMNIzIK6yHYSQJZ7cJqWbaBEp0X39LmDqw8IKlyZNdwewIheMXopOBwSm6b8uUtxFcL3XL%2Fk29tQQPJaVwmGllM8cX8h4Dm8%2BKC%2BOviH0MP7ViPiXn18cveoKkpaMb87PPVjW7nNBUf5579hN192av3N8n6xGxsT16jolX4l%2BeUiNA4NXEkKmj0j05eOMecgFF8GsECjJMpKTtkStZGYpNE8J%2B%2FYBPTZqwtx2lE%2F2ot14K8ED0jrrzSD6piZBeQgTarPAUC2ichlVa5RzMj0GEkEHFWcCx8kxwnz4yUoaWKBCY5Ul3OeksAn5cCxMfnwYZ1MdNsf01YoCtcFzXwl19qfPD9PP80%2BIVLwccjmR%2F9XC8WkQERpVk1mtP4eBHHduvUyFfvx7tGr6GJRkldj3gLjztFxuYUkd5ZFi0TburOb9Rg3oXuIO%2BApiFZBac0%2F%2Bp5rxs5WA%2BpcE%2BoSm4hNjO8BgQde0X2hZUO7h15zslLf4vwQG%2Bau03ARn2LCAyYcHA8Kxi%2FaJJLE3KjUBVOlEGX8qoMk7PWqXeefZ0f5bqGvf3A9%2B1W0Q237El8cTFFrv9FnbGkQ8imgwoqiaAAtiCPsG83xWkvcOb3ZxGN2EE66JdlRHMNkb5RNowtsDD7MkJs3kScPFfghOVfDurjMIozHyHYDawh1dEChhFXC6KKoXHSNkISX%2BYnhKgD9zAhqQ%2FgO%2F06jwzZlAv5apxcXVGnaI8xOTjpkkwEFGcbbOYKxS1t%2BcfMV9QX4ob0iY0u0xVoqmQAnLmcTLKYNUuXOs2GYPno33yFK51fqTVioMteau0u5oetfMkw%3D%3D,2,0,0,0,0,#495677590,JBL,NA,NA,Flip 4,16 W,NA,Activo,NA
916, Parlante Bluetooth Zukabass Skin Microlab / Mundo Electro ,17.99,NA,5,19,12,1.499,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-461865838-parlante-bluetooth-zukabass-skin-microlab-mundo-electro-_JM,NA,NA,NA,NA,NA,#461865838,Microlab,NA,NA,Skin Series,20 W,30 cm,NA,NA
917, Pack 6 Parlante Bluetooth Inalambrico Impermeable Ducha Agua ,18,NA,0,100,6,3.000,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MARIOHERNANDEZ2019,https://articulo.mercadolibre.cl/MLC-497781950-pack-6-parlante-bluetooth-inalambrico-impermeable-ducha-agua-_JM,NA,NA,NA,NA,NA,#497781950,NA,NA,NA,NA,NA,NA,NA,NA
918, Parlante Portatil Bluetooth Linterna Radio Fm Sd Usb Bateria ,10.99,NA,2,98,6,1.832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOPICADA,https://articulo.mercadolibre.cl/MLC-448425778-parlante-portatil-bluetooth-linterna-radio-fm-sd-usb-bateria-_JM,NA,NA,NA,NA,NA,#448425778,NA,NA,NA,NA,NA,NA,NA,Respect
